fips_code,BIRTHS_2023,DEATHS_2023,DOMESTIC_MIG_2023,GQ_ESTIMATES_2023,INTERNATIONAL_MIG_2023,NATURAL_CHG_2023,NET_MIG_2023,N_POP_CHG_2023,POP_ESTIMATE_2023,RESIDUAL_2023,R_BIRTH_2023,R_DEATH_2023,R_DOMESTIC_MIG_2023,R_INTERNATIONAL_MIG_2023,R_NATURAL_CHG_2023,R_NET_MIG_2023,Rural_Urban_Continuum_Code_2023
2185,126,63,-313,3193,43,63,-270,-208,10603,-1,11.8,5.9,-29.2,4,5.9,-25.2,9
2188,141,79,-154,237,-1,62,-155,-92,7361,1,19,10.7,-20.8,-0.1,8.4,-20.9,9
2195,25,28,37,186,25,-3,62,57,3427,-2,7.4,8.2,10.9,7.4,-0.9,18.2,9
2198,73,76,48,37,2,-3,50,46,5696,-1,12.9,13.4,8.5,0.4,-0.5,8.8,9
22000,56209,50094,-29692,123627,9274,6115,-20418,-14274,4573749,29,12.3,10.9,-6.5,2,1.3,-4.5,
22001,834,806,-262,697,-7,28,-269,-236,56489,5,14.7,14.2,-4.6,-0.1,0.5,-4.8,2
22003,237,330,-120,2806,38,-93,-82,-175,22112,0,10.7,14.9,-5.4,1.7,-4.2,-3.7,6
22005,1631,906,346,618,75,725,421,1147,131632,1,12.4,6.9,2.6,0.6,5.5,3.2,2
22007,210,310,-205,161,1,-100,-204,-303,20160,1,10.3,15.3,-10.1,0,-4.9,-10,2
22009,442,578,-205,2803,29,-136,-176,-307,38408,5,11.5,15,-5.3,0.8,-3.5,-4.6,6
22011,508,433,120,1058,8,75,128,203,36827,0,13.8,11.8,3.3,0.2,2,3.5,6
22013,165,253,-162,311,4,-88,-158,-246,12366,0,13.2,20.3,-13,0.3,-7,-12.7,8
22015,1573,1223,-14,2123,300,350,286,642,129795,6,12.1,9.4,-0.1,2.3,2.7,2.2,2
22017,2748,2818,-2616,4052,141,-70,-2475,-2548,226386,-3,12.1,12.4,-11.5,0.6,-0.3,-10.9,2
22019,2499,2060,650,2597,393,439,1043,1473,203761,-9,12.3,10.1,3.2,1.9,2.2,5.1,2
22021,85,148,-44,708,2,-63,-42,-104,9389,1,9,15.7,-4.7,0.2,-6.7,-4.4,8
22023,60,52,-137,22,-2,8,-139,-128,4768,3,12.4,10.8,-28.4,-0.4,1.7,-28.8,2
22025,77,142,-126,500,1,-65,-125,-190,8414,0,9,16.7,-14.8,0.1,-7.6,-14.7,9
22027,142,196,-123,1793,0,-54,-123,-179,13670,-2,10.3,14.2,-8.9,0,-3.9,-8.9,9
22029,105,287,-223,874,65,-182,-158,-338,17688,2,5.9,16.1,-12.5,3.6,-10.2,-8.8,6
22031,335,356,281,277,0,-21,281,258,27114,-2,12.4,13.2,10.4,0,-0.8,10.4,2
22033,5455,4160,-4674,17292,1739,1295,-2935,-1624,448467,16,12.1,9.3,-10.4,3.9,2.9,-6.5,2
22035,63,112,-61,1662,-1,-49,-62,-110,6829,1,9.2,16.3,-8.9,-0.1,-7.1,-9,8
22037,175,283,132,2838,0,-108,132,21,19229,-3,9.1,14.7,6.9,0,-5.6,6.9,2
22039,453,445,-400,1442,113,8,-287,-279,31754,0,14.2,14,-12.5,3.5,0.3,-9,6
22041,235,294,-15,338,1,-59,-14,-73,19285,0,12.2,15.2,-0.8,0.1,-3.1,-0.7,6
22043,261,262,-138,2959,13,-1,-125,-129,21911,-3,11.9,11.9,-6.3,0.6,0,-5.7,3
22045,873,845,-762,660,72,28,-690,-661,67659,1,12.8,12.4,-11.2,1.1,0.4,-10.1,4
22047,345,418,10,2788,66,-73,76,4,29617,1,11.6,14.1,0.3,2.2,-2.5,2.6,2
22049,120,219,2,705,29,-99,31,-70,14746,-2,8.1,14.8,0.1,2,-6.7,2.1,6
22051,5202,4223,-7945,2937,2753,979,-5192,-4253,421777,-40,12.3,10,-18.7,6.5,2.3,-12.2,1
22053,435,480,-327,662,-3,-45,-330,-376,31553,-1,13.7,15.1,-10.3,-0.1,-1.4,-10.4,2
22055,3388,2063,12,2782,688,1325,700,2036,249750,11,13.6,8.3,0,2.8,5.3,2.8,2
22057,1115,1063,-772,2430,22,52,-750,-695,95056,3,11.7,11.1,-8.1,0.2,0.5,-7.9,3
22059,169,191,-8,2003,8,-22,0,-21,14800,1,11.4,12.9,-0.5,0.5,-1.5,0,8
22061,465,462,-43,5294,21,3,-22,-18,47962,1,9.7,9.6,-0.9,0.4,0.1,-0.5,4
22063,1842,1345,1422,1046,171,497,1593,2089,150145,-1,12.4,9,9.5,1.1,3.3,10.7,2
22065,131,141,-226,825,4,-10,-222,-234,9246,-2,14,15.1,-24.1,0.4,-1.1,-23.7,6
22067,269,480,-255,1159,7,-211,-248,-459,23955,0,11.1,19.8,-10.5,0.3,-8.7,-10.3,3
22069,425,509,-276,2113,5,-84,-271,-357,36291,-2,11.7,14,-7.6,0.1,-2.3,-7.4,6
22071,4111,3387,-7468,15504,964,724,-6504,-5781,364136,-1,11.2,9.2,-20.3,2.6,2,-17.7,1
22073,2016,1748,-583,5281,168,268,-415,-136,157568,11,12.8,11.1,-3.7,1.1,1.7,-2.6,3
22075,291,212,-338,788,27,79,-311,-232,22386,0,12.9,9.4,-15,1.2,3.5,-13.8,1
22077,249,315,-165,153,21,-66,-144,-212,20000,-2,12.4,15.7,-8.2,1,-3.3,-7.2,2
22079,1631,1671,-817,3336,78,-40,-739,-768,126260,11,12.9,13.2,-6.5,0.6,-0.3,-5.8,3
22081,95,130,-73,168,0,-35,-73,-109,7356,-1,12.8,17.5,-9.9,0,-4.7,-9.9,8
22083,260,281,-76,1019,24,-21,-52,-72,19712,1,13.2,14.2,-3.8,1.2,-1.1,-2.6,3
22085,264,361,29,343,0,-97,29,-68,21906,0,12,16.5,1.3,0,-4.4,1.3,8
22087,575,460,-137,224,64,115,-73,44,44463,2,12.9,10.4,-3.1,1.4,2.6,-1.6,1
22089,576,468,-553,585,5,108,-548,-438,50620,2,11.3,9.2,-10.9,0.1,2.1,-10.8,1
22091,96,168,21,108,37,-72,58,-15,10774,-1,8.9,15.6,1.9,3.4,-6.7,5.4,2
22093,213,249,-170,141,8,-36,-162,-197,19191,1,11,12.9,-8.8,0.4,-1.9,-8.4,1
22095,471,456,-413,366,30,15,-383,-363,39592,5,11.8,11.5,-10.4,0.8,0.4,-9.6,1
22097,1188,1111,-366,1216,70,77,-296,-215,81464,4,14.6,13.6,-4.5,0.9,0.9,-3.6,4
22099,630,576,-275,272,32,54,-243,-192,51057,-3,12.3,11.3,-5.4,0.6,1.1,-4.8,2
22101,616,661,-821,668,105,-45,-716,-764,47055,-3,13,13.9,-17.3,2.2,-0.9,-15.1,4
22103,3081,2490,1264,2496,493,591,1757,2346,275583,-2,11.2,9.1,4.6,1.8,2.2,6.4,2
22105,1970,1520,735,4503,68,450,803,1265,138064,12,14.3,11.1,5.3,0.5,3.3,5.8,3
22107,18,86,18,0,0,-68,18,-50,3764,0,4.8,22.7,4.8,0,-17.9,4.8,9
22109,1367,1242,-1272,1023,130,125,-1142,-1016,103616,1,13.1,11.9,-12.2,1.2,1.2,-11,3
22111,195,338,53,416,12,-143,65,-79,20650,-1,9.4,16.3,2.6,0.6,-6.9,3.1,3
22113,749,702,-11,571,1,47,-10,39,56992,2,13.1,12.3,-0.2,0,0.8,-0.2,2
22115,814,443,-1065,1411,80,371,-985,-620,46250,-6,17.5,9.5,-22.9,1.7,8,-21.2,4
22117,566,687,-5,1767,-1,-121,-6,-126,44865,1,12.6,15.3,-0.1,0,-2.7,-0.1,6
22119,393,640,-69,391,25,-247,-44,-289,35238,2,11.1,18.1,-2,0.7,-7,-1.2,6
22121,337,278,156,608,14,59,170,232,28266,3,12,9.9,5.5,0.5,2.1,6,2
22123,110,150,-120,56,1,-40,-119,-158,9323,1,11.7,16,-12.8,0.1,-4.3,-12.7,8
22125,120,165,19,5381,1,-45,20,-25,15371,0,7.8,10.7,1.2,0.1,-2.9,1.3,2
22127,135,206,-26,1497,61,-71,35,-35,13216,1,10.2,15.6,-2,4.6,-5.4,2.6,8
2220,76,69,-98,330,21,7,-77,-71,8282,-1,9.1,8.3,-11.8,2.5,0.8,-9.3,7
2230,9,8,-4,29,4,1,0,3,1095,2,8.2,7.3,-3.7,3.7,0.9,0,9
2240,98,54,-8,638,23,44,15,61,7077,2,13.9,7.7,-1.1,3.3,6.2,2.1,9
2275,19,24,-1,25,0,-5,-1,-7,2064,-1,9.2,11.6,-0.5,0,-2.4,-0.5,9
2282,3,2,0,36,1,1,1,2,687,0,4.4,2.9,0,1.5,1.5,1.5,9
2290,55,75,-34,126,14,-20,-20,-40,5129,0,10.7,14.6,-6.6,2.7,-3.9,-3.9,8
23000,11945,16998,9216,41513,2209,-5053,11425,6384,1395722,12,8.6,12.2,6.6,1.6,-3.6,8.2,
23001,1136,1429,478,5898,346,-293,824,540,113765,9,10,12.6,4.2,3,-2.6,7.3,3
23003,640,1084,435,1592,40,-444,475,29,67351,-2,9.5,16.1,6.5,0.6,-6.6,7.1,7
23005,2922,3059,401,10409,1133,-137,1534,1393,310230,-4,9.4,9.9,1.3,3.7,-0.4,5,2
23007,226,411,403,1832,16,-185,419,233,30828,-1,7.4,13.4,13.1,0.5,-6,13.6,8
23009,372,752,315,1354,40,-380,355,-23,56526,2,6.6,13.3,5.6,0.7,-6.7,6.3,8
23011,1110,1605,1092,4314,127,-495,1219,724,127259,0,8.7,12.6,8.6,1,-3.9,9.6,4
23013,280,542,42,1431,20,-262,62,-202,40977,-2,6.8,13.2,1,0.5,-6.4,1.5,7
23015,258,450,412,570,2,-192,414,222,36507,0,7.1,12.4,11.3,0.1,-5.3,11.4,8
23017,441,831,829,845,9,-390,838,447,59905,-1,7.4,13.9,13.9,0.2,-6.5,14,6
23019,1298,1950,1032,6783,205,-652,1237,584,155312,-1,8.4,12.6,6.7,1.3,-4.2,8,3
23021,130,306,251,242,8,-176,259,83,17486,0,7.5,17.5,14.4,0.5,-10.1,14.8,8
23023,315,441,255,340,14,-126,269,141,37513,-2,8.4,11.8,6.8,0.4,-3.4,7.2,2
23025,472,759,458,665,10,-287,468,184,51302,3,9.2,14.8,8.9,0.2,-5.6,9.1,6
23027,359,531,526,832,7,-172,533,365,40620,4,8.9,13.1,13,0.2,-4.3,13.2,8
23029,287,529,252,827,17,-242,269,28,31555,1,9.1,16.8,8,0.5,-7.7,8.5,9
23031,1699,2319,2035,3579,215,-620,2250,1636,218586,6,7.8,10.6,9.3,1,-2.8,10.3,2
24000,67969,53770,-30905,125196,32977,14199,2072,16272,6180253,1,11,8.7,-5,5.3,2.3,0.3,
24001,553,1001,427,6178,33,-448,460,7,67273,-5,8.2,14.9,6.3,0.5,-6.7,6.8,4
24003,6971,4570,-2732,9584,1525,2401,-1207,1235,594582,41,11.7,7.7,-4.6,2.6,4,-2,1
24005,9375,8577,-5765,22361,3663,798,-2102,-1283,844703,21,11.1,10.1,-6.8,4.3,0.9,-2.5,1
24009,957,834,-28,582,78,123,50,169,94728,-4,10.1,8.8,-0.3,0.8,1.3,0.5,3
24011,423,430,68,563,103,-7,171,166,33593,2,12.6,12.8,2,3.1,-0.2,5.1,6
24013,1795,1758,944,3745,215,37,1159,1167,176639,-29,10.2,10,5.4,1.2,0.2,6.6,1
24015,1124,1194,733,1384,142,-70,875,802,105672,-3,10.7,11.3,7,1.3,-0.7,8.3,1
24017,1724,1421,1174,1440,395,303,1569,1862,171973,-10,10.1,8.3,6.9,2.3,1.8,9.2,1
24019,336,489,413,380,32,-153,445,296,32879,4,10.3,14.9,12.6,1,-4.7,13.6,6
24021,3172,2066,3551,5186,1215,1106,4766,5851,293391,-21,10.9,7.1,12.2,4.2,3.8,16.4,1
24023,215,389,4,606,6,-174,10,-165,28423,-1,7.5,13.6,0.1,0.2,-6.1,0.4,8
24025,2624,2413,481,1825,148,211,629,829,264644,-11,9.9,9.1,1.8,0.6,0.8,2.4,1
24027,3236,1901,-2222,3090,1500,1335,-722,635,336001,22,9.6,5.7,-6.6,4.5,4,-2.2,1
24029,145,312,139,1355,37,-167,176,8,19303,-1,7.5,16.2,7.2,1.9,-8.7,9.1,6
24031,11709,6412,-11153,8704,11191,5297,38,5407,1058474,72,11.1,6.1,-10.6,10.6,5,0,1
24033,10619,6954,-12516,19787,9345,3665,-3171,450,947430,-44,11.2,7.3,-13.2,9.9,3.9,-3.3,1
24035,533,522,675,359,107,11,782,788,52508,-5,10.2,10,13,2.1,0.2,15,1
24037,1405,1025,-96,2358,210,380,114,498,115281,4,12.2,8.9,-0.8,1.8,3.3,1,3
24039,218,315,340,4877,59,-97,399,302,24910,0,8.8,12.7,13.7,2.4,-3.9,16.1,3
24041,304,543,163,472,88,-239,251,9,37823,-3,8,14.4,4.3,2.3,-6.3,6.6,6
24043,1554,1900,693,7979,212,-346,905,556,155813,-3,10,12.2,4.5,1.4,-2.2,5.8,2
24045,1276,1201,-234,3675,467,75,233,314,104800,6,12.2,11.5,-2.2,4.5,0.7,2.2,3
24047,459,716,425,737,70,-257,495,237,54171,-1,8.5,13.2,7.9,1.3,-4.8,9.2,4
24510,7242,6827,-6389,17969,2136,415,-4253,-3868,565239,-30,12.8,12,-11.3,3.8,0.7,-7.5,1
25000,68387,61404,-39149,240786,50647,6983,11498,18659,7001399,178,9.8,8.8,-5.6,7.2,1,1.6,
25001,1504,3208,539,4049,836,-1704,1375,-343,231735,-14,6.5,13.8,2.3,3.6,-7.3,5.9,3
25003,888,1685,-195,5321,263,-797,68,-729,126818,0,7,13.2,-1.5,2.1,-6.3,0.5,3
25005,5475,6004,531,12942,2092,-529,2623,2097,581841,3,9.4,10.3,0.9,3.6,-0.9,4.5,1
25007,177,173,-324,81,176,4,-148,-143,20819,1,8.5,8.3,-15.5,8.4,0.2,-7.1,7
25009,8482,7227,-3691,18410,5988,1255,2297,3590,810089,38,10.5,8.9,-4.6,7.4,1.6,2.8,1
25011,495,754,-51,1498,152,-259,101,-159,70836,-1,7,10.6,-0.7,2.1,-3.7,1.4,4
25013,4808,4951,-1931,14189,1581,-143,-350,-467,460291,26,10.4,10.8,-4.2,3.4,-0.3,-0.8,2
25015,937,1419,-292,23924,755,-482,463,-16,162502,3,5.8,8.7,-1.8,4.6,-3,2.8,3
25017,16102,11957,-13402,56066,16339,4145,2937,7158,1623952,76,9.9,7.4,-8.3,10.1,2.6,1.8,1
25019,159,88,-122,64,51,71,-71,1,14444,1,11,6.1,-8.4,3.5,4.9,-4.9,7
25021,7196,6056,-4372,16144,5181,1140,809,2004,727473,55,9.9,8.3,-6,7.1,1.6,1.1,1
25023,5395,5289,228,10977,1722,106,1950,2060,535308,4,10.1,9.9,0.4,3.2,0.2,3.6,1
25025,8210,4932,-14207,49889,10606,3278,-3601,-387,768425,-64,10.7,6.4,-18.5,13.8,4.3,-4.7,1
25027,8559,7661,-1860,27232,4905,898,3045,3993,866866,50,9.9,8.9,-2.2,5.7,1,3.5,2
26000,101911,105941,-15051,215992,22817,-4030,7766,3980,10037261,244,10.2,10.6,-1.5,2.3,-0.4,0.8,
26001,63,216,235,80,9,-153,244,92,10489,1,6,20.7,22.5,0.9,-14.7,23.4,9
26003,67,114,30,916,0,-47,30,-16,8757,1,7.6,13,3.4,0,-5.4,3.4,9
26005,1227,1163,486,935,97,64,583,649,121939,2,10.1,9.6,4,0.8,0.5,4.8,4
26007,269,447,246,577,4,-178,250,71,28904,-1,9.3,15.5,8.5,0.1,-6.2,8.7,7
26009,187,319,262,203,17,-132,279,144,24409,-3,7.7,13.1,10.8,0.7,-5.4,11.5,8
26011,132,247,137,172,0,-115,137,22,15145,0,8.7,16.3,9.1,0,-7.6,9.1,8
26013,69,116,73,883,0,-47,73,27,8310,1,8.3,14,8.8,0,-5.7,8.8,9
26015,604,711,508,460,10,-107,518,406,63808,-5,9.5,11.2,8,0.2,-1.7,8.1,1
26017,865,1409,396,1168,14,-544,410,-138,102500,-4,8.4,13.7,3.9,0.1,-5.3,4,3
26019,138,231,196,193,13,-93,209,114,18441,-2,7.5,12.6,10.7,0.7,-5.1,11.4,3
26021,1584,1824,-563,2517,225,-240,-338,-574,152261,4,10.4,12,-3.7,1.5,-1.6,-2.2,3
26023,530,533,575,1870,135,-3,710,713,45215,6,11.8,11.9,12.8,3,-0.1,15.8,6
26025,1517,1670,-1,2780,94,-153,93,-58,133366,2,11.4,12.5,0,0.7,-1.1,0.7,3
26027,446,601,308,752,13,-155,321,165,51642,-1,8.7,11.7,6,0.3,-3,6.2,2
26029,201,357,125,295,20,-156,145,-14,26159,-3,7.7,13.6,4.8,0.8,-6,5.5,7
26031,192,417,292,292,15,-225,307,84,26048,2,7.4,16,11.2,0.6,-8.7,11.8,7
26033,291,445,167,4155,43,-154,210,57,36264,1,8,12.3,4.6,1.2,-4.2,5.8,7
26035,305,518,216,342,4,-213,220,9,31316,2,9.7,16.5,6.9,0.1,-6.8,7,8
26037,675,712,46,667,59,-37,105,68,79720,0,8.5,8.9,0.6,0.7,-0.5,1.3,2
26039,107,220,213,191,3,-113,216,104,13538,1,7.9,16.3,15.8,0.2,-8.4,16,9
26041,314,528,228,552,-4,-214,224,9,36790,-1,8.5,14.4,6.2,-0.1,-5.8,6.1,5
26043,212,341,164,388,7,-129,171,39,25982,-3,8.2,13.1,6.3,0.3,-5,6.6,7
26045,1075,1212,-44,1770,149,-137,105,-34,108820,-2,9.9,11.1,-0.4,1.4,-1.3,1,2
26047,260,371,15,422,5,-111,20,-92,34123,-1,7.6,10.9,0.4,0.1,-3.2,0.6,7
26049,4337,4972,-110,5135,331,-635,221,-401,401522,13,10.8,12.4,-0.3,0.8,-1.6,0.6,2
26051,226,450,456,195,0,-224,456,232,25853,0,8.8,17.5,17.7,0,-8.7,17.7,8
26053,77,202,-29,282,3,-125,-26,-153,14224,-2,5.4,14.1,-2,0.2,-8.7,-1.8,7
26055,893,1017,192,2045,54,-124,246,123,96421,1,9.3,10.6,2,0.6,-1.3,2.6,3
26057,355,496,390,5851,14,-141,404,264,41368,1,8.6,12,9.5,0.3,-3.4,9.8,6
26059,446,604,-3,1367,13,-158,10,-148,45587,0,9.8,13.2,-0.1,0.3,-3.5,0.2,6
26061,347,353,295,4092,146,-6,441,439,37599,4,9.3,9.4,7.9,3.9,-0.2,11.8,5
26063,277,492,-19,413,17,-215,-2,-218,30927,-1,8.9,15.9,-0.6,0.5,-6.9,-0.1,9
26065,2908,2556,-434,18924,1240,352,806,1160,284637,2,10.2,9,-1.5,4.4,1.2,2.8,2
26067,670,591,-673,6004,11,79,-662,-574,66262,9,10.1,8.9,-10.1,0.2,1.2,-9.9,1
26069,200,468,158,289,11,-268,169,-100,25373,-1,7.9,18.4,6.2,0.4,-10.5,6.6,7
26071,64,192,161,284,2,-128,163,35,11740,0,5.5,16.4,13.7,0.2,-10.9,13.9,9
26073,593,657,-247,4176,61,-64,-186,-248,64118,2,9.2,10.2,-3.8,0.9,-1,-2.9,4
26075,1611,1942,-84,9043,78,-331,-6,-334,159424,3,10.1,12.2,-0.5,0.5,-2.1,0,3
26077,2732,2412,152,7838,842,320,994,1323,262215,9,10.4,9.2,0.6,3.2,1.2,3.8,2
26079,184,239,294,215,4,-55,298,246,18490,3,10,13,16,0.2,-3,16.2,3
26081,8192,5154,-2453,11826,1838,3038,-615,2434,661354,11,12.4,7.8,-3.7,2.8,4.6,-0.9,1
26083,10,34,41,4,0,-24,41,17,2172,0,4.6,15.7,19,0,-11.1,19,9
26085,90,195,186,1233,2,-105,188,83,12734,0,7.1,15.4,14.7,0.2,-8.3,14.8,9
26087,769,1095,591,1663,82,-326,673,345,88977,-2,8.7,12.3,6.7,0.9,-3.7,7.6,1
26089,187,291,232,181,10,-104,242,136,23019,-2,8.1,12.7,10.1,0.4,-4.5,10.5,3
26091,739,1191,-413,4070,105,-452,-308,-760,97520,0,7.5,12.2,-4.2,1.1,-4.6,-3.1,4
26093,1629,1703,677,1382,34,-74,711,623,196757,-14,8.3,8.7,3.4,0.2,-0.4,3.6,1
26095,56,83,186,1249,-1,-27,185,161,6435,3,8.8,13.1,29.3,-0.2,-4.2,29.1,9
26097,81,187,-53,122,48,-106,-5,-111,10851,0,7.4,17.1,-4.9,4.4,-9.7,-0.5,9
26099,8630,9376,-212,7683,1820,-746,1608,866,875101,4,9.9,10.7,-0.2,2.1,-0.9,1.8,1
26101,194,357,347,1261,15,-163,362,197,25562,-2,7.6,14,13.6,0.6,-6.4,14.2,6
26103,561,737,582,4472,37,-176,619,451,66999,8,8.4,11,8.7,0.6,-2.6,9.3,5
26105,232,410,7,348,14,-178,21,-159,29159,-2,7.9,14,0.2,0.5,-6.1,0.7,7
26107,414,444,335,1005,10,-30,345,317,41099,2,10.1,10.8,8.2,0.2,-0.7,8.4,6
26109,73,313,-44,359,6,-240,-38,-280,22945,-2,3.2,13.6,-1.9,0.3,-10.4,-1.6,7
26111,862,858,188,1099,88,4,276,277,84039,-3,10.3,10.2,2.2,1,0,3.3,3
26113,158,199,109,167,9,-41,118,79,15311,2,10.3,13,7.1,0.6,-2.7,7.7,8
26115,1144,1740,292,1501,116,-596,408,-190,155045,-2,7.4,11.2,1.9,0.7,-3.8,2.6,3
26117,678,750,922,5641,87,-72,1009,945,68154,8,10,11.1,13.6,1.3,-1.1,14.9,1
26119,73,200,248,48,1,-127,249,121,9678,-1,7.6,20.8,25.8,0.1,-13.2,25.9,9
26121,1875,1949,1007,4800,91,-74,1098,1025,176564,1,10.7,11.1,5.7,0.5,-0.4,6.2,3
26123,493,588,440,713,34,-95,474,380,51108,1,9.7,11.5,8.6,0.7,-1.9,9.3,6
26125,12666,10964,-8944,14417,6558,1702,-2386,-599,1270426,85,10,8.6,-7,5.2,1.3,-1.9,1
26127,268,312,39,423,66,-44,105,61,26981,0,9.9,11.6,1.4,2.4,-1.6,3.9,8
26129,179,371,244,215,17,-192,261,71,20990,2,8.5,17.7,11.6,0.8,-9.2,12.5,9
26131,31,102,55,67,1,-71,56,-15,5906,0,5.2,17.2,9.3,0.2,-12,9.5,9
26133,232,273,80,382,12,-41,92,51,23330,0,10,11.7,3.4,0.5,-1.8,3.9,9
26135,77,164,240,36,2,-87,242,154,8545,-1,9.1,19.4,28.3,0.2,-10.3,28.6,9
26137,237,344,279,313,15,-107,294,186,25747,-1,9.2,13.4,10.9,0.6,-4.2,11.5,7
26139,3121,2281,1382,8807,234,840,1616,2454,303372,-2,10.3,7.5,4.6,0.8,2.8,5.3,1
26141,89,208,56,159,5,-119,61,-58,13285,0,6.7,15.6,4.2,0.4,-8.9,4.6,9
26143,151,442,470,201,1,-291,471,181,23863,1,6.4,18.6,19.8,0,-12.2,19.8,7
26145,1998,2354,-332,6153,89,-356,-243,-591,187782,8,10.6,12.5,-1.8,0.5,-1.9,-1.3,3
26147,1423,2079,809,1455,60,-656,869,206,159874,-7,8.9,13,5.1,0.4,-4.1,5.4,1
26149,645,734,137,401,49,-89,186,100,60878,3,10.6,12.1,2.3,0.8,-1.5,3.1,4
26151,396,595,56,512,29,-199,85,-114,40368,0,9.8,14.7,1.4,0.7,-4.9,2.1,8
26153,59,129,38,142,7,-70,45,-25,8149,0,7.2,15.8,4.7,0.9,-8.6,5.5,9
26155,665,805,189,465,14,-140,203,58,68025,-5,9.8,11.8,2.8,0.2,-2.1,3,4
26157,495,715,107,823,31,-220,138,-82,52826,0,9.4,13.5,2,0.6,-4.2,2.6,6
26159,815,904,128,447,95,-89,223,129,75798,-5,10.8,11.9,1.7,1.3,-1.2,2.9,6
26161,2936,2375,-3642,20845,2074,561,-1568,-968,365536,39,8,6.5,-10,5.7,1.5,-4.3,2
26163,20698,19095,-14685,19739,5231,1603,-9454,-7773,1751169,78,11.8,10.9,-8.4,3,0.9,-5.4,1
26165,340,476,219,430,22,-136,241,104,34122,-1,10,14,6.4,0.6,-4,7.1,6
27000,63754,49911,-4686,140494,14575,13843,9889,23615,5737915,-117,11.1,8.7,-0.8,2.5,2.4,1.7,
27001,101,243,94,324,9,-142,103,-40,16102,-1,6.3,15.1,5.8,0.6,-8.8,6.4,8
27003,4246,2629,835,3233,900,1617,1735,3333,372441,-19,11.5,7.1,2.3,2.4,4.4,4.7,1
27005,343,411,-23,471,11,-68,-12,-80,35283,0,9.7,11.6,-0.7,0.3,-1.9,-0.3,6
27007,574,514,127,2419,19,60,146,207,46718,1,12.3,11,2.7,0.4,1.3,3.1,7
27009,478,401,-115,718,124,77,9,91,41600,5,11.5,9.6,-2.8,3,1.9,0.2,3
27011,54,77,-23,242,2,-23,-21,-44,5105,0,10.5,15,-4.5,0.4,-4.5,-4.1,9
27013,700,584,42,4873,243,116,285,403,70006,2,10,8.4,0.6,3.5,1.7,4.1,3
27015,268,340,-93,1002,32,-72,-61,-134,25628,-1,10.4,13.2,-3.6,1.2,-2.8,-2.4,6
27017,390,462,336,2490,15,-72,351,281,36825,2,10.6,12.6,9.2,0.4,-2,9.6,2
27019,1217,646,211,899,155,571,366,937,111057,0,11,5.8,1.9,1.4,5.2,3.3,1
27021,285,432,276,329,9,-147,285,138,31446,0,9.1,13.8,8.8,0.3,-4.7,9.1,9
27023,164,168,-150,390,56,-4,-94,-97,12172,1,13.4,13.7,-12.3,4.6,-0.3,-7.7,7
27025,565,535,592,1594,19,30,611,637,58535,-4,9.7,9.2,10.2,0.3,0.5,10.5,1
27027,539,543,264,3335,137,-4,401,398,66258,1,8.2,8.2,4,2.1,-0.1,6.1,3
27029,83,122,45,93,1,-39,46,6,8644,-1,9.6,14.1,5.2,0.1,-4.5,5.3,8
27031,31,47,-85,43,20,-16,-65,-82,5639,-1,5.5,8.3,-15,3.5,-2.8,-11.4,9
27033,130,165,-39,319,11,-35,-28,-63,11319,0,11.5,14.5,-3.4,1,-3.1,-2.5,9
27035,637,780,546,1313,16,-143,562,420,68304,1,9.4,11.5,8,0.2,-2.1,8.3,4
27037,5038,3088,1193,3992,1042,1950,2235,4168,447440,-17,11.3,6.9,2.7,2.3,4.4,5,1
27039,268,166,-38,120,32,102,-6,96,21088,0,12.7,7.9,-1.8,1.5,4.8,-0.3,3
27041,396,443,285,793,33,-47,318,269,39953,-2,9.9,11.1,7.2,0.8,-1.2,8,6
27043,127,188,-3,148,6,-61,3,-57,13873,1,9.1,13.5,-0.2,0.4,-4.4,0.2,8
27045,227,246,59,415,29,-19,88,68,21522,-1,10.6,11.4,2.7,1.3,-0.9,4.1,3
27047,311,394,-105,498,20,-83,-85,-168,30515,0,10.2,12.9,-3.4,0.7,-2.7,-2.8,7
27049,486,552,20,763,37,-66,57,-6,48035,3,10.1,11.5,0.4,0.8,-1.4,1.2,6
27051,69,79,25,84,4,-10,29,18,6139,-1,11.3,12.9,4.1,0.7,-1.6,4.7,9
27053,14847,9452,-8236,30038,4530,5395,-3706,1647,1258713,-42,11.8,7.5,-6.5,3.6,4.3,-2.9,1
27055,66,200,-11,253,1,-134,-10,-145,18582,-1,3.5,10.7,-0.6,0.1,-7.2,-0.5,3
27057,220,244,179,269,12,-24,191,169,22132,2,10,11.1,8.1,0.5,-1.1,8.7,9
27059,479,435,409,357,19,44,428,471,43182,-1,11.2,10.1,9.5,0.4,1,10,1
27061,383,659,449,1055,1,-276,450,171,45365,-3,8.5,14.6,9.9,0,-6.1,9.9,6
27063,99,106,16,110,12,-7,28,21,9919,0,10,10.7,1.6,1.2,-0.7,2.8,9
27065,164,209,199,287,0,-45,199,153,16602,-1,9.9,12.6,12,0,-2.7,12,8
27067,527,438,-261,1029,213,89,-48,42,43813,1,12,10,-6,4.9,2,-1.1,4
27069,30,61,-1,109,7,-31,6,-26,4060,-1,7.4,15,-0.2,1.7,-7.6,1.5,9
27071,100,185,-12,227,1,-85,-11,-97,11751,-1,8.5,15.7,-1,0.1,-7.2,-0.9,7
