fips_code,BIRTHS_2023,DEATHS_2023,DOMESTIC_MIG_2023,GQ_ESTIMATES_2023,INTERNATIONAL_MIG_2023,NATURAL_CHG_2023,NET_MIG_2023,N_POP_CHG_2023,POP_ESTIMATE_2023,RESIDUAL_2023,R_BIRTH_2023,R_DEATH_2023,R_DOMESTIC_MIG_2023,R_INTERNATIONAL_MIG_2023,R_NATURAL_CHG_2023,R_NET_MIG_2023,Rural_Urban_Continuum_Code_2023
0,3653356,3148861,0,,1138989,504495,1138989,1643484,334914895,0,10.9,9.4,0,3.4,1.5,3.4,
1000,58251,59813,30744,144014,5384,-1562,36128,34565,5108468,-1,11.4,11.7,6,1.1,-0.3,7.1,
10000,10725,10897,10320,23737,2277,-172,12597,12431,1031890,6,10.5,10.6,10.1,2.2,-0.2,12.3,
10001,2153,2169,1788,5279,263,-16,2051,2031,189789,-4,11.4,11.5,9.5,1.4,-0.1,10.9,3
10003,6080,5527,1203,15686,1582,553,2785,3338,578592,0,10.5,9.6,2.1,2.7,1,4.8,1
10005,2492,3201,7329,2772,432,-709,7761,7062,263509,10,9.6,12.3,28.2,1.7,-2.7,29.9,4
1001,714,621,491,484,34,93,525,616,60342,-2,11.9,10.3,8.2,0.6,1.5,8.7,2
1003,2531,2640,6804,3493,291,-109,7095,6976,253507,-10,10.1,10.6,27.2,1.2,-0.4,28.4,3
1005,267,350,-45,2702,13,-83,-32,-115,24585,0,10.8,14.2,-1.8,0.5,-3.4,-1.3,6
1007,240,290,-69,1894,1,-50,-68,-118,21868,0,10.9,13.2,-3.1,0,-2.3,-3.1,1
1009,698,776,358,616,24,-78,382,300,59816,-4,11.7,13,6,0.4,-1.3,6.4,1
1011,102,133,-219,1615,6,-31,-213,-246,9897,-2,10.2,13.3,-21.9,0.6,-3.1,-21.3,8
1013,212,299,-207,285,8,-87,-199,-286,18382,0,11.4,16.1,-11.2,0.4,-4.7,-10.7,6
1015,1346,1649,923,5936,29,-303,952,649,116429,0,11.6,14.2,7.9,0.2,-2.6,8.2,3
1017,398,511,-26,860,55,-113,29,-85,34079,-1,11.7,15,-0.8,1.6,-3.3,0.8,6
1019,230,409,482,278,14,-179,496,313,25666,-4,9,16,18.9,0.5,-7,19.4,8
1021,548,588,577,388,49,-40,626,583,46431,-3,11.9,12.7,12.5,1.1,-0.9,13.6,1
1023,108,200,-88,66,2,-92,-86,-179,12252,-1,8.8,16.2,-7.1,0.2,-7.5,-7,9
1025,293,366,-165,372,0,-73,-165,-237,22337,1,13,16.3,-7.3,0,-3.3,-7.3,9
1027,159,230,2,258,-3,-71,-1,-72,14111,0,11.2,16.3,0.1,-0.2,-5,-0.1,9
1029,177,229,322,174,-1,-52,321,267,15639,-2,11.4,14.8,20.8,-0.1,-3.4,20.7,8
1031,676,630,695,761,68,46,763,803,55643,-6,12.2,11.4,12.6,1.2,0.8,13.8,4
1033,636,801,489,407,47,-165,536,368,58361,-3,10.9,13.8,8.4,0.8,-2.8,9.2,3
1035,134,205,20,128,0,-71,20,-50,11174,1,12,18.3,1.8,0,-6.3,1.8,9
1037,89,174,49,310,-1,-85,48,-39,10268,-2,8.7,16.9,4.8,-0.1,-8.3,4.7,8
1039,418,653,589,778,-1,-235,588,349,37952,-4,11.1,17.3,15.6,0,-6.2,15.6,6
1041,157,225,95,153,27,-68,122,53,13101,-1,12,17.2,7.3,2.1,-5.2,9.3,8
1043,1015,1146,1471,1257,16,-131,1487,1353,92016,-3,11.1,12.5,16.1,0.2,-1.4,16.3,4
1045,692,623,257,757,49,69,306,376,49871,1,13.9,12.5,5.2,1,1.4,6.2,4
1047,428,572,-458,476,37,-144,-421,-564,36165,1,11.7,15.7,-12.6,1,-4,-11.6,4
1049,835,945,495,848,100,-110,595,487,72569,2,11.5,13.1,6.8,1.4,-1.5,8.2,6
1051,935,942,822,5429,29,-7,851,841,90441,-3,10.4,10.5,9.1,0.3,-0.1,9.5,2
1053,428,582,74,2067,2,-154,76,-78,36558,0,11.7,15.9,2,0.1,-4.2,2.1,6
1055,1170,1630,733,1592,69,-460,802,338,103241,-4,11.4,15.8,7.1,0.7,-4.5,7.8,3
1057,180,276,-18,303,0,-96,-18,-115,15967,-1,11.2,17.2,-1.1,0,-6,-1.1,8
1059,430,449,-144,424,54,-19,-90,-108,31802,1,13.5,14.1,-4.5,1.7,-0.6,-2.8,6
1061,294,451,369,266,17,-157,386,228,26988,-1,10.9,16.8,13.7,0.6,-5.8,14.4,3
1063,84,126,-68,60,0,-42,-68,-111,7341,-1,11.4,17,-9.2,0,-5.7,-9.2,2
1065,213,251,327,181,1,-38,328,289,14888,-1,14.4,17,22.2,0.1,-2.6,22.2,2
1067,173,261,319,140,0,-88,319,229,17899,-2,9.7,14.7,17.9,0,-4.9,17.9,3
1069,1306,1349,374,822,83,-43,457,415,108462,1,12.1,12.5,3.5,0.8,-0.4,4.2,3
1071,549,841,809,603,29,-292,838,544,53467,-2,10.3,15.8,15.2,0.5,-5.5,15.8,6
1073,7967,7573,-3417,20631,818,394,-2599,-2189,662895,16,12,11.4,-5.1,1.2,0.6,-3.9,1
1075,155,238,38,152,-1,-83,37,-45,13661,1,11.3,17.4,2.8,-0.1,-6.1,2.7,8
1077,948,1183,1103,4676,58,-235,1161,939,96814,13,9.8,12.3,11.4,0.6,-2.4,12.1,3
1079,386,492,420,219,-1,-106,419,315,33502,2,11.6,14.8,12.6,0,-3.2,12.6,3
1081,1899,1313,1357,5213,575,586,1932,2517,183215,-1,10.4,7.2,7.5,3.2,3.2,10.6,3
1083,1204,1040,3523,3054,104,164,3627,3786,114654,-5,10.7,9.2,31.2,0.9,1.5,32.2,2
1085,120,169,-17,183,1,-49,-16,-66,9717,-1,12.3,17.3,-1.7,0.1,-5,-1.6,2
1087,162,241,-107,2053,24,-79,-83,-162,18370,0,8.8,13.1,-5.8,1.3,-4.3,-4.5,3
1089,4470,3616,7340,11879,789,854,8129,8995,412600,12,11,8.9,18,1.9,2.1,19.9,2
1091,220,301,-41,239,14,-81,-27,-107,18684,1,11.7,16.1,-2.2,0.7,-4.3,-1.4,6
1093,309,441,192,734,1,-132,193,62,29244,1,10.6,15.1,6.6,0,-4.5,6.6,9
1095,1535,1256,866,1020,181,279,1047,1328,100756,2,15.3,12.5,8.7,1.8,2.8,10.5,4
1097,5075,4765,-405,7773,325,310,-80,242,411640,12,12.3,11.6,-1,0.8,0.8,-0.2,2
1099,231,319,-98,193,1,-88,-97,-183,19229,2,12,16.5,-5.1,0.1,-4.6,-5,8
11000,7627,5020,-1509,37601,6969,2607,5460,8023,678972,-44,11.3,7.4,-2.2,10.3,3.9,8.1,
11001,7627,5020,-1509,37601,6969,2607,5460,8023,678972,-44,11.3,7.4,-2.2,10.3,3.9,8.1,1
1101,3003,2360,-2418,8732,439,643,-1979,-1321,224980,15,13.3,10.5,-10.7,1.9,2.8,-8.8,2
1103,1461,1506,840,2229,106,-45,946,902,125133,1,11.7,12.1,6.7,0.9,-0.4,7.6,3
1105,89,141,-114,314,1,-52,-113,-166,7738,-1,11.4,18,-14.6,0.1,-6.6,-14.4,8
1107,186,283,22,1983,14,-97,36,-61,18688,0,9.9,15.1,1.2,0.7,-5.2,1.9,2
1109,360,396,100,2079,66,-36,166,129,33137,-1,10.9,12,3,2,-1.1,5,6
1111,249,336,404,590,10,-87,414,326,22786,-1,11,14.9,17.9,0.4,-3.8,18.3,8
1113,688,710,149,530,24,-22,173,150,58744,-1,11.7,12.1,2.5,0.4,-0.4,2.9,2
1115,1032,1156,1777,2109,18,-124,1795,1671,95552,0,10.9,12.2,18.8,0.2,-1.3,19,1
1117,2390,1727,2078,3330,248,663,2326,2967,233000,-22,10.3,7.5,9,1.1,2.9,10,1
1119,114,161,-136,922,21,-47,-115,-162,11727,0,9.7,13.6,-11.5,1.8,-4,-9.7,8
1121,871,1147,633,2516,25,-276,658,384,81132,2,10.8,14.2,7.8,0.3,-3.4,8.1,4
1123,392,637,-11,680,19,-245,8,-236,40677,1,9.6,15.6,-0.3,0.5,-6,0.2,6
1125,2510,2004,-128,21021,298,506,170,683,237373,7,10.6,8.5,-0.5,1.3,2.1,0.7,2
1127,808,1096,539,1081,39,-288,578,290,64728,0,12.5,17,8.3,0.6,-4.5,8.9,1
1129,187,229,-29,125,-1,-42,-30,-72,15022,0,12.4,15.2,-1.9,-0.1,-2.8,-2,8
1131,116,166,-147,228,2,-50,-145,-195,9944,0,11.6,16.5,-14.6,0.2,-5,-14.4,9
1133,249,388,-8,343,18,-139,10,-130,23611,-1,10.5,16.4,-0.3,0.8,-5.9,0.4,8
12000,223578,231181,194438,480002,178432,-7603,372870,365205,22610726,-62,10,10.3,8.7,8,-0.3,16.6,
12001,2679,2249,-95,19394,1606,430,1511,1953,285994,12,9.4,7.9,-0.3,5.6,1.5,5.3,2
12003,354,345,553,1538,20,9,573,582,28368,0,12.6,12.3,19.7,0.7,0.3,20.4,1
12005,2127,2188,4911,3180,707,-61,5618,5559,190769,2,11.3,11.6,26.1,3.8,-0.3,29.9,3
12007,306,367,632,2618,-7,-61,625,562,27858,-2,11.1,13.3,22.9,-0.3,-2.2,22.7,6
12009,5217,8261,14886,8543,1440,-3044,16326,13272,643979,-10,8.2,13,23.4,2.3,-4.8,25.6,2
12011,21028,16483,-14303,15749,25427,4545,11124,15642,1962531,-27,10.8,8.4,-7.3,13,2.3,5.7,1
12013,138,225,83,1564,9,-87,92,5,13470,0,10.2,16.7,6.2,0.7,-6.5,6.8,8
12015,1095,3103,5057,3763,492,-2008,5549,3552,206134,11,5.4,15.2,24.7,2.4,-9.8,27.2,3
12017,1045,3149,6183,2843,113,-2104,6296,4188,166696,-4,6.3,19.1,37.6,0.7,-12.8,38.2,3
12019,2303,2355,5550,2456,333,-52,5883,5805,232439,-26,10,10.3,24.2,1.5,-0.2,25.6,1
12021,3388,4166,4197,4934,3382,-778,7579,6794,404310,-7,8.5,10.4,10.5,8.4,-1.9,18.9,2
12023,751,1045,1324,4099,163,-294,1487,1193,73063,0,10.4,14.4,18.3,2.2,-4.1,20.5,4
12027,409,435,548,3129,132,-26,680,659,35979,5,11.5,12.2,15.4,3.7,-0.7,19.1,6
12029,156,285,470,1647,2,-129,472,345,17465,2,9,16.5,27.2,0.1,-7.5,27.3,8
12031,12873,9766,5112,24378,5507,3107,10619,13811,1030822,85,12.6,9.5,5,5.4,3,10.4,1
12033,3761,4012,2464,18440,823,-251,3287,3068,326928,32,11.6,12.3,7.6,2.5,-0.8,10.1,2
12035,874,1695,5286,781,219,-821,5505,4681,131439,-3,6.8,13.1,40.9,1.7,-6.4,42.6,2
12037,88,188,194,1159,8,-100,202,102,12594,0,7,15,15.5,0.6,-8,16.1,8
12039,486,605,493,2036,67,-119,560,440,43833,-1,11.1,13.9,11.3,1.5,-2.7,12.8,2
12041,209,260,575,998,63,-51,638,585,19587,-2,10.8,13.5,29.8,3.3,-2.6,33.1,2
12043,72,162,371,1939,40,-90,411,323,12786,2,5.7,12.8,29.4,3.2,-7.1,32.6,8
12045,113,242,502,1799,19,-129,521,394,15693,2,7.3,15.6,32.4,1.2,-8.3,33.6,8
12047,167,207,315,1540,2,-40,317,277,13471,0,12.5,15.5,23.6,0.2,-3,23.8,8
12049,361,328,23,1922,53,33,76,109,25760,0,14,12.8,0.9,2.1,1.3,3,6
12051,562,412,1392,2257,404,150,1796,1942,43333,-4,13.3,9.7,32.9,9.5,3.5,42.4,4
12053,1649,3199,7086,2099,345,-1550,7431,5872,212807,-9,7.9,15.2,33.8,1.6,-7.4,35.4,1
12055,870,1907,2700,1413,307,-1037,3007,1965,107614,-5,8.2,17.9,25.3,2.9,-9.7,28.2,3
12057,17429,12440,3301,33899,13707,4989,17008,22091,1535564,94,11.4,8.2,2.2,9,3.3,11.2,1
12059,229,320,381,1658,0,-91,381,291,19944,1,11.6,16.2,19.2,0,-4.6,19.2,8
12061,1273,2501,3296,1441,465,-1228,3761,2528,169795,-5,7.6,14.8,19.6,2.8,-7.3,22.3,3
12063,521,715,511,6736,50,-194,561,367,48622,0,10.8,14.8,10.5,1,-4,11.6,6
12065,136,209,423,1205,31,-73,454,381,15450,0,8.9,13.7,27.7,2,-4.8,29.8,2
12067,71,112,338,934,5,-41,343,301,8078,-1,9,14.1,42.6,0.6,-5.2,43.3,9
12069,3689,5126,14670,4373,1150,-1437,15820,14372,424462,-11,8.8,12.3,35.2,2.8,-3.4,37.9,1
12071,7477,8597,8374,14019,4906,-1120,13280,12182,834573,22,9,10.4,10.1,5.9,-1.4,16,2
12073,2791,2309,-1941,17867,1075,482,-866,-369,296913,15,9.4,7.8,-6.5,3.6,1.6,-2.9,2
12075,395,670,1491,279,75,-275,1566,1292,46545,1,8.6,14.6,32.5,1.6,-6,34.1,2
12077,74,78,96,1537,0,-4,96,93,7706,1,9.7,10.2,12.5,0,-0.5,12.5,8
12079,173,302,360,1555,57,-129,417,289,18519,1,9.4,16.4,19.6,3.1,-7,22.7,8
12081,3761,4744,11300,6250,1597,-983,12897,11926,441095,12,8.6,10.9,26,3.7,-2.3,29.6,2
12083,3638,6118,15167,9084,848,-2480,16015,13522,409959,-13,9,15.2,37.6,2.1,-6.2,39.7,2
12085,1294,2241,1838,4789,441,-947,2279,1328,163315,-4,8,13.8,11.3,2.7,-5.8,14,2
12086,29339,22335,-47597,42193,54457,7004,6860,13811,2686867,-53,10.9,8.3,-17.8,20.3,2.6,2.6,1
12087,734,799,-1413,984,482,-65,-931,-1004,80614,-8,9,9.9,-17.4,5.9,-0.8,-11.5,4
12089,851,1126,3940,733,15,-275,3955,3675,101501,-5,8.5,11.3,39.5,0.2,-2.8,39.7,1
12091,2686,2136,473,4341,962,550,1435,2000,218464,15,12.4,9.8,2.2,4.4,2.5,6.6,2
12093,552,586,1029,2160,59,-34,1088,1054,41427,0,13.5,14.3,25.2,1.4,-0.8,26.6,4
12095,16620,9597,-6560,39527,19160,7023,12600,19655,1471416,32,11.4,6.6,-4.5,13.1,4.8,8.6,1
12097,4916,3104,7418,2871,5994,1812,13412,15241,437784,17,11.4,7.2,17.2,13.9,4.2,31.2,1
12099,15166,15837,-162,30346,14841,-671,14679,13934,1533801,-74,9.9,10.4,-0.1,9.7,-0.4,9.6,1
12101,5625,7184,23750,8227,1691,-1559,25441,23855,632996,-27,9.1,11.6,38.2,2.7,-2.5,41,1
12103,7488,12433,1693,21292,3087,-4945,4780,-196,961596,-31,7.8,12.9,1.8,3.2,-5.1,5,1
12105,8932,8352,26029,16855,3335,580,29364,29948,818330,4,11.1,10.4,32.4,4.2,0.7,36.6,2
12107,821,1233,1542,1270,82,-412,1624,1219,75955,7,10.9,16.4,20.5,1.1,-5.5,21.6,4
12109,2469,2486,12309,3979,804,-17,13113,13038,320110,-58,7.9,7.9,39.3,2.6,-0.1,41.8,1
12111,3605,4021,14011,2917,1125,-416,15136,14700,373586,-20,9.8,11,38.3,3.1,-1.1,41.3,2
12113,2075,1929,4703,5434,128,146,4831,4963,203162,-14,10.3,9.6,23.4,0.6,0.7,24.1,2
12115,3003,6402,8526,8576,1354,-3399,9880,6461,469013,-20,6.4,13.7,18.3,2.9,-7.3,21.2,2
12117,4677,3987,1923,4938,3039,690,4962,5648,484271,-4,9.7,8.3,4,6.3,1.4,10.3,1
12119,541,2530,8684,8389,104,-1989,8788,6798,151565,-1,3.7,17.1,58.6,0.7,-13.4,59.3,3
12121,442,709,977,2618,15,-267,992,725,46130,0,9.7,15.5,21.3,0.3,-5.8,21.7,6
12123,223,329,294,1635,80,-106,374,269,21582,1,10.4,15.3,13.7,3.7,-4.9,17.4,6
12125,152,248,114,3857,0,-96,114,18,15532,0,9.8,16,7.3,0,-6.2,7.3,8
12127,5051,8054,12284,17947,1398,-3003,13682,10692,590357,13,8.6,13.8,21,2.4,-5.1,23.4,2
12129,342,410,1349,2852,1,-68,1350,1280,36449,-2,9.6,11.4,37.7,0,-1.9,37.7,2
12131,958,863,2761,2143,94,95,2855,2950,86354,0,11.3,10.2,32.5,1.1,1.1,33.6,2
12133,278,370,247,2074,42,-92,289,197,25602,0,10.9,14.5,9.7,1.6,-3.6,11.3,3
13000,125664,97847,58206,254664,30119,27817,88325,116077,11029227,-65,11.5,8.9,5.3,2.7,2.5,8.1,
13001,207,238,16,368,34,-31,50,20,18457,1,11.2,12.9,0.9,1.8,-1.7,2.7,7
13003,131,125,41,20,85,6,126,133,8293,1,15.9,15.2,5,10.3,0.7,15.3,9
13005,133,166,-18,391,2,-33,-16,-49,11124,0,11.9,14.9,-1.6,0.2,-3,-1.4,9
13007,27,43,-38,0,5,-16,-33,-49,2743,0,9.8,15.5,-13.7,1.8,-5.8,-11.9,8
13009,386,525,-110,4892,13,-139,-97,-237,43396,-1,8.9,12.1,-2.5,0.3,-3.2,-2.2,4
13011,245,241,444,15,0,4,444,447,19789,-1,12.5,12.3,22.7,0,0.2,22.7,8
13013,1151,800,3087,425,109,351,3196,3547,92792,0,12.6,8.8,33.9,1.2,3.9,35.1,1
13015,1326,1139,1953,1019,79,187,2032,2226,115041,7,11.6,10,17.1,0.7,1.6,17.8,1
13017,211,273,128,332,4,-62,132,71,17128,1,12.3,16,7.5,0.2,-3.6,7.7,7
13019,229,259,387,136,1,-30,388,355,18570,-3,12.5,14.1,21,0.1,-1.6,21.1,8
13021,2060,1916,133,5195,106,144,239,386,156512,3,13.2,12.3,0.9,0.7,0.9,1.5,3
13023,128,171,232,867,-2,-43,230,186,12465,-1,10.3,13.8,18.8,-0.2,-3.5,18.6,6
13025,208,246,206,64,23,-38,229,191,18401,0,11.4,13.4,11.3,1.3,-2.1,12.5,3
13027,161,220,-15,415,36,-59,21,-39,16245,-1,9.9,13.5,-0.9,2.2,-3.6,1.3,3
13029,628,340,1172,234,62,288,1234,1521,49739,-1,12.8,6.9,23.9,1.3,5.9,25.2,2
13031,855,674,1047,5986,60,181,1107,1289,84327,1,10.2,8.1,12.5,0.7,2.2,13.2,4
13033,270,276,6,206,3,-6,9,4,24438,1,11,11.3,0.2,0.1,-0.2,0.4,2
13035,293,343,170,2930,22,-50,192,142,26887,0,10.9,12.8,6.3,0.8,-1.9,7.2,1
13037,45,65,0,1683,3,-20,3,-17,5457,0,8.2,11.9,0,0.5,-3.7,0.5,8
13039,767,491,832,2243,35,276,867,1147,58118,4,13.3,8.5,14.5,0.6,4.8,15.1,4
13043,145,195,148,280,-2,-50,146,97,11059,1,13.2,17.7,13.4,-0.2,-4.5,13.3,9
13045,1567,1270,2131,3061,143,297,2274,2568,127098,-3,12.5,10.1,16.9,1.1,2.4,18.1,1
13047,573,816,327,485,-13,-243,314,74,68910,3,8.3,11.8,4.7,-0.2,-3.5,4.6,2
13049,122,154,174,2507,1,-32,175,146,12934,3,9.5,12,13.5,0.1,-2.5,13.6,8
13051,3676,2829,972,13396,811,847,1783,2630,303655,0,12.2,9.4,3.2,2.7,2.8,5.9,2
13053,174,38,-262,2112,46,136,-216,-85,8661,-5,20,4.4,-30.1,5.3,15.6,-24.8,2
13055,247,375,353,1241,33,-128,386,260,25222,2,9.8,14.9,14.1,1.3,-5.1,15.4,6
13057,2944,1984,3993,2219,450,960,4443,5408,286602,5,10.4,7,14.1,1.6,3.4,15.6,1
13059,1331,888,-672,11360,443,443,-229,207,129933,-7,10.3,6.8,-5.2,3.4,3.4,-1.8,3
13061,28,45,10,54,6,-17,16,0,2853,1,9.8,15.8,3.5,2.1,-6,5.6,9
13063,3596,2194,-2364,5101,859,1402,-1505,-99,298300,4,12.1,7.4,-7.9,2.9,4.7,-5,1
13065,94,85,55,163,4,9,59,67,6746,-1,14,12.7,8.2,0.6,1.3,8.8,8
13067,8847,4858,-3010,10307,3861,3989,851,4903,776743,63,11.4,6.3,-3.9,5,5.2,1.1,1
13069,566,498,-88,2897,86,68,-2,70,43317,4,13.1,11.5,-2,2,1.6,0,7
13071,622,577,84,907,208,45,292,337,46167,0,13.5,12.5,1.8,4.5,1,6.3,6
13073,1835,1211,1840,1257,246,624,2086,2691,165162,-19,11.2,7.4,11.2,1.5,3.8,12.7,2
13075,222,238,264,272,57,-16,321,305,17714,0,12.6,13.6,15,3.2,-0.9,18.3,6
13077,1688,1321,2452,951,203,367,2655,3013,155892,-9,10.9,8.6,15.9,1.3,2.4,17.2,1
13079,100,202,211,125,0,-102,211,108,12277,-1,8.2,16.5,17.3,0,-8.3,17.3,3
13081,242,282,-53,413,-3,-40,-56,-98,19631,-2,12.3,14.3,-2.7,-0.2,-2,-2.8,6
13083,126,230,176,567,6,-104,182,75,16165,-3,7.8,14.3,10.9,0.4,-6.4,11.3,2
13085,333,298,1489,119,21,35,1510,1543,31732,-2,10.8,9.6,48.1,0.7,1.1,48.8,1
13087,351,377,84,911,10,-26,94,68,29087,0,12.1,13,2.9,0.3,-0.9,3.2,6
13089,10127,5199,-8049,12451,4427,4928,-3622,1213,762992,-93,13.3,6.8,-10.6,5.8,6.5,-4.8,1
13091,182,291,-7,1803,20,-109,13,-97,19776,-1,9.2,14.7,-0.4,1,-5.5,0.7,7
13093,98,158,411,1772,39,-60,450,396,10981,6,9.1,14.7,38.1,3.6,-5.6,41.7,8
13095,1101,1066,-359,2432,70,35,-289,-250,82645,4,13.3,12.9,-4.3,0.8,0.4,-3.5,3
13097,1698,1142,932,781,233,556,1165,1707,149160,-14,11.4,7.7,6.3,1.6,3.7,7.9,1
13099,117,175,60,183,0,-58,60,3,10563,1,11.1,16.6,5.7,0,-5.5,5.7,8
13101,49,35,7,0,3,14,10,23,3709,-1,13.3,9.5,1.9,0.8,3.8,2.7,3
13103,847,597,2250,366,10,250,2260,2507,71541,-3,12.1,8.5,32,0.1,3.6,32.2,2
13105,223,306,220,218,3,-83,223,140,20013,0,11.2,15.3,11,0.2,-4.2,11.2,6
13107,288,338,200,1495,21,-50,221,173,23119,2,12.5,14.7,8.7,0.9,-2.2,9.6,7
13109,122,133,104,618,3,-11,107,95,10754,-1,11.4,12.4,9.7,0.3,-1,10,8
13111,186,434,476,82,-3,-248,473,222,25955,-3,7.2,16.8,18.4,-0.1,-9.6,18.3,8
13113,916,1061,1236,703,307,-145,1543,1370,123351,-28,7.5,8.6,10.1,2.5,-1.2,12.6,1
13115,1119,1267,608,4200,216,-148,824,676,100113,0,11.2,12.7,6.1,2.2,-1.5,8.3,3
13117,2411,1559,3704,1298,1061,852,4765,5575,272887,-42,8.9,5.8,13.7,3.9,3.2,17.6,1
13119,279,341,668,798,36,-62,704,636,24782,-6,11.4,13.9,27.3,1.5,-2.5,28.8,8
13121,11842,7153,-4327,33461,4986,4689,659,5407,1079105,59,11,6.6,-4,4.6,4.4,0.6,1
13123,297,424,563,249,20,-127,583,457,32860,1,9.1,13,17.3,0.6,-3.9,17.9,6
13125,32,50,45,56,0,-18,45,26,2954,-1,10.9,17,15.3,0,-6.1,15.3,9
13127,900,1032,1045,2267,114,-132,1159,1027,86172,0,10.5,12,12.2,1.3,-1.5,13.5,3
13129,660,688,867,490,64,-28,931,902,59757,-1,11.1,11.6,14.6,1.1,-0.5,15.7,4
13131,298,328,64,158,37,-30,101,72,26066,1,11.4,12.6,2.5,1.4,-1.2,3.9,6
13133,141,254,691,94,30,-113,721,611,20722,3,6.9,12.4,33.8,1.5,-5.5,35.3,8
13135,11245,5081,-5069,5934,6165,6164,1096,7353,983526,93,11.5,5.2,-5.2,6.3,6.3,1.1,1
13137,526,552,1212,2739,107,-26,1319,1292,48757,-1,10.9,11.5,25.2,2.2,-0.5,27.4,6
13139,2694,1758,3027,2396,671,936,3698,4646,217267,12,12.5,8.2,14.1,3.1,4.4,17.2,3
13141,51,148,353,1315,2,-97,355,259,8676,1,6,17.3,41.3,0.2,-11.3,41.5,9
13143,345,418,759,179,-1,-73,758,683,32038,-2,10.9,13.2,23.9,0,-2.3,23.9,1
13145,305,334,410,453,19,-29,429,397,36654,-3,8.4,9.2,11.2,0.5,-0.8,11.8,2
13147,266,392,790,688,7,-126,797,670,27556,-1,9.8,14.4,29,0.3,-4.6,29.3,6
13149,114,167,371,105,0,-53,371,318,12034,0,9.6,14.1,31.2,0,-4.5,31.2,1
13151,2777,1922,5076,1334,252,855,5328,6141,254613,-42,11,7.6,20.2,1,3.4,21.2,1
13153,2033,1454,1496,1887,131,579,1627,2199,171974,-7,11.9,8.5,8.8,0.8,3.4,9.5,3
13155,99,150,57,264,2,-51,59,6,9120,-2,10.9,16.5,6.3,0.2,-5.6,6.5,9
13157,1040,756,4209,603,126,284,4335,4606,88615,-13,12,8.8,48.8,1.5,3.3,50.2,4
13159,180,197,484,73,13,-17,497,476,16455,-4,11.1,12.1,29.8,0.8,-1,30.6,1
13161,163,212,61,105,3,-49,64,15,14906,0,10.9,14.2,4.1,0.2,-3.3,4.3,9
13163,166,266,-18,527,8,-100,-10,-111,15183,-1,10.9,17.5,-1.2,0.5,-6.6,-0.7,8
13165,94,129,-1,1130,7,-35,6,-28,8627,1,10.9,14.9,-0.1,0.8,-4.1,0.7,9
13167,97,138,107,1853,4,-41,111,71,9282,1,10.5,14.9,11.6,0.4,-4.4,12,9
13169,253,354,562,303,0,-101,562,457,28969,-4,8.8,12.3,19.6,0,-3.5,19.6,3
13171,222,254,952,740,6,-32,958,928,20401,2,11.1,12.7,47.8,0.3,-1.6,48.1,6
13173,129,114,187,356,74,15,261,275,10452,-1,12.5,11.1,18.1,7.2,1.5,25.3,3
13175,609,675,229,875,69,-66,298,231,49941,-1,12.2,13.5,4.6,1.4,-1.3,6,4
13177,315,299,154,988,26,16,180,194,33872,-2,9.3,8.9,4.6,0.8,0.5,5.3,3
13179,1382,518,251,4433,175,864,426,1291,69210,1,20.2,7.6,3.7,2.6,12.6,6.2,3
13181,87,113,43,26,3,-26,46,20,7879,0,11.1,14.4,5.5,0.4,-3.3,5.8,2
13183,278,145,1055,300,12,133,1067,1199,19594,-1,14.6,7.6,55.5,0.6,7,56.2,3
13185,1618,1088,579,4791,97,530,676,1213,120712,7,13.5,9.1,4.8,0.8,4.4,5.6,3
13187,324,373,526,3924,74,-49,600,552,35258,1,9.3,10.7,15,2.1,-1.4,17.2,1
13189,265,298,147,198,-6,-33,141,109,21799,1,12.2,13.7,6.8,-0.3,-1.5,6.5,2
13191,96,193,415,55,1,-97,416,318,11501,-1,8.5,17,36.6,0.1,-8.6,36.7,3
13193,124,175,83,2009,9,-51,92,40,11817,-1,10.5,14.8,7,0.8,-4.3,7.8,8
13195,403,382,721,144,-1,21,720,741,32191,0,12.7,12,22.7,0,0.7,22.6,3
13197,71,122,40,76,15,-51,55,4,7440,0,9.5,16.4,5.4,2,-6.9,7.4,2
13199,241,327,126,70,0,-86,126,41,20931,1,11.5,15.6,6,0,-4.1,6,1
13201,56,114,35,156,-1,-58,34,-27,5747,-3,9.7,19.8,6.1,-0.2,-10.1,5.9,9
13205,234,282,-24,1319,-3,-48,-27,-78,21114,-3,11.1,13.3,-1.1,-0.1,-2.3,-1.3,6
13207,268,359,1247,1377,5,-91,1252,1156,30625,-5,8.9,11.9,41.5,0.2,-3,41.7,3
13209,107,134,128,714,17,-27,145,118,8761,0,12.3,15.4,14.7,2,-3.1,16.7,9
13211,210,257,483,198,3,-47,486,436,21460,-3,9.9,12.1,22.7,0.1,-2.2,22.9,1
13213,454,490,660,239,1,-36,661,625,41035,0,11.1,12,16.2,0,-0.9,16.2,3
13215,2700,2140,-1488,6235,368,560,-1120,-555,201877,5,13.4,10.6,-7.4,1.8,2.8,-5.5,2
13217,1306,1055,1859,1526,280,251,2139,2383,120135,-7,11,8.9,15.6,2.4,2.1,18,1
13219,356,333,491,148,54,23,545,558,44182,-10,8.1,7.6,11.2,1.2,0.5,12.4,3
13221,162,187,245,72,4,-25,249,223,15754,-1,10.4,12,15.7,0.3,-1.6,15.9,3
