fips_code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23"
1121,4,3,4,2,4704,5951,6862,9740,1675,3154,8258,12765,14713,18270,20942,20730,21302,20624,18098,16102,12349,8967,5.1,7.8,5.7,9.9,18.6,24,28.0695783,31.88067848,31.9,34.4,37.51567482,35.80681936,39.3,30.3,22.1221024,15.48865167,10.2,11.2,12.29264448,16.82385049,24.9,31.5,64.3,50.9,1898,4004,8576,12737,15669,18457
1123,6,6,6,5,2902,4012,4493,5572,833,1904,4419,6899,7187,9348,10220,9741,12564,11867,10611,8489,6453,4818,4.4,8.3,5.1,10,17.7,23,27.05403915,32.34869106,28.6,32.9,35.22194651,32.73515475,42.2,29.9,22.23945409,16.1911483,11.5,14.1,15.48456024,18.72500588,23.5,30,66.9,51.7,963,2289,4461,6524,7850,9626
1125,3,2,2,4,17782,23804,30409,44957,6571,12237,15125,22955,24689,28115,36344,41336,33142,29433,27062,20981,16286,13080,10.9,16.6,8.6,12.3,21.8,26.4,27.45658175,30.64274098,27.8,28.4,31.75035818,28.85040865,30.4,21.2,14.22755705,9.129169371,20,24,26.56550302,31.377681,25.2,31.2,55.2,39.9,5192,9058,19429,26139,31429,43904
1127,1,1,1,1,3154,4376,4762,7183,1259,2564,6568,12652,14080,16647,16534,15406,21847,21870,19350,15713,11110,7685,4,6.4,5.3,7.8,16.9,23.3,30.18806954,32.55508276,32,34.7,35.61903531,34.32174126,44,32.8,23.93416489,17.12076993,7.2,9.1,10.25873026,16.00240604,21,31.5,69.7,54.4,1651,3136,7436,11183,14013,14613
1129,8,7,8,6,671,969,1104,1740,278,489,1758,3036,3693,4904,5581,4393,5409,4803,4166,3112,2323,1215,3.6,5.5,3,7.2,14.4,20.1,22.0828648,31.57012479,37.1,43.6,48.27437073,40.91078413,41.8,27.7,20.09341752,11.31495623,6.7,8.6,9.549346942,16.20413485,22.9,33.8,70.5,53.5,229,643,1430,2255,2553,3390
1131,9,10,9,9,798,809,840,855,473,717,1470,1852,2048,2414,2919,2708,5260,4423,3771,3228,2181,1534,6.3,9.5,4.6,7.7,14.2,19.2,21.77005136,26.46082816,26.5,30.3,38.44330304,39.07084115,48.9,40.5,28.72382458,22.13244842,10.3,10.1,11.06282102,12.33588227,19.5,24.5,69.6,58.4,351,582,1098,1528,1653,1834
1133,6,4,8,3,776,1411,2005,2281,303,675,2136,3837,4195,5855,5180,6837,6440,7390,7402,6387,5174,3622,3.3,5.2,4.7,8,14.3,20.1,28.12863457,25.31363583,29,34.3,30.12328448,40.08090046,51.2,37.4,30.08839265,21.23343886,5.4,8.3,11.6596883,13.37202486,22.9,29.6,69.1,57.1,438,1041,2073,3425,4837,4318
12000,,,,,1624405,2462328,3435171,5263931,407264,930134,1219216,2189572,2679285,3165748,3915878,4346402,1882537,2082948,2271074,2219948,1860966,1643437,10.3,14.9,11.6,16.8,26,28.8,29.82724825,28.99963591,30.1,28.7,29.82929737,27.42157735,25.6,20.1,14.17595446,10.3684921,18.3,22.3,26.16749992,33.21029464,30.7,35,47.4,33.3,458864,1047471,2312404,3176621,3915609,4596529
12001,2,2,2,4,35534,47803,60012,81947,10816,22278,11494,19965,22267,25033,30620,34077,18825,18559,17727,14758,13479,9925,23.1,29.4,12.2,19.8,26.4,29.1,28.50550401,26.73337018,21.7,20.3,21.02718701,19.82315814,17.3,11.9,9.256219913,5.77353771,34.6,38.7,41.21108906,47.66993398,24.5,26.3,40.2,24.5,5726,15015,27119,35930,41510,45956
12003,1,1,1,1,624,1143,1453,2911,173,465,1271,2903,4101,5780,8315,8118,3119,4057,3930,3922,3755,2811,3.6,5.7,4.8,9.7,21,22.3,22.12944835,27.08882099,37.4,41.4,47.88091673,42.76683174,35.9,28.1,21.62271104,14.8087662,5.7,8.2,8.366923874,15.33558108,26.5,35.3,65.1,49.3,228,797,2302,3108,3843,5142
12005,3,2,3,4,12942,17636,24584,36394,3575,7408,12186,20027,25228,30550,36018,36152,18967,19152,20881,18916,14554,11984,9.2,13.2,10.2,16.9,28.4,32.7,34.95690103,34.87021042,30.6,30.6,31.17146121,27.8548699,25.3,19,12.59563125,9.233590421,15.7,17.7,21.27600651,28.04132925,31.5,35.7,49,34.2,3945,9466,23397,32669,40392,45257
12007,6,4,6,3,1217,1502,1737,3035,349,916,2015,4065,5551,7179,7541,7627,4977,5591,5288,4620,5099,3504,4.5,7.6,6.3,12.3,20.1,25.6,29.15640091,30.01333926,36.8,40.1,37.15876614,37.68094462,35,25.8,25.1256529,17.31139766,8.1,8.4,8.559180053,14.99431846,25.7,33.7,63.5,46.4,496,1476,3032,4582,5917,6075
12009,2,2,2,4,56574,80020,103014,155722,17977,29142,45838,64930,84039,98108,117633,121113,34845,41844,48987,46416,38044,31868,15.1,17.1,17.1,20.2,31.6,33.9,34.26564009,33.51059362,30.3,28.9,29.89098948,26.08569232,17.7,13.7,9.667124053,6.863828348,20.4,23.6,26.17624638,33.53988572,38.5,38.1,29.3,24.6,20287,34376,87746,115194,134849,155586
12011,1,1,1,1,168799,276527,364894,498695,38387,106390,130997,263549,284651,319416,340917,372019,175532,207702,208133,203234,151226,135425,9.7,15.1,12.4,17.8,26.4,29.1,29.78807071,27.77412072,31.7,28.4,27.92929628,26.7054546,23.2,18,12.38904413,9.721509355,18.8,24.5,29.89358887,35.79891533,33.3,37.5,44.6,29.6,49001,125179,237246,327325,363606,386906
12013,6,6,8,6,576,683,881,1303,249,381,902,1661,2123,3427,4189,4253,2864,2908,3086,2742,2724,1810,6,6.9,2.8,9.9,17.4,22.9,24.43280977,25.94007641,30.3,38.6,40.61469847,42.76090891,44.1,30.9,26.4107039,18.19827066,8.2,7.7,8.541787861,13.10074402,21.8,30.2,69.3,53,116,541,1220,2032,2520,2580
12015,3,2,3,4,11756,19875,27136,41100,1860,5820,6986,17484,33182,40343,44098,53509,9946,15157,21275,20185,14917,12591,8.8,12.8,11.3,15.6,24.3,28.9,33.01480422,33.98364371,38,35.7,34.28762479,32.95213814,24.3,17.9,11.59845116,7.753842743,13.4,17.6,21.09911983,25.31037541,33,38.4,47,33.3,2387,7113,21214,32668,42461,55184
12017,3,2,3,4,7480,12177,18060,25862,800,2871,3606,14863,26412,35203,42782,48134,7646,18155,22646,20078,16123,11553,6,7.1,9.3,11.6,21.5,27.1,30.30110935,32.51743287,36.7,38,38.74303826,37.96895213,31.4,21.7,14.60086031,9.113211119,10.4,13.2,16.35499208,20.40040387,27.1,36.6,57.5,44.7,1237,4694,15516,25136,33460,41223
12019,1,1,1,1,11716,18159,29329,44484,1590,6315,5461,14533,20982,28640,37328,42864,7546,9901,12326,12297,12558,10344,9.8,16.8,10,18.3,31.1,34.6,36.53915482,36.98347374,32.1,31.7,29.90426597,27.64955556,18.8,13.6,10.06048468,6.672429141,17.9,20.1,23.49609453,28.69454156,33.7,38.6,46.5,26.3,1629,6876,20366,31286,45610,57334
12021,2,2,2,4,24637,51757,74914,118525,3601,10618,7040,20446,33254,48643,64566,76067,9668,16584,23129,33822,35596,30030,15.5,18.5,12.6,17.2,26.6,27.6,26.52447981,25.06330296,30.1,26.2,27.0969204,25.37689867,21,18.2,14.93885294,10.01838205,22.3,27.9,31.43974685,39.54141632,30.3,35.5,41.6,28.8,2924,9891,29288,51135,63202,75127
12023,4,3,4,2,2960,4028,6010,8066,1078,1848,3599,6844,8981,12875,15715,17525,7366,8195,8314,9333,8605,7161,8.3,9.3,7.6,15.2,24.5,28.9,33.49413442,33.63054227,33.5,34.9,34.45894091,35.5130907,31,25.3,18.86854512,14.51122639,11,10.9,13.17837956,16.34514063,27.6,34.4,56.5,41.1,988,3030,6584,10644,15275,16596
12027,6,5,6,5,1221,1779,2478,2810,384,945,1953,3810,4973,7497,9004,9411,5078,5692,7364,7736,6552,6913,4.8,8.2,6.4,9.3,16.2,19.8,21.65942659,25.24321156,30.8,35.3,39.11381407,36.76890018,45.5,36.5,28.46220678,27.00918148,7.6,8.4,10.76455256,10.97870678,24.6,33.1,64.1,49.4,508,1070,2613,4210,4986,6461
12029,6,7,8,6,442,651,919,1037,157,230,693,1653,2370,3798,4348,6393,1825,2364,3032,3288,2681,2265,5.6,4.9,3.7,9.2,18.6,19.8,30.15203445,24.39956332,33,39.4,38.21073908,49.8518403,42.3,34.1,23.5609456,17.66219588,6.2,6.8,8.076280868,8.086400499,24.9,35.4,65.7,50.6,104,428,1331,1906,3431,3129
12031,1,1,1,1,77986,109473,146484,229175,24286,46071,87680,117321,130881,145209,165147,191595,131440,109223,98062,86336,71221,62298,8.9,14,10.4,17.1,27.6,31.7,33.02673494,30.24933436,30.9,29.1,28.88958084,27.66459129,23.1,17.3,12.45886899,8.995269751,18.4,21.9,25.62481523,33.0908046,32.3,35.7,48.4,33.2,28217,56092,117111,158584,188797,209496
12033,2,2,2,4,30006,39789,45465,63741,9100,18540,31306,47740,47009,53751,57357,60124,49390,42937,39280,34042,25189,20945,9.2,14.1,9.7,16.8,29.6,32.7,34.6425818,34.27585894,28.5,28.3,29.2842446,27.28815867,23.8,17.9,12.86051985,9.506195253,18.2,21,23.21265374,28.92978714,31.5,36.4,49.7,32.7,9615,22086,48799,62128,67852,75520
12035,2,2,2,4,3698,8191,16660,28731,123,1028,763,2844,7093,12330,23737,28201,1436,2187,4560,5453,7196,6525,4.7,13.7,10.5,19.1,28.3,32.7,32.80292548,32.77005552,33.1,31.9,33.51452856,29.8777387,21.3,14.1,10.16011069,6.912955037,17.3,21.2,23.52243526,30.43925075,29.4,38,55.4,29.2,272,1427,6060,12642,23233,30931
12037,6,6,8,6,757,1018,1340,2506,182,407,966,1222,1869,2983,3104,3079,2577,2519,2474,2603,1831,1678,4.6,9,6.4,7.8,16.5,19.5,28.76603474,26.71778832,30.6,36.4,35.23668975,31.06649178,40.5,31.7,20.78556022,16.93068308,12.4,12.4,15.21171529,25.28503683,24.3,27.1,64.7,56,255,353,1007,1598,2534,2648
12039,2,2,2,4,2771,3744,4429,6144,961,1956,4150,6662,7500,10384,11701,10972,14465,11986,9895,8480,7352,5725,4.6,8.6,6.1,9.1,18.2,21.9,25.88454376,25.34157024,30.4,35.9,36.93147745,35.86324116,40.1,29.3,23.20487328,18.71281951,11.2,12.9,13.97910551,20.08236909,19.9,29.4,69.4,52.9,1279,2054,4488,6324,8201,7753
12041,2,2,2,4,442,836,1332,1909,54,238,462,1205,2002,3197,4565,4979,1351,1450,2205,2447,2354,1901,2.7,7.1,5.5,13.3,21.9,26.9,26.93057032,33.14316142,33.6,36.1,40.42685087,37.87463867,37,27.6,20.84661707,14.46067245,7.4,9.4,11.79596174,14.52152746,23.4,36.1,68.4,43.5,108,444,1307,2386,3041,4357
12043,6,4,8,2,370,728,959,1219,60,295,450,1355,1739,2727,3724,3124,1325,1771,2215,2233,2305,2650,3.1,7.8,6,9.3,16.8,23.2,25.8882172,27.0878949,33.5,36.8,39.49517446,32.57220311,42.6,30.2,24.44585852,27.63006986,7.1,9.8,10.17074981,12.70983213,23.1,35.9,67.9,47,117,349,874,1715,2441,2598
12045,3,2,8,6,700,966,1636,2866,299,419,1593,2629,2817,3539,4322,3611,3042,2557,2569,2612,2570,1552,5.7,6.8,6.4,9.3,20.4,25.3,28.14895947,31.39952153,36.9,37.1,36.41418822,30.85269993,33.6,27.4,21.65304575,13.26042379,9.2,10.1,13.78380655,24.48735475,30.2,42.5,57.7,41.4,340,577,1555,2410,3341,3675
12047,6,6,8,6,459,636,803,1090,219,281,904,1708,2476,3073,4045,4032,2698,2393,2733,3251,2579,2107,5.5,5.9,4.1,7.4,13.6,20.5,24.95705769,25.68109386,37.7,35.1,40.870971,41.45162948,41.6,37.1,26.05840154,21.66135499,7,7.3,8.113569769,11.20592166,22.7,36.1,67.7,50.6,164,351,894,1798,2470,2498
12049,6,3,6,3,1019,1386,1463,2051,351,789,1875,3177,3745,5200,5728,7410,4984,5899,5359,6941,6183,3620,4.5,7.4,6.6,7.8,14.7,18.1,20.13615192,21.84381908,31.6,31.5,34.20518333,44.27316723,45.2,42,36.92225009,21.62872677,8.6,8.4,8.736414666,12.25428691,24.3,29.7,64.6,55.1,509,839,1745,2982,3372,3656
12051,4,3,4,2,1503,1695,2281,2812,451,769,1345,3344,4683,5977,8040,9394,3799,4986,6522,9420,8379,7993,7.6,7.6,6.3,9.7,15.4,16.8,20.34078807,22.93105422,31.2,29.1,34.24920128,35.84264947,43.4,45.8,35.69329073,30.49715746,10,8.2,9.716719915,10.72913885,22.5,33.2,63.6,49.5,376,980,2319,3459,4775,6010
12053,1,1,1,1,7434,12615,19923,30837,642,2719,2817,11954,28555,37395,48254,49687,6274,12676,22598,21335,18204,15003,6.1,8.6,8.2,13.5,23.4,28,32.14162267,36.68719057,37.3,37.7,37.90692559,32.93125046,29.5,21.5,14.3005279,9.943597935,9.7,12.7,15.65092383,20.43796104,26.6,37.8,59.2,40.1,873,4280,17938,27737,40915,55354
12055,3,2,3,4,5648,8837,11260,15880,1489,3183,4822,11220,18243,22517,26849,27733,10320,14023,16446,16587,14571,10976,8.1,9.7,9,13.2,22,26.3,28.9739787,32.18336543,35.3,34.6,36.19927194,34.45307162,31.8,25.5,19.6454092,13.63562954,10.9,13.6,15.18134016,19.72793341,26.4,34.2,56.4,42.8,1654,4334,11410,17146,21490,25906
12057,1,1,1,1,110070,164109,236472,382542,23131,55610,81697,134571,156984,174283,228236,261666,136065,131178,132998,125783,110771,107249,8.6,14.5,10.2,16.3,26.6,29,29.42735351,27.01310634,28.8,26.7,27.98923774,25.41487872,24.4,19.2,13.58416662,10.41679212,20.2,25.1,28.99924213,37.15522282,30.5,35,50.7,34.2,27285,62739,144968,189666,239963,278121
12059,6,6,8,6,765,1116,1543,1715,212,528,1361,2709,3508,4782,5365,6618,4499,4982,4460,4404,3390,2255,3.4,6,3.4,7.2,15.9,18.6,26.77758817,25.59904434,33.8,37.8,38.14704209,46.50411074,42.9,34.8,24.10409556,15.84568899,7.4,8.8,10.97127418,12.05115593,21.6,30.6,71.5,56.3,216,636,1656,2357,3766,3643
12061,3,2,3,4,12779,19533,27663,42950,2294,6207,6870,13536,20464,24572,28953,35629,9994,13360,15718,15591,13729,10293,10.7,15.5,10.8,17.4,26.7,29.4,31.73702086,30.82006772,30.6,29.1,28.09606987,27.73440237,23.5,18.4,13.3226589,8.01229907,19.1,23.1,26.84425036,33.43323084,32,33.8,46.5,33.4,2320,6951,17837,24835,32705,39593
12063,6,6,6,6,2928,4074,4799,5109,1162,1833,4320,7225,8233,10383,12315,13489,11599,10996,10265,9807,7488,5855,6.4,8.1,6.2,10.8,19.9,23.6,30.19719109,29.90597948,30.8,32.7,34.9411264,38.66594049,38.4,30.9,21.24556675,16.78323683,10.9,12.8,13.61611576,14.6448432,23.7,32.1,63.7,48.9,1134,2438,5314,7507,10643,10433
12065,2,2,2,4,1040,1506,1634,2065,271,678,913,1804,2210,2871,3864,4241,2909,2889,2530,2391,2049,1342,6.1,11.3,7.2,10.3,18.1,24,29.50023354,30.21261064,31.3,32.2,36.09528258,38.69878639,35.9,26.8,19.14058851,12.24564285,14.7,16.9,15.26389538,18.84296012,20.7,30.1,65.9,48.3,318,614,1274,2143,3158,3311
12067,9,12,9,9,187,340,613,464,77,195,376,776,1345,1904,2263,2844,1087,1063,1502,1508,1100,1173,4.8,8.5,4.7,11.8,15.6,20.9,30.14757554,23.71467484,37.4,40.1,39.75755446,48.41675179,41.8,31.8,19.32536894,19.96935649,5.2,7.2,10.76950105,7.899216888,23.3,33.6,67.3,46.1,76,273,561,993,1716,1393
12069,1,1,1,1,14277,25811,43781,79453,3987,9122,12327,25201,39462,53339,74938,91845,22581,27532,32900,31482,27845,26922,9.1,12.6,10.8,14.2,22.6,28.9,32.28517439,33.18276815,35.2,34.3,34.62251031,30.95968449,29.4,20.2,12.86481891,9.075035394,12.7,16.6,20.22749638,26.78251197,28.3,34.9,51.8,38.2,4715,10279,25343,44940,69879,98440
12071,2,2,2,4,40392,69153,111936,184547,6640,18792,21490,53160,82953,106623,147868,179836,30744,46123,56726,58020,58727,57719,9.9,13.3,12,16.4,26.7,28.6,29.90907771,29.64626624,33.8,32.5,32.53750655,29.97411542,23.1,17.7,12.92254002,9.620298314,16.4,21.1,24.63087573,30.75932003,32.1,37.6,45.9,32.6,8060,23228,65488,93876,135923,177869
12073,2,2,2,4,40855,57396,69290,86063,11206,24756,12209,21266,23793,25963,32084,33338,16506,16386,16668,14967,13244,11142,24.1,32,14.1,19.2,26.2,28.5,28.08778688,26.3085104,21.6,18.9,20.12974791,18.81929234,15.1,10.9,8.309387274,6.289656107,37.1,41.7,43.47307794,48.58254115,26.3,27.5,35.5,21.2,6537,14851,28871,39211,44768,46605
12075,6,6,2,4,1457,2553,3300,5284,367,964,1697,4330,6167,9183,11059,13677,4687,5720,6549,6271,5497,3997,5.1,7.8,5.6,11.1,19.5,25.1,31.15595312,29.72112529,35,38.2,38.34338811,41.86794012,37.2,26.1,19.05901116,12.23558943,8.3,10.6,11.4416476,16.17534515,23.7,34.9,65.6,46.2,397,1377,3439,6023,8986,9709
12077,8,7,8,6,264,356,661,867,105,199,398,829,1180,1952,2281,2259,1267,1296,1558,1663,1466,1155,5.8,8,2.7,6.2,16.6,17.8,21.59373888,22.16363636,32.8,40.4,40.57274991,41.07272727,43.3,34.4,26.07612949,21,7.3,7.4,11.75738171,15.76363636,21.9,33.5,69.7,52.3,49,153,596,857,1214,1219
12079,6,6,8,6,995,1252,1364,1705,487,691,1268,2167,3002,4190,5249,4964,4885,4722,4454,3985,3006,2649,7,8.3,5.1,9.3,17.5,23.1,27.16189611,31.69623222,29.3,34.2,39.74708466,36.38762645,43.5,32.5,22.76238074,19.4179739,9.7,10.2,10.3286385,12.49816742,18.1,25.9,69.8,56.5,355,779,1793,2827,3587,4324
12081,2,2,2,4,24178,40059,61268,108347,6510,12932,20634,39614,54207,61485,72537,88949,31914,34824,38188,35777,30602,28245,9.6,12.4,12.5,16.1,25.5,28.8,30.13827274,28.50771533,34.7,31.9,30.82326245,28.19517174,24.4,18.6,13.0037564,8.953137481,15.5,20.8,26.03470841,34.34397545,30.6,38.1,47.3,33.5,8424,16732,39804,55468,70925,89935
12083,2,2,2,4,15765,25626,41780,64777,2881,7519,11534,28540,47486,67271,88499,100684,20641,31872,41684,40813,37023,30065,7.4,9.6,10.3,13.6,23.4,28.6,31.35821312,32.45986128,34.7,35.9,36.3099634,34.7790643,30.4,21.8,15.1900448,10.3852903,11.5,13.7,17.14177867,22.37578412,29.5,36.3,52.8,40.5,4043,10686,32066,53477,76430,93970
12085,2,2,2,4,15541,25413,32936,45671,1391,7096,5618,16224,24522,27263,29374,29709,8615,13174,15552,14183,12795,9073,7.9,16,11.4,18,27.4,30.7,32.50687467,32.25169866,32,28.3,26.39695178,23.83259665,20.3,14.7,11.49822966,7.278371852,20.3,26.3,29.59794389,36.63733284,31.9,36.5,48.9,29.6,2010,7984,20981,29608,36173,40204
12086,1,1,1,1,240460,323399,452145,639297,83025,175795,226859,319136,296444,332997,479508,513099,369936,377497,448282,479353,374979,326216,10.8,16.8,11.7,16.8,23.1,23.9,23.9364845,23.19828301,23.1,22.3,27.9137999,26.65126766,35,32.1,21.82880947,16.9442348,18.8,21.7,26.32090613,33.20621452,29.5,30.4,48.1,36,89693,176133,296109,356040,411185,446621
12087,4,3,4,2,11901,15583,16156,24381,2569,6855,10120,15689,17063,17664,16646,17836,12358,11911,11882,9232,6081,4349,9.1,15.9,10.8,19.9,30.3,30.5,31.77702916,27.80353184,29.1,28.9,29.20658315,27.65314191,20.3,15.1,10.66954416,6.742740198,20.3,25.5,28.34684353,37.80058606,36,36.5,44,27.7,3038,8550,17739,18682,18111,17933
12089,1,1,1,1,3492,7364,11624,24296,509,1665,2822,6886,10723,13415,18061,19210,6402,7654,8078,7398,6172,5410,4.9,9.1,6.5,11.4,20.5,27.7,30.54065049,30.50519975,38.3,34.4,34.9863433,27.29158379,28.8,19,11.95591112,7.685969199,12.5,18.9,22.51709509,34.51724726,27.1,37.7,61.5,41.9,675,2075,5738,10795,15766,21472
12091,3,2,2,4,19098,27250,33576,50536,5293,9836,16380,24546,26185,30515,34024,35728,13196,13391,14756,13471,10892,9722,13.2,16.6,13,19.5,34,36.6,36.37675286,35.00142205,28.8,27.1,27.57882792,24.19383236,16.2,12,8.828726595,6.583420236,21,24.2,27.21569263,34.22132535,40.9,41.4,32.9,22.6,5217,11550,30907,41193,44878,51688
12093,4,3,4,2,1857,2088,2708,4615,252,666,1162,4046,6118,7925,8971,10095,3631,5726,7729,8161,8186,5736,4.7,5.7,6.8,9.9,16.9,22.3,24.65675491,28.66264262,32.4,33.9,34.02488053,35.22207878,40.9,34.9,31.04756125,20.01325843,9.8,8.9,10.27080331,16.10202017,21.5,34.9,67.1,49.4,370,1150,3185,5214,6501,8215
12095,1,1,1,1,91722,150009,219112,376923,21495,43062,59344,99504,126210,148006,199888,234030,80319,81017,91596,104591,95158,97866,11.6,15.7,12.8,18.3,28.4,29.9,30.21041744,27.77139771,29.2,25.8,27.13193236,23.84763923,21.2,18.2,12.91633525,9.97253797,21.2,26.1,29.74131495,38.40842509,32.1,36.3,43.4,29.6,23709,50228,122665,171495,222568,272536
12097,1,1,1,1,7873,17416,30573,77102,1059,2843,4733,11738,25603,37536,61996,77465,8823,11978,18507,23095,26886,31096,6.7,9.2,7.7,14.5,26,29.4,31.45917846,31.96042144,36.4,33.9,35.5720294,28.38845625,26.3,20.9,15.42663369,11.395694,11.2,15.7,17.54215844,28.25542831,29.9,37.8,55.7,38.6,1219,4499,18261,32560,54828,87212
12099,1,1,1,1,139863,226615,308655,439656,25461,67903,65389,140957,190158,219805,246974,252952,94604,116364,134079,134346,121054,120805,11.9,17.1,13.1,18.1,26.6,29,28.66373176,26.82502699,30.1,26.9,26.0361255,22.75566751,21.2,16.4,12.76157465,10.86766823,22.1,27.7,32.53856809,39.55163728,30.6,35.5,44.3,29.3,28022,71933,167978,237133,271899,298187
12101,1,1,1,1,19248,33548,66932,119691,2691,9804,15448,52929,76418,93918,116079,140596,31468,63432,70458,57297,43888,37505,4.9,6.8,8.9,12.1,21.9,27.7,32.15980339,30.24380189,35.9,36.8,34.70628863,32.93386804,33.1,22.4,13.12200825,8.785347525,9.1,13.1,20.01189974,28.03698255,28.4,36.9,57.8,44.2,4868,17358,46488,70709,107562,129112
12103,1,1,1,1,117805,157235,186848,268418,36700,76706,110883,189108,201917,203495,209249,194732,171570,166139,139990,109698,77367,55710,10,14.6,12.6,17.6,27.9,31.4,31.14392668,30.71066769,31.7,29.7,30.43117214,26.00479948,21.9,16,11.25151611,7.43959585,18.5,22.9,27.17338507,35.84493698,30.4,36.1,47,31.7,46121,92539,178159,215666,214150,229971
12105,2,2,2,4,34888,48669,74523,119424,11177,22298,34338,67124,89556,109920,148071,175366,68029,78535,86837,82340,72993,65835,8.8,11.4,10.3,14,22.2,26.1,27.70830633,31.63118282,33,33.7,36.21371499,33.24663014,32,25.2,17.85189334,12.48127856,12.9,14.9,18.22608534,22.64090849,27.1,34.4,53.7,40.2,13105,27344,60130,85279,113294,166845
12107,4,3,4,2,3574,4507,6321,7483,1222,2505,5224,10771,15373,17833,20203,21575,11729,13878,15443,14160,11444,9443,6.2,8.1,7.1,12.6,20.5,23.6,25.90308542,27.48111733,35.5,37.3,39.42741164,40.63777288,35.7,29.6,22.33367811,17.78644215,8.3,9.4,12.33582483,14.09466765,26.7,34.7,60,44.7,1384,3899,8883,11261,13273,14590
12109,1,1,1,1,13644,28560,54031,101679,1480,4584,5284,11227,16838,21117,28840,40586,9039,10830,11589,11037,9627,10179,8.5,14.4,9,16.3,27.1,29.6,30.31273308,27.12061308,29.2,24.5,21.72782955,19.40307784,20.1,12.8,7.25290621,4.866306837,23.6,33.1,40.70653116,48.61000225,30.4,35.3,52,34,1572,5186,15625,25485,40235,56729
12111,2,2,2,4,13674,20562,37163,64367,2321,5979,8093,19885,34867,44627,66508,77994,15336,20481,29664,30463,30772,28857,8.1,10.9,10.7,15.6,25.3,29.9,31.04143372,32.5158839,33.3,32.7,34.11331439,30.74067067,28.3,22.3,15.7835886,11.37374072,13.1,15.1,19.0616633,25.36970471,28.1,36.2,53.2,37.3,3076,8542,26475,40796,60519,82498
12113,2,2,2,4,9653,17881,26759,42334,1747,4451,6033,12007,14974,22829,28595,36007,8024,9397,11182,11385,11099,10065,9.8,14.4,11,16.2,31,33.4,35.91803279,35.30479327,28.8,29.2,27.57473481,26.34979876,21.5,14.6,10.70298939,7.365532382,18.6,22.9,25.80424301,30.97987559,34,38.9,45.2,30.5,1961,4988,16113,26071,37247,48244
12115,2,2,2,4,47681,70446,89213,143058,12153,26637,29155,55185,68997,77323,92615,93386,30915,39967,40755,33164,24994,20312,14.2,17.7,15.6,18.9,27.6,29.5,30.66156183,28.82361421,31.7,30.1,31.04978896,25.88791679,18.7,12.9,8.379403176,5.630772984,21.9,27.4,29.90924604,39.65769602,34.1,36.8,36.1,26.6,13328,28365,59942,75869,91457,103976
12117,1,1,1,1,49454,75491,95691,143383,4214,21116,14696,39010,49338,59280,70695,71563,20411,25723,28864,27523,24670,20685,9.4,19.5,12.2,20.6,32.1,33.3,32.84853171,30.34603651,26.3,24.4,24.84754758,21.1544601,15.4,11.3,8.670896086,6.114612401,26.3,31,33.63302462,42.38489098,32.8,36.1,45.6,23.8,5467,22223,60235,80922,93459,102657
