fips_code,CI90LB017P_2023,CI90LB017_2023,CI90LB04P_2023,CI90LB04_2023,CI90LB517P_2023,CI90LB517_2023,CI90LBALLP_2023,CI90LBALL_2023,CI90LBINC_2023,CI90UB017P_2023,CI90UB017_2023,CI90UB04P_2023,CI90UB04_2023,CI90UB517P_2023,CI90UB517_2023,CI90UBALLP_2023,CI90UBALL_2023,CI90UBINC_2023,MEDHHINC_2023,PCTPOV017_2023,PCTPOV04_2023,PCTPOV517_2023,PCTPOVALL_2023,POV017_2023,POV04_2023,POV517_2023,POVALL_2023,Rural_Urban_Continuum_Code_2023
13023,18.5,465,,,18.2,342,14.2,1642,51571,35.1,883,,,35.8,670,22.2,2580,66183,58877,26.8,,27,18.2,674,,506,2111,6
13025,18.2,754,,,18.1,561,14,2544,51414,33.4,1384,,,33.5,1037,21.6,3948,63236,57325,25.8,,25.8,17.8,1069,,799,3246,3
13027,24.9,822,,,23.1,562,17.8,2838,40954,46.1,1520,,,45.1,1100,27.8,4446,52638,46796,35.5,,34.1,22.8,1171,,831,3642,3
13029,6.5,908,,,6,639,6.3,3123,89168,12.3,1732,,,11.8,1257,10.1,4987,106324,97746,9.4,,8.9,8.2,1320,,948,4055,2
13031,16.6,2756,,,14.4,1755,20.8,16220,50829,28.8,4784,,,27.4,3333,26.6,20838,58745,54787,22.7,,20.9,23.7,3770,,2544,18529,4
13033,21.2,1240,,,19.2,848,16.3,3924,45962,40.8,2390,,,39.2,1734,26.1,6304,56814,51388,31,,29.2,21.2,1815,,1291,5114,2
13035,13.8,746,,,13.5,538,12,2873,53015,27,1458,,,27.3,1092,19,4527,66229,59622,20.4,,20.4,15.5,1102,,815,3700,1
13037,27.6,223,,,26.9,160,26.9,1014,36052,53,427,,,54.7,326,44.1,1662,46468,41260,40.3,,40.8,35.5,325,,243,1338,8
13039,10.3,1397,,,10.7,1067,9.5,5283,66499,18.3,2505,,,19.1,1897,13.7,7635,77871,72185,14.3,,14.9,11.6,1951,,1482,6459,4
13043,22.4,642,,,21.3,462,16.7,1795,44498,40.4,1158,,,39.3,852,26.3,2827,54166,49332,31.4,,30.3,21.5,900,,657,2311,9
13045,12.7,3754,,,11.9,2605,11.6,14420,65986,23.3,6866,,,22.7,4949,17,21000,76180,71083,18,,17.3,14.3,5310,,3777,17710,1
13047,10.7,1571,,,10.3,1149,8.5,5785,62334,18.9,2763,,,18.3,2057,12.9,8843,78296,70315,14.8,,14.3,10.7,2167,,1603,7314,2
13049,20.8,464,,,17.6,293,20.8,2165,45714,38,848,,,35.4,591,31.6,3289,58668,52191,29.4,,26.5,26.2,656,,442,2727,8
13051,16.8,10198,,,15.6,6842,13.1,37889,67825,26.8,16290,,,26,11404,17.3,50333,73287,70556,21.8,,20.8,15.2,13244,,9123,44111,2
13053,11.3,219,,,12.1,149,12.4,810,50573,22.1,429,,,24.7,305,20.2,1324,64527,57550,16.7,,18.4,16.3,324,,227,1067,2
13055,22.1,1195,,,21.2,858,16.8,4023,45321,36.5,1967,,,35.6,1438,24.6,5893,57129,51225,29.3,,28.4,20.7,1581,,1148,4958,6
13057,5.2,3234,,,4.4,2090,5.5,15566,100237,9.6,6020,,,8.8,4194,7.7,21850,108203,104220,7.4,,6.6,6.6,4627,,3142,18708,1
13059,18.7,3973,,,18.3,2763,21.3,25317,50387,30.9,6549,,,30.7,4655,26.9,31957,58713,54550,24.8,,24.5,24.1,5261,,3709,28637,3
13061,25.8,144,,,25.1,104,20.3,567,32952,52.2,290,,,52.7,218,32.5,905,42764,37858,39,,38.9,26.4,217,,161,736,9
13063,20.7,15975,,,20.3,11759,14.7,42778,54222,32.5,25159,,,31.9,18499,19.9,58170,61726,57974,26.6,,26.1,17.3,20567,,15129,50474,1
13065,19,320,,,18.6,225,18.8,1250,39957,37.8,636,,,38.2,463,27.8,1854,51479,45718,28.4,,28.4,23.3,478,,344,1552,8
13067,9.8,16618,,,9.1,11622,7.7,59010,96611,14.4,24622,,,13.9,17834,9.9,75220,101657,99134,12.1,,11.5,8.8,20620,,14728,67115,1
13069,22.2,2336,,,22,1691,18.2,7353,44496,38.4,4056,,,39.2,3017,26.8,10833,55112,49804,30.3,,30.6,22.5,3196,,2354,9093,7
13071,30.3,3515,,,26.4,2238,20.2,9158,43830,40.5,4705,,,38.8,3288,26.6,12044,51812,47821,35.4,,32.6,23.4,4110,,2763,10601,6
13073,5.6,2261,,,5.2,1586,5.5,9077,90845,10.6,4267,,,10.2,3142,8.1,13345,103217,97031,8.1,,7.7,6.8,3264,,2364,11211,2
13075,19.3,851,,,18.1,605,15.6,2719,44583,38.7,1709,,,37.7,1255,24.2,4219,55933,50258,29,,27.9,19.9,1280,,930,3469,6
13077,9,3165,,,8.5,2254,8.3,12756,85689,15.6,5461,,,15.3,4066,11.5,17744,100963,93326,12.3,,11.9,9.9,4313,,3160,15250,1
13079,16.9,410,,,14.8,278,11.9,1456,55151,32.5,788,,,30.4,572,19.7,2394,67887,61519,24.7,,22.6,15.8,599,,425,1925,3
13081,28.3,1268,,,25,833,20.6,3951,37590,51.1,2288,,,49,1637,31.4,6011,48758,43174,39.7,,37,26,1778,,1235,4981,6
13083,11.8,365,,,11.1,262,11.2,1763,51738,21,651,,,20.5,486,17,2655,65550,58644,16.4,,15.8,14.1,508,,374,2209,2
13085,7.9,496,,,7.9,361,6.2,1967,80124,15.3,964,,,15.9,725,9.8,3101,98536,89330,11.6,,11.9,8,730,,543,2534,1
13087,20.7,1431,,,19.9,1015,17.5,4927,44810,40.3,2785,,,40.1,2047,27.1,7621,56094,50452,30.5,,30,22.3,2108,,1531,6274,6
13089,14.5,24465,,,14.2,17074,11.7,88146,74973,21.9,36731,,,22.6,27176,14.9,111884,80471,77722,18.2,,18.4,13.3,30598,,22125,100015,1
13091,20.9,740,,,18.9,496,19,3417,41266,38.7,1366,,,37.5,984,28,5025,51658,46462,29.8,,28.2,23.5,1053,,740,4221,7
13093,20.9,345,,,21.6,258,16.2,1489,45339,42.3,699,,,45.2,540,28.8,2647,55453,50396,31.6,,33.4,22.5,522,,399,2068,8
13095,28.2,5556,,,26.3,3742,22.4,17967,42699,45.6,8990,,,46.3,6584,30.4,24313,49027,45863,36.9,,36.3,26.4,7273,,5163,21140,3
13097,13.2,4863,,,12.2,3446,9.8,14493,74947,22.6,8361,,,21.8,6176,14,20699,84397,79672,17.9,,17,11.9,6612,,4811,17596,1
13099,27.3,695,,,25.6,495,20.2,2088,38235,49.3,1257,,,48,927,30.8,3196,48653,43444,38.3,,36.8,25.5,976,,711,2642,8
13101,21.5,204,,,20,140,16.4,604,44554,41.7,396,,,41,286,26.8,988,56068,50311,31.6,,30.5,21.6,300,,213,796,3
13103,7.1,1318,,,7.1,991,6.7,4733,76960,13.7,2536,,,13.7,1917,10.3,7331,90840,83900,10.4,,10.4,8.5,1927,,1454,6032,2
13105,18.1,798,,,17.2,566,14,2759,44390,34.9,1532,,,34.6,1142,22,4357,56344,50367,26.5,,25.9,18,1165,,854,3558,6
13107,25.6,1431,,,24.7,1021,21.3,4609,40943,43,2397,,,42.7,1761,30.9,6705,51091,46017,34.3,,33.7,26.1,1914,,1391,5657,7
13109,24.3,629,,,19.4,387,18.6,1880,48491,44.9,1159,,,39.6,789,28.8,2918,53171,50831,34.6,,29.5,23.7,894,,588,2399,8
13111,16.4,649,,,15.4,466,10.9,2829,53965,30,1185,,,29.2,878,16.9,4359,66109,60037,23.2,,22.3,13.9,917,,672,3594,8
13113,5.6,1511,,,5,1083,4.5,5464,101053,10.6,2867,,,9.8,2153,7.1,8666,116105,108579,8.1,,7.4,5.8,2189,,1618,7065,1
13115,21.1,4670,,,19.5,3221,14.3,13742,56298,31.7,7036,,,30.7,5083,19.7,18980,65818,61058,26.4,,25.1,17,5853,,4152,16361,3
13117,4.1,2759,,,3.5,1891,4.2,11477,129679,6.5,4413,,,5.9,3183,6,16089,143015,136347,5.3,,4.7,5.1,3586,,2537,13783,1
13119,17.3,931,,,16.2,636,13.7,3286,48373,30.3,1629,,,30.2,1188,20.1,4814,58069,53221,23.8,,23.2,16.9,1280,,912,4050,8
13121,13.7,29997,,,12.5,20545,11.7,123199,91424,20.3,44611,,,19.3,31475,14.3,150043,97596,94510,17,,15.9,13,37304,,26010,136621,1
13123,14.7,852,,,14.2,609,10.7,3503,56105,27.9,1618,,,27.6,1183,16.5,5375,68529,62317,21.3,,20.9,13.6,1235,,896,4439,6
13125,13.8,86,,,12.4,59,12,346,47692,26.8,168,,,25.4,121,19.4,560,62032,54862,20.3,,18.9,15.7,127,,90,453,9
13127,15.9,2757,,,16,2074,13.1,11019,63751,28.1,4883,,,28.8,3726,18.3,15471,76383,70067,22,,22.4,15.7,3820,,2900,13245,3
13129,11.7,1571,,,11,1110,10.4,6114,57916,21.3,2845,,,21,2114,15.4,9072,71674,64795,16.5,,16,12.9,2208,,1612,7593,4
13131,20.1,1265,,,17.9,844,15.7,4064,47929,36.3,2277,,,34.9,1648,23.7,6156,56983,52456,28.2,,26.4,19.7,1771,,1246,5110,6
13133,18.4,633,,,17.5,460,10.9,2245,71404,33.6,1155,,,32.7,860,17.3,3553,88376,79890,26,,25.1,14.1,894,,660,2899,8
13135,13.3,33252,,,12.1,23178,10.4,101890,81279,17.3,43022,,,16.1,30816,12.4,120446,86873,84076,15.3,,14.1,11.4,38137,,26997,111168,1
13137,12.7,1320,,,11.2,868,11,5057,65801,21.1,2204,,,20.2,1558,16,7385,77705,71753,16.9,,15.7,13.5,1762,,1213,6221,6
13139,10.7,5363,,,9.9,3643,9.4,20215,73520,17.7,8819,,,17.3,6329,12.6,27265,83098,78309,14.2,,13.6,11,7091,,4986,23740,3
13141,30.2,374,,,28.1,270,23.1,1695,34917,58,718,,,56.1,540,37.5,2757,45281,40099,44.1,,42.1,30.3,546,,405,2226,9
13143,18.1,1378,,,14.5,825,13.3,4241,53319,28.3,2160,,,25.3,1433,19.3,6129,65449,59384,23.2,,19.9,16.3,1769,,1129,5185,1
13145,7.3,558,,,6.8,407,6.7,2410,81939,14.1,1080,,,13.8,823,10.5,3772,102015,91977,10.7,,10.3,8.6,819,,615,3091,2
13147,14.6,796,,,14.4,583,11.7,3135,47818,27.6,1504,,,28,1137,18.1,4833,58382,53100,21.1,,21.2,14.9,1150,,860,3984,6
13149,16.9,456,,,15.4,319,12.8,1519,50199,31.3,848,,,29.6,611,20.2,2409,65141,57670,24.1,,22.5,16.5,652,,465,1964,1
13151,12.6,7911,,,11.2,5374,8.7,22162,77463,19.4,12133,,,18.2,8780,11.9,30012,84353,80908,16,,14.7,10.3,10022,,7077,26087,1
13153,13.3,5714,,,11.9,3907,10.6,18170,69161,22.3,9582,,,21.3,6979,15,25476,81371,75266,17.8,,16.6,12.8,7648,,5443,21823,3
13155,20.6,429,,,20,312,14.9,1316,46427,39.2,817,,,39.4,614,23.9,2122,59409,52918,29.9,,29.7,19.4,623,,463,1719,9
13157,6.4,1394,,,6.1,1003,6.5,5671,79614,12.8,2796,,,12.9,2123,10.1,8919,89264,84439,9.6,,9.5,8.3,2095,,1563,7295,4
13159,14.7,564,,,14,410,11.8,1941,59984,27.7,1066,,,27.2,798,17.8,2911,75378,67681,21.2,,20.6,14.8,815,,604,2426,1
13161,19,699,,,17.9,503,15.3,2275,41559,36.2,1337,,,35.3,993,24.1,3565,53711,47635,27.6,,26.6,19.7,1018,,748,2920,9
13163,22.8,780,,,22.5,582,17.4,2547,40205,42.6,1456,,,42.5,1102,27.6,4045,51453,45829,32.7,,32.5,22.5,1118,,842,3296,8
13165,24.6,413,,,23,282,21.9,1635,37062,47.8,803,,,47.2,576,35.9,2687,48016,42539,36.2,,35.1,28.9,608,,429,2161,9
13167,21.6,344,,,20.3,230,19.8,1468,48028,41.4,658,,,41.9,476,32.6,2422,55176,51602,31.5,,31.1,26.2,501,,353,1945,9
13169,12.6,810,,,12.4,612,10,2859,59226,23,1484,,,23,1138,15.4,4403,71822,65524,17.8,,17.7,12.7,1147,,875,3631,3
13171,13.4,579,,,12.9,404,11.2,2202,57085,26.4,1131,,,26.5,828,17.2,3364,70159,63622,19.9,,19.7,14.2,855,,616,2783,6
13173,18,435,,,17.4,301,13.3,1331,48578,35.8,863,,,35.8,619,21.7,2185,60594,54586,26.9,,26.6,17.5,649,,460,1758,3
13175,22,2674,,,19.2,1748,15.7,7676,51313,36.6,4456,,,34.8,3168,22.7,11160,62421,56867,29.3,,27,19.2,3565,,2458,9418,4
13177,9.3,777,,,8.8,584,6.6,2188,72757,18.3,1541,,,17.8,1170,11.4,3762,88855,80806,13.8,,13.3,9,1159,,877,2975,3
13179,15.3,2874,,,16.7,2064,13.2,8550,52694,28.1,5266,,,31.1,3856,19.2,12426,62704,57699,21.7,,23.9,16.2,4070,,2960,10488,3
13181,15.7,237,,,15.9,176,11.6,913,51214,30.7,463,,,32.3,356,18.6,1457,65790,58502,23.2,,24.1,15.1,350,,266,1185,2
13183,15.1,820,,,14.8,564,12.1,2331,57009,26.7,1440,,,27.4,1048,18.1,3495,69283,63146,20.9,,21.1,15.1,1130,,806,2913,3
13185,17.2,5018,,,16.2,3422,16.5,19059,50866,29,8466,,,29,6152,22.5,26093,59102,54984,23.1,,22.6,19.5,6742,,4787,22576,3
13187,14,794,,,11.7,474,12.7,3986,65682,22,1252,,,21.1,858,17.5,5484,79670,72676,18,,16.4,15.1,1023,,666,4735,1
13189,21,1109,,,19.6,778,14.8,3205,47397,38.8,2049,,,37.8,1502,23.4,5051,59381,53389,29.9,,28.7,19.1,1579,,1140,4128,2
13191,22.4,393,,,23.5,300,14.6,1677,49781,41.4,725,,,44.3,568,22.8,2607,63365,56573,31.9,,33.9,18.7,559,,434,2142,3
13193,31.3,647,,,29.7,439,25.2,2468,36452,52.5,1083,,,53.3,787,38,3718,47338,41895,41.9,,41.5,31.6,865,,613,3093,8
13195,11.8,872,,,9.8,533,10.3,3324,59327,22.2,1640,,,20.4,1117,15.7,5028,71265,65296,17,,15.1,13,1256,,825,4176,3
13197,31.2,461,,,25.5,282,19.7,1449,44826,49,727,,,44.9,496,28.7,2111,57714,51270,40.1,,35.2,24.2,594,,389,1780,2
13199,18.5,796,,,17.9,563,11.9,2479,48799,37.3,1600,,,37.9,1195,19.9,4155,60057,54428,27.9,,27.9,15.9,1198,,879,3317,1
13201,21.3,282,,,19.3,194,16.2,904,44276,40.5,536,,,38.1,384,26,1456,57322,50799,30.9,,28.7,21.1,409,,289,1180,9
13205,22.7,1085,,,21.9,786,18.2,3599,43442,44.3,2113,,,44.3,1586,29.4,5797,54106,48774,33.5,,33.1,23.8,1599,,1186,4698,6
13207,10.7,673,,,10.2,484,9.1,2641,71458,20.5,1283,,,20,954,14.3,4175,89926,80692,15.6,,15.1,11.7,978,,719,3408,3
13209,19.9,355,,,19.4,251,15.9,1278,47080,37.5,667,,,38.2,493,25.5,2048,59416,53248,28.7,,28.8,20.7,511,,372,1663,9
13211,11.1,520,,,10.7,380,8.6,1818,61462,21.5,1006,,,21.1,754,13.8,2942,76718,69090,16.3,,15.9,11.2,763,,567,2380,1
13213,13.5,1277,,,12.6,891,11.2,4583,57790,26.1,2467,,,25.2,1781,17.6,7157,69882,63836,19.8,,18.9,14.4,1872,,1336,5870,3
13215,20.3,9999,,,19.7,7081,18.2,35719,49440,31.1,15283,,,30.7,11049,23.2,45549,55544,52492,25.7,,25.2,20.7,12641,,9065,40634,2
13217,12.7,3745,,,12.3,2770,9.3,11122,70329,23.9,7021,,,23.9,5360,14.3,16932,81973,76151,18.3,,18.1,11.8,5383,,4065,14027,1
13219,4.7,524,,,4.3,385,6.3,2749,105792,8.3,934,,,7.7,699,8.7,3823,122668,114230,6.5,,6,7.5,729,,542,3286,3
13221,13.6,452,,,13,318,10.1,1588,60238,25.8,860,,,25.6,630,16.1,2518,74260,67249,19.7,,19.3,13.1,656,,474,2053,3
13223,7.7,3499,,,7.3,2518,6.1,11204,85902,13.7,6261,,,13.3,4628,9.3,16902,101644,93773,10.7,,10.3,7.7,4880,,3573,14053,1
13225,17.1,1010,,,15.8,693,13.5,3704,63887,33.5,1978,,,32.8,1439,21.1,5810,73041,68464,25.3,,24.3,17.3,1494,,1066,4757,3
13227,11.6,762,,,10.3,505,8,2867,68525,21,1376,,,20.5,1013,12.2,4335,87539,78032,16.3,,15.4,10.1,1069,,759,3601,1
13229,14.9,739,,,13.8,509,12.7,2561,49315,28.3,1407,,,27.4,1011,19.7,3987,63345,56330,21.6,,20.6,16.2,1073,,760,3274,8
13231,8.8,408,,,8.5,305,9.2,1840,70897,16,748,,,15.9,569,13.2,2656,90407,80652,12.4,,12.2,11.2,578,,437,2248,1
13233,17,1834,,,16.5,1313,13.9,6101,50134,29.2,3164,,,29.3,2325,20.7,9041,62408,56271,23.1,,22.9,17.3,2499,,1819,7571,4
13235,23.2,414,,,24.2,315,18.2,1592,42317,40.6,726,,,43,557,27.8,2442,49929,46123,31.9,,33.6,23,570,,436,2017,8
13237,17.8,785,,,17.5,569,12.5,2862,52031,33,1447,,,32.7,1067,18.7,4302,66105,59068,25.4,,25.1,15.6,1116,,818,3582,8
13239,27.8,118,,,27,84,17.9,408,36923,53.4,226,,,54.6,170,29.5,670,48037,42480,40.6,,40.8,23.7,172,,127,539,8
13241,16,434,,,16.5,311,10.2,1761,53624,28.6,778,,,30.3,569,15.8,2723,66546,60085,22.3,,23.4,13,606,,440,2242,9
13243,28.2,347,,,23.6,225,20.6,1218,34989,53.4,659,,,49.6,473,32.8,1944,44863,39926,40.8,,36.6,26.7,503,,349,1581,8
13245,26.5,12104,,,23.9,7879,19.5,37964,48782,37.5,17112,,,37.3,12259,24.9,48490,55364,52073,32,,30.6,22.2,14608,,10069,43227,2
13247,12.6,2785,,,12.3,2096,10.5,9931,69097,25,5527,,,24.7,4200,15.5,14689,83065,76081,18.8,,18.5,13,4156,,3148,12310,1
13249,14.8,151,,,14.4,111,11.7,530,53530,28.6,293,,,29.2,225,18.9,856,67970,60750,21.7,,21.8,15.3,222,,168,693,8
13251,23.3,685,,,22.8,480,17.9,2492,43561,41.3,1213,,,43.2,912,27.1,3774,54507,49034,32.3,,33,22.5,949,,696,3133,8
13253,22.6,394,,,21.9,278,16.9,1512,43371,45.6,792,,,45.3,578,27.7,2484,55475,49423,34.1,,33.6,22.3,593,,428,1998,8
13255,19.7,3156,,,19.1,2235,13,8964,50725,35.9,5742,,,36.3,4267,19.6,13542,62943,56834,27.8,,27.7,16.3,4449,,3251,11253,1
13257,15,875,,,13.9,602,12.2,3215,45277,29.2,1705,,,27.9,1214,19,5005,56093,50685,22.1,,20.9,15.6,1290,,908,4110,7
13259,26.6,160,,,28.3,122,26.1,1016,35734,47.8,286,,,52.3,226,38.9,1514,46720,41227,37.2,,40.3,32.5,223,,174,1265,2
13261,37.1,2383,,,42,2003,21.3,5834,40185,52.3,3353,,,57.8,2755,31.3,8540,47485,43835,44.7,,49.9,26.3,2868,,2379,7187,6
13263,34.6,317,,,38.7,271,22.6,1289,36457,55.6,511,,,59.5,415,32,1827,46855,41656,45.1,,49.1,27.3,414,,343,1558,2
13265,28.1,82,,,27.1,59,18.8,299,41312,51.3,150,,,51.7,113,30.2,479,51626,46469,39.7,,39.4,24.5,116,,86,389,8
13267,22.1,1071,,,20,715,20.6,4153,44348,40.3,1955,,,39.6,1413,30.8,6201,53648,48998,31.2,,29.8,25.7,1513,,1064,5177,8
13269,29.4,427,,,27.5,295,22,1677,39037,49,711,,,48.9,525,31.2,2373,50379,44708,39.2,,38.2,26.6,569,,410,2025,8
13271,32,604,,,34.2,467,23.9,2223,36736,52.4,988,,,56.6,773,36.3,3363,47670,42203,42.2,,45.4,30.1,796,,620,2793,9
13273,28.2,524,,,25.3,359,22.2,1864,40111,53.6,998,,,50.9,723,34,2858,51121,45616,40.9,,38.1,28.1,761,,541,2361,3
13275,18.1,1906,,,18.1,1438,15,6800,48830,31.7,3328,,,31.7,2512,21.8,9836,61148,54989,24.9,,24.9,18.4,2617,,1975,8318,4
13277,19.1,1930,,,17.6,1324,15.4,6260,47653,35.5,3580,,,34.8,2628,23,9310,58937,53295,27.3,,26.2,19.2,2755,,1976,7785,5
13279,24.9,1755,,,25.1,1291,18.6,4963,43503,41.7,2943,,,41.9,2159,27,7221,54229,48866,33.3,,33.5,22.8,2349,,1725,6092,7
13281,12.6,213,,,12.2,150,8.9,1113,55496,24.4,413,,,24.8,306,14.3,1779,65630,60563,18.5,,18.5,11.6,313,,228,1446,9
13283,22.7,313,,,21.1,220,18.3,1082,40014,43.9,605,,,42.5,442,29.7,1764,51384,45699,33.3,,31.8,24,459,,331,1423,9
13285,21.9,3702,,,20.2,2514,15.2,10521,55101,33.9,5746,,,33.4,4142,21,14557,66577,60839,27.9,,26.8,18.1,4724,,3328,12539,4
13287,25.1,554,,,21.4,346,18.4,1602,37271,49.1,1086,,,46.4,748,29.4,2568,48267,42769,37.1,,33.9,23.9,820,,547,2085,9
13289,21,300,,,20.5,218,16.3,1237,44264,40.8,582,,,41.3,440,26.3,1991,57136,50700,30.9,,30.9,21.3,441,,329,1614,3
13291,12.8,511,,,12,369,8.2,2179,61517,24.6,987,,,24,737,13.2,3513,69493,65505,18.7,,18,10.7,749,,553,2846,8
13293,18.4,1162,,,16.9,795,13.7,3811,47956,34.4,2182,,,33.3,1561,21.3,5925,60922,54439,26.4,,25.1,17.5,1672,,1178,4868,6
13295,14.9,2151,,,12.7,1370,12.5,8490,53462,25.3,3657,,,23.9,2592,17.7,12006,63264,58363,20.1,,18.3,15.1,2904,,1981,10248,2
13297,9.7,2402,,,9.2,1731,8.1,8506,72717,18.1,4478,,,17.6,3333,12.1,12738,86941,79829,13.9,,13.4,10.1,3440,,2532,10622,1
13299,20.1,1780,,,19.6,1280,15.2,5166,37072,38.9,3446,,,39.4,2578,24.6,8348,44730,40901,29.5,,29.5,19.9,2613,,1929,6757,5
13301,27,278,,,25.9,200,18.5,935,43106,51.8,534,,,52.1,402,29.9,1509,53510,48308,39.4,,39,24.2,406,,301,1222,8
13303,20.1,835,,,19.9,623,16.4,2941,42788,38.9,1617,,,39.1,1225,26.8,4815,54830,48809,29.5,,29.5,21.6,1226,,924,3878,7
13305,19.5,1462,,,16.4,936,15.9,4685,49709,34.7,2604,,,32,1820,23.5,6885,61885,55797,27.1,,24.2,19.7,2033,,1378,5785,6
13307,24.8,98,,,21.4,63,16,374,39090,45.2,178,,,43.6,129,25.4,594,50982,45036,35,,32.5,20.7,138,,96,484,8
13309,26.1,295,,,25.8,206,28,1392,36325,47.1,533,,,48.6,388,44.6,2216,46001,41163,36.6,,37.2,36.3,414,,297,1804,9
13311,10.2,558,,,9.8,403,8.3,2349,59249,20.6,1118,,,20.2,829,13.3,3785,74675,66962,15.4,,15,10.8,838,,616,3067,8
13313,18.3,4573,,,17.8,3363,13.4,13768,56783,26.1,6531,,,25.6,4847,17.6,18154,69439,63111,22.2,,21.7,15.5,5552,,4105,15961,3
13315,23.5,374,,,20.6,247,21.5,1439,39955,44.5,710,,,41.8,499,35.3,2367,51497,45726,34,,31.2,28.4,542,,373,1903,9
13317,22.1,423,,,21.5,304,13.4,1258,43083,42.5,813,,,43.3,612,22.2,2078,54187,48635,32.3,,32.4,17.8,618,,458,1668,8
13319,23.6,449,,,24.2,337,16.4,1405,45056,42.4,805,,,43.6,609,24.8,2131,57940,51498,33,,33.9,20.6,627,,473,1768,8
13321,22.6,982,,,20.6,673,17.6,3531,45499,40,1744,,,40.2,1315,25.2,5073,56161,50830,31.3,,30.4,21.4,1363,,994,4302,3
15000,10.7,30498,9.6,7190,10.1,21252,9.7,136530,94413,12.9,36898,13.2,9870,12.9,27066,10.7,149856,99019,96716,11.8,11.4,11.5,10.2,33698,8530,24159,143193,
15001,15.9,6596,,,15.2,4720,14.5,29845,67861,25.3,10472,,,25,7738,18.5,37849,78323,73092,20.6,,20.1,16.5,8534,,6229,33847,5
15003,8.4,16479,,,8,11563,8.4,80226,100119,11.6,22657,,,11.4,16311,9.8,94166,104645,102382,10,,9.7,9.1,19568,,13937,87196,1
15005,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
15007,7.6,1158,,,7.2,818,7.3,5281,82655,16.2,2454,,,15.8,1798,11.5,8421,97513,90084,11.9,,11.5,9.4,1806,,1308,6851,5
15009,7.8,2575,,,7.3,1799,7.7,12565,77775,15.2,5005,,,14.5,3571,11.1,18035,89753,83764,11.5,,10.9,9.4,3790,,2685,15300,3
16000,10.3,47643,11.7,12965,9,31558,9.7,185796,73766,12.3,56567,14.7,16291,11.4,39784,10.5,202080,75952,74859,11.3,13.2,10.2,10.1,52105,14628,35671,193938,
16001,5.9,6599,,,4.8,4078,7.2,36684,88182,9.1,10087,,,8,6844,8.8,44722,92844,90513,7.5,,6.4,8,8343,,5461,40703,2
16003,12.9,106,,,11.3,73,9.2,445,52962,26.5,220,,,25.1,161,15.2,739,66696,59829,19.7,,18.2,12.2,163,,117,592,9
16005,8.2,1827,,,7.2,1209,9.5,8397,61405,16.2,3591,,,15,2519,14.3,12639,73337,67371,12.2,,11.1,11.9,2709,,1864,10518,3
16007,8.1,140,,,7.2,95,7.7,513,59893,16.1,278,,,15.2,203,12.5,835,75145,67519,12.1,,11.2,10.1,209,,149,674,9
16009,11.4,261,,,9.7,172,10.1,1045,53822,23.2,529,,,21.3,376,15.9,1637,67922,60872,17.3,,15.5,13,395,,274,1341,8
16011,9.3,1342,,,8,892,8.7,4304,67686,17.5,2508,,,16.2,1794,13.5,6714,79132,73409,13.4,,12.1,11.1,1925,,1343,5509,6
16013,5,228,,,4.4,158,5.3,1321,83044,10,458,,,9.2,330,8.5,2103,105898,94471,7.5,,6.8,6.9,343,,244,1712,7
16015,10.2,133,,,9.8,95,7.6,647,67393,20.8,273,,,21,205,12.6,1075,81473,74433,15.5,,15.4,10.1,203,,150,861,2
16017,9.8,986,,,8.8,676,8.2,4295,61757,19,1920,,,18,1384,12.8,6669,74303,68030,14.4,,13.4,10.5,1453,,1030,5482,6
16019,9.1,3447,,,8.4,2420,8.4,10989,70338,14.9,5657,,,14,4012,12,15583,79558,74948,12,,11.2,10.2,4552,,3216,13286,3
16021,10.9,343,,,10.2,240,8.7,1175,58010,22.5,709,,,22.6,534,14.3,1929,72078,65044,16.7,,16.4,11.5,526,,387,1552,9
16023,14.1,89,,,12.7,60,11,303,50553,28.5,179,,,27.3,128,18.2,501,64803,57678,21.3,,20,14.6,134,,94,402,3
16025,7.1,19,,,5.3,11,6.2,76,62838,14.3,39,,,11.9,25,10.2,126,81512,72175,10.7,,8.6,8.2,29,,18,101,9
16027,9.6,6380,,,8.2,4088,8.7,22040,69355,14.8,9860,,,13.6,6770,11.5,29326,74763,72059,12.2,,10.9,10.1,8120,,5429,25683,2
16029,8.1,158,,,7.1,108,7.4,526,61335,15.9,314,,,14.9,226,12,858,79031,70183,12,,11,9.7,236,,167,692,8
16031,9.2,715,,,8.1,472,8.9,2248,62223,17.4,1361,,,16.5,956,14.1,3588,74311,68267,13.3,,12.3,11.5,1038,,714,2918,6
16033,16.3,30,,,16.7,21,11.7,93,48590,31.9,60,,,35.3,43,18.9,151,62660,55625,24.1,,26,15.3,45,,32,122,8
16035,13,176,,,11.8,121,11.5,972,52158,25.2,340,,,24.4,251,17.5,1482,65356,58757,19.1,,18.1,14.5,258,,186,1227,8
16037,12.2,90,,,10.7,62,11.6,520,50627,24.8,182,,,23.1,134,17.6,788,65961,58294,18.5,,16.9,14.6,136,,98,654,8
16039,10.1,714,,,9.4,469,9.4,2682,60449,19.3,1372,,,19.2,955,14.2,4076,68045,64247,14.7,,14.3,11.8,1043,,712,3379,6
