fips_code,Civilian_labor_force_2023,Employed_2023,Metro_2023,Rural_Urban_Continuum_Code_2023,Unemployed_2023,Unemployment_rate_2023
20127,2930,2857,0,8,73,2.5
20129,1104,1075,0,9,29,2.6
2013,2522,2469,0,9,53,2.1
20131,5896,5795,0,9,101,1.7
20133,6169,5951,0,7,218,3.5
20135,1289,1258,0,9,31,2.4
20137,2602,2550,0,9,52,2
20139,8082,7868,1,3,214,2.6
20141,1769,1730,0,9,39,2.2
20143,3000,2931,0,9,69,2.3
20145,2660,2592,0,9,68,2.6
20147,2579,2523,0,9,56,2.2
20149,12676,12382,1,3,294,2.3
20151,4876,4773,0,7,103,2.1
20153,1510,1481,0,9,29,1.9
20155,28928,28095,0,4,833,2.9
20157,2358,2309,0,9,49,2.1
20159,5136,5006,0,9,130,2.5
2016,3553,3446,0,9,107,3
20161,35130,34229,1,3,901,2.6
20163,2338,2278,0,9,60,2.6
20165,1620,1584,0,9,36,2.2
20167,3289,3212,0,9,77,2.3
20169,30115,29383,0,5,732,2.4
20171,2613,2562,0,9,51,2
20173,258378,250765,1,2,7613,2.9
20175,9687,9444,0,7,243,2.5
20177,92894,90376,1,3,2518,2.7
20179,1393,1364,0,9,29,2.1
20181,2750,2685,0,9,65,2.4
20183,2012,1971,0,9,41,2
20185,1890,1846,0,9,44,2.3
20187,1049,1027,0,9,22,2.1
20189,2745,2686,0,9,59,2.1
20191,10861,10566,1,2,295,2.7
20193,4216,4137,0,7,79,1.9
20195,1285,1247,0,9,38,3
20197,3774,3676,1,3,98,2.6
20199,862,843,0,9,19,2.2
2020,150823,145654,1,2,5169,3.4
20201,2985,2921,0,9,64,2.1
20203,1088,1064,0,9,24,2.2
20205,3686,3572,0,9,114,3.1
20207,1492,1442,0,9,50,3.4
20209,78869,76210,1,1,2659,3.4
2050,6743,6088,0,7,655,9.7
2060,461,444,0,9,17,3.7
2063,3460,3297,0,9,163,4.7
2066,1378,1273,0,9,105,7.6
2068,1041,979,0,9,62,6
2070,1729,1619,0,9,110,6.4
2090,45499,43768,1,3,1731,3.8
2100,1111,1038,0,9,73,6.6
21000,2026263,1941994,,,84269,4.2
21001,7216,6853,0,7,363,5
21003,8918,8562,1,3,356,4
21005,12026,11627,0,6,399,3.3
21007,3459,3290,1,3,169,4.9
21009,17675,16899,0,6,776,4.4
21011,4571,4313,0,8,258,5.6
21013,8259,7795,0,7,464,5.6
21015,71478,68936,1,1,2542,3.6
21017,9382,9047,1,2,335,3.6
21019,17030,16077,1,2,953,5.6
21021,12548,11980,0,7,568,4.5
21023,3738,3564,1,1,174,4.7
21025,3155,2917,0,9,238,7.5
21027,7869,7485,0,8,384,4.9
21029,42406,40677,1,1,1729,4.1
21031,5031,4804,1,3,227,4.5
21033,5714,5492,0,7,222,3.9
21035,17096,16346,0,7,750,4.4
21037,50200,48376,1,1,1824,3.6
21039,2191,2105,1,3,86,3.9
21041,5460,5267,0,6,193,3.5
21043,9599,8871,1,2,728,7.6
21045,6535,6266,0,9,269,4.1
21047,24573,23327,1,2,1246,5.1
21049,17231,16581,1,2,650,3.8
2105,1289,1217,0,9,72,5.6
21051,5071,4748,0,9,323,6.4
21053,3430,3252,0,9,178,5.2
21055,3720,3568,0,8,152,4.1
21057,3456,3339,0,9,117,3.4
21059,44563,42641,1,3,1922,4.3
21061,4769,4527,1,3,242,5.1
21063,1879,1724,0,8,155,8.2
21065,5138,4882,0,8,256,5
21067,175552,169623,1,2,5929,3.4
21069,5886,5603,0,9,283,4.8
21071,10873,10222,0,7,651,6
21073,25227,24331,0,4,896,3.6
21075,2104,1999,0,9,105,5
21077,3951,3792,1,1,159,4
21079,7901,7591,0,8,310,3.9
21081,11557,11089,1,1,468,4
21083,15387,14741,0,6,646,4.2
21085,10268,9797,0,6,471,4.6
21087,4983,4794,0,8,189,3.8
21089,12840,12001,1,2,839,6.5
21091,3710,3541,0,8,169,4.6
21093,47422,45471,1,3,1951,4.1
21095,6329,5911,0,7,418,6.6
21097,8776,8446,0,6,330,3.8
21099,7525,7194,0,8,331,4.4
2110,17471,16948,0,5,523,3
21101,20182,19378,0,4,804,4
21103,7975,7683,1,1,292,3.7
21105,1632,1559,0,8,73,4.5
21107,18255,17447,0,5,808,4.4
21109,4116,3884,0,9,232,5.6
21111,389522,374287,1,1,15235,3.9
21113,26587,25657,1,2,930,3.5
21115,6681,6242,0,7,439,6.6
21117,86915,83716,1,1,3199,3.7
21119,4256,3972,0,9,284,6.7
21121,9782,9210,0,7,572,5.8
21123,5781,5526,1,3,255,4.4
21125,24678,23568,0,5,1110,4.5
21127,5594,5273,1,2,321,5.7
21129,2155,2030,0,9,125,5.8
21131,2504,2331,0,9,173,6.9
21133,5959,5586,0,9,373,6.3
21135,4433,4077,0,8,356,8
21137,9182,8710,0,9,472,5.1
21139,3637,3454,1,3,183,5
21141,12126,11627,0,6,499,4.1
21143,3153,3014,0,8,139,4.4
21145,29813,28607,1,3,1206,4
21147,4638,4363,0,9,275,5.9
21149,3832,3655,1,3,177,4.6
21151,46796,44992,0,4,1804,3.9
21153,3122,2815,0,9,307,9.8
21155,9405,9081,0,6,324,3.4
21157,14891,14300,0,8,591,4
21159,2198,2015,0,8,183,8.3
21161,6465,6132,0,6,333,5.2
21163,11706,11170,1,1,536,4.6
21165,2311,2167,0,9,144,6.2
21167,10176,9763,0,6,413,4.1
21169,3846,3663,0,9,183,4.8
21171,4444,4254,0,8,190,4.3
21173,11560,11007,0,6,553,4.8
21175,4370,4146,0,9,224,5.1
21177,9886,9283,0,6,603,6.1
21179,23669,22821,1,1,848,3.6
21181,3302,3161,0,8,141,4.3
21183,9009,8508,0,6,501,5.6
21185,32836,31725,1,1,1111,3.4
21187,5167,4974,0,8,193,3.7
21189,1090,1018,0,9,72,6.6
21191,6857,6584,1,1,273,4
21193,7982,7535,0,7,447,5.6
21195,18898,17828,0,7,1070,5.7
21197,5137,4911,0,8,226,4.4
21199,25038,23829,0,5,1209,4.8
21201,784,743,0,8,41,5.2
21203,6464,6163,0,9,301,4.7
21205,10178,9648,0,6,530,5.2
21207,6333,5996,0,9,337,5.3
21209,30322,29308,1,2,1014,3.3
21211,25416,24531,1,1,885,3.5
21213,8963,8626,0,6,337,3.8
21215,10414,10029,1,1,385,3.7
21217,11997,11541,0,7,456,3.8
21219,5690,5476,0,8,214,3.8
2122,28170,26841,0,7,1329,4.7
21221,5963,5684,1,2,279,4.7
21223,3743,3598,0,8,145,3.9
21225,5829,5546,0,8,283,4.9
21227,66253,63646,1,3,2607,3.9
21229,6195,5989,0,8,206,3.3
21231,6813,6432,0,7,381,5.6
21233,5179,4961,0,9,218,4.2
21235,13680,13026,0,7,654,4.8
21237,2110,1977,0,9,133,6.3
21239,14718,14259,1,2,459,3.1
2130,6883,6630,0,7,253,3.7
2150,5984,5720,0,7,264,4.4
2158,2298,1952,0,9,346,15.1
2164,663,624,0,9,39,5.9
2170,49710,47311,1,2,2399,4.8
2180,4049,3738,0,9,311,7.7
2185,3064,2913,0,9,151,4.9
2188,2803,2533,0,9,270,9.6
2195,1398,1327,0,9,71,5.1
2198,2670,2490,0,9,180,6.7
22000,2076760,2000152,,,76608,3.7
22001,23860,22974,1,2,886,3.7
22003,8143,7801,0,6,342,4.2
22005,66938,64952,1,2,1986,3
22007,8783,8402,1,2,381,4.3
22009,14480,13869,0,6,611,4.2
22011,14551,14030,0,6,521,3.6
22013,5101,4880,0,8,221,4.3
22015,57979,56104,1,2,1875,3.2
22017,101375,97264,1,2,4111,4.1
22019,91057,87920,1,2,3137,3.4
22021,3690,3544,0,8,146,4
22023,3382,3288,1,2,94,2.8
22025,3594,3440,0,9,154,4.3
22027,5402,5188,0,9,214,4
22029,6895,6570,0,6,325,4.7
22031,10916,10465,1,2,451,4.1
22033,233437,225501,1,2,7936,3.4
22035,1683,1535,0,8,148,8.8
22037,7918,7640,1,2,278,3.5
22039,12200,11721,0,6,479,3.9
22041,7295,6917,0,6,378,5.2
22043,8113,7812,1,3,301,3.7
22045,27524,26391,0,4,1133,4.1
22047,13889,13309,1,2,580,4.2
22049,7146,6912,0,6,234,3.3
22051,209182,201929,1,1,7253,3.5
22053,12205,11745,1,2,460,3.8
22055,116181,112473,1,2,3708,3.2
22057,41281,39973,1,3,1308,3.2
22059,6567,6368,0,8,199,3
22061,21226,20425,0,4,801,3.8
22063,71823,69688,1,2,2135,3
22065,3483,3292,0,6,191,5.5
22067,9584,9015,1,3,569,5.9
22069,17347,16642,0,6,705,4.1
22071,175616,167786,1,1,7830,4.5
22073,69852,67209,1,3,2643,3.8
22075,9762,9443,1,1,319,3.3
22077,9800,9432,1,2,368,3.8
22079,54680,52770,1,3,1910,3.5
22081,3788,3655,0,8,133,3.5
22083,8167,7793,1,3,374,4.6
22085,9367,9013,0,8,354,3.8
22087,19937,19099,1,1,838,4.2
22089,24650,23859,1,1,791,3.2
22091,4276,4050,1,2,226,5.3
22093,8863,8467,1,1,396,4.5
22095,18901,18067,1,1,834,4.4
22097,31808,30384,0,4,1424,4.5
22099,22012,21227,1,2,785,3.6
22101,19061,18261,0,4,800,4.2
22103,119486,115587,1,2,3899,3.3
22105,57358,54898,1,3,2460,4.3
22107,1322,1254,0,9,68,5.1
22109,45309,43778,1,3,1531,3.4
22111,9144,8763,1,3,381,4.2
22113,24038,23164,1,2,874,3.6
22115,16298,15551,0,4,747,4.6
22117,17141,16409,0,6,732,4.3
22119,14161,13537,0,6,624,4.4
22121,14014,13554,1,2,460,3.3
22123,3460,3245,0,8,215,6.2
22125,5447,5303,1,2,144,2.6
22127,4821,4618,0,8,203,4.2
2220,4519,4385,0,7,134,3
2230,773,728,0,9,45,5.8
2240,3397,3220,0,9,177,5.2
2275,926,881,0,9,45,4.9
2282,315,296,0,9,19,6
2290,2392,2176,0,8,216,9
23000,687322,667619,,,19703,2.9
23001,53756,52165,1,3,1591,3
23003,28620,27505,0,7,1115,3.9
23005,166187,162199,1,2,3988,2.4
23007,13791,13303,0,8,488,3.5
23009,28728,27799,0,8,929,3.2
23011,62344,60714,0,4,1630,2.6
23013,19993,19419,0,7,574,2.9
23015,16835,16366,0,8,469,2.8
23017,26211,25375,0,6,836,3.2
23019,74441,72160,1,3,2281,3.1
23021,7100,6802,0,8,298,4.2
23023,19223,18780,1,2,443,2.3
23025,22088,21166,0,6,922,4.2
23027,20329,19714,0,8,615,3
23029,13400,12847,0,9,553,4.1
23031,114268,111302,1,2,2966,2.6
24000,3184868,3117270,,,67598,2.1
24001,30799,29936,0,4,863,2.8
24003,315180,309390,1,1,5790,1.8
24005,445794,436039,1,1,9755,2.2
24009,49497,48567,1,3,930,1.9
24011,16828,16470,0,6,358,2.1
24013,95290,93664,1,1,1626,1.7
24015,54798,53591,1,1,1207,2.2
24017,86748,84864,1,1,1884,2.2
24019,16290,15919,0,6,371,2.3
24021,136641,133976,1,1,2665,2
24023,14896,14551,0,8,345,2.3
24025,140714,137931,1,1,2783,2
24027,188575,185359,1,1,3216,1.7
24029,9869,9636,0,6,233,2.4
24031,548380,538156,1,1,10224,1.9
24033,497045,485870,1,1,11175,2.2
24035,28253,27750,1,1,503,1.8
24037,58431,57277,1,3,1154,2
24039,9215,8924,1,3,291,3.2
24041,17390,17008,0,6,382,2.2
24043,72266,70594,1,2,1672,2.3
24045,52107,50783,1,3,1324,2.5
24047,25589,24739,0,4,850,3.3
24510,274275,266276,1,1,7999,2.9
25000,3751662,3625293,,,126369,3.4
25001,112130,107428,1,3,4702,4.2
25003,61722,59489,1,3,2233,3.6
25005,298748,286506,1,1,12242,4.1
25007,9734,9310,0,7,424,4.4
25009,423500,408785,1,1,14715,3.5
25011,39803,38667,0,4,1136,2.9
25013,220071,210703,1,2,9368,4.3
25015,88097,85499,1,3,2598,2.9
25017,915035,888841,1,1,26194,2.9
25019,8163,7690,0,7,473,5.8
25021,394835,382700,1,1,12135,3.1
25023,283965,273935,1,1,10030,3.5
25025,455156,440449,1,1,14707,3.2
25027,440698,425288,1,2,15410,3.5
26000,5007904,4812421,,,195483,3.9
26001,3640,3375,0,9,265,7.3
26003,3324,3069,0,9,255,7.7
26005,64721,62513,0,4,2208,3.4
26007,14106,13465,0,7,641,4.5
26009,10418,9860,0,8,558,5.4
26011,6023,5606,0,8,417,6.9
26013,3217,3017,0,9,200,6.2
26015,33177,32002,1,1,1175,3.5
26017,49857,47400,1,3,2457,4.9
26019,9110,8659,1,3,451,5
26021,74317,71189,1,3,3128,4.2
26023,20225,19439,0,6,786,3.9
26025,61844,59159,1,3,2685,4.3
26027,24253,23178,1,2,1075,4.4
26029,13132,12532,0,7,600,4.6
26031,10404,9551,0,7,853,8.2
26033,16360,15393,0,7,967,5.9
26035,11882,11132,0,8,750,6.3
26037,42145,40741,1,2,1404,3.3
26039,5686,5353,0,9,333,5.9
26041,16956,16074,0,5,882,5.2
26043,12660,12179,0,7,481,3.8
26045,58360,56252,1,2,2108,3.6
26047,16641,15687,0,7,954,5.7
26049,183762,174637,1,2,9125,5
26051,10362,9754,0,8,608,5.9
26053,5922,5641,0,7,281,4.7
26055,51382,49642,1,3,1740,3.4
26057,17953,17168,0,6,785,4.4
26059,20699,19821,0,6,878,4.2
26061,17134,16341,0,5,793,4.6
26063,15589,14913,0,9,676,4.3
26065,152912,147008,1,2,5904,3.9
26067,31530,30389,1,1,1141,3.6
26069,10485,9860,0,7,625,6
26071,4926,4650,0,9,276,5.6
26073,32466,31000,0,4,1466,4.5
26075,75244,72215,1,3,3029,4
26077,135381,130403,1,2,4978,3.7
26079,8184,7729,1,3,455,5.6
26081,374650,362728,1,1,11922,3.2
26083,958,901,0,9,57,5.9
26085,3961,3683,0,9,278,7
26087,41690,39977,1,1,1713,4.1
26089,10747,10341,1,3,406,3.8
26091,46258,44324,0,4,1934,4.2
26093,106428,103521,1,1,2907,2.7
26095,2256,2123,0,9,133,5.9
26097,5392,4910,0,9,482,8.9
26099,455508,439505,1,1,16003,3.5
26101,9939,9369,0,6,570,5.7
26103,32840,31323,0,5,1517,4.6
26105,13448,12787,0,7,661,4.9
26107,18963,17952,0,6,1011,5.3
26109,10886,10453,0,7,433,4
26111,40812,39192,1,3,1620,4
26113,7098,6758,0,8,340,4.8
26115,77534,74284,1,3,3250,4.2
26117,29072,27831,1,1,1241,4.3
26119,3135,2900,0,9,235,7.5
26121,79360,75829,1,3,3531,4.4
26123,23880,22854,0,6,1026,4.3
26125,687933,667877,1,1,20056,2.9
26127,11850,11171,0,8,679,5.7
26129,8441,7882,0,9,559,6.6
26131,2087,1941,0,9,146,7
26133,12309,11724,0,9,585,4.8
26135,2843,2626,0,9,217,7.6
26137,11851,11284,0,7,567,4.8
26139,168938,163800,1,1,5138,3
26141,5045,4659,0,9,386,7.7
26143,8812,8175,0,7,637,7.2
26145,84315,79942,1,3,4373,5.2
26147,77012,74088,1,1,2924,3.8
26149,28892,27631,0,4,1261,4.4
26151,19809,18849,0,8,960,4.8
26153,3316,3075,0,9,241,7.3
26155,33491,32039,0,4,1452,4.3
26157,24079,22875,0,6,1204,5
26159,35558,33877,0,6,1681,4.7
26161,200968,194354,1,2,6614,3.3
26163,813992,778572,1,1,35420,4.4
26165,15167,14445,0,6,722,4.8
27000,3099923,3012707,,,87216,2.8
27001,7514,7155,0,8,359,4.8
27003,199737,194226,1,1,5511,2.8
27005,19513,18931,0,6,582,3
27007,25182,24303,0,7,879,3.5
27009,21827,21039,1,3,788,3.6
27011,2399,2318,0,9,81,3.4
27013,40911,39965,1,3,946,2.3
27015,13991,13583,0,6,408,2.9
27017,17614,16964,1,2,650,3.7
27019,59767,58305,1,1,1462,2.4
27021,14948,14291,0,9,657,4.4
27023,6462,6280,0,7,182,2.8
27025,30171,29170,1,1,1001,3.3
27027,38044,37255,1,3,789,2.1
27029,4550,4277,0,8,273,6
27031,2901,2796,0,9,105,3.6
27033,6324,6031,0,9,293,4.6
27035,33916,32752,0,4,1164,3.4
27037,243607,237392,1,1,6215,2.6
27039,12051,11710,1,3,341,2.8
27041,21680,21107,0,6,573,2.6
27043,7098,6880,0,8,218,3.1
27045,11580,11254,1,3,326,2.8
27047,15921,15487,0,7,434,2.7
27049,27017,26303,0,6,714,2.6
27051,3259,3154,0,9,105,3.2
27053,708159,689878,1,1,18281,2.6
27055,10479,10216,1,3,263,2.5
27057,10253,9811,0,9,442,4.3
27059,21924,21097,1,1,827,3.8
27061,21759,20758,0,6,1001,4.6
27063,5552,5392,0,9,160,2.9
27065,9349,8879,0,8,470,5
27067,23424,22741,0,4,683,2.9
27069,2243,2175,0,9,68,3
27071,5766,5519,0,7,247,4.3
27073,3412,3318,0,9,94,2.8
27075,5302,5096,0,8,206,3.9
27077,2377,2294,0,9,83,3.5
27079,16059,15428,1,1,631,3.9
27081,3081,2988,0,9,93,3
27083,14255,13892,0,7,363,2.5
27085,19357,18732,0,4,625,3.2
27087,2298,2189,0,8,109,4.7
27089,5431,5203,0,8,228,4.2
27091,9785,9508,0,6,277,2.8
27093,13908,13470,0,6,438,3.1
27095,12817,12169,1,1,648,5.1
27097,17628,16844,0,6,784,4.4
27099,21245,20691,0,4,554,2.6
27101,4673,4491,0,9,182,3.9
27103,21015,20554,1,3,461,2.2
27105,11092,10788,0,7,304,2.7
27107,3193,3080,0,8,113,3.5
27109,91858,89894,1,3,1964,2.1
27111,31588,30552,0,6,1036,3.3
27113,8688,8404,0,6,284,3.3
27115,14643,13927,0,8,716,4.9
27117,4683,4551,0,8,132,2.8
27119,16254,15779,1,3,475,2.9
27121,6491,6310,0,8,181,2.8
27123,286615,278910,1,1,7705,2.7
27125,2163,2079,0,8,84,3.9
27127,7603,7382,0,9,221,2.9
27129,8105,7805,0,9,300,3.7
27131,37912,36932,0,4,980,2.6
27133,5964,5854,1,2,110,1.8
27135,8140,7911,0,9,229,2.8
27137,100262,97053,1,2,3209,3.2
27139,84925,82774,1,1,2151,2.5
27141,53538,51839,1,1,1699,3.2
27143,8159,7886,0,8,273,3.3
27145,90240,87723,1,3,2517,2.8
27147,19034,18464,0,5,570,3
27149,5442,5314,0,7,128,2.4
27151,4933,4779,0,9,154,3.1
27153,13786,13291,0,8,495,3.6
27155,1628,1579,0,9,49,3
27157,12317,11981,1,3,336,2.7
27159,6079,5792,0,9,287,4.7
27161,8576,8244,0,6,332,3.9
27163,145662,142110,1,1,3552,2.4
27165,6668,6477,0,8,191,2.9
27167,3417,3333,0,8,84,2.5
27169,28474,27805,0,4,669,2.3
27171,77233,74968,1,1,2265,2.9
27173,5031,4880,0,9,151,3
28000,1231104,1192015,,,39089,3.2
28001,10267,9814,0,7,453,4.4
28003,14716,14274,0,7,442,3
28005,4199,4030,0,8,169,4
28007,6759,6519,0,6,240,3.6
28009,2960,2850,1,1,110,3.7
28011,11177,10773,0,7,404,3.6
28013,5152,4979,0,9,173,3.4
28015,3059,2940,0,8,119,3.9
28017,6101,5845,0,9,256,4.2
28019,3541,3444,0,9,97,2.7
28021,2831,2623,0,8,208,7.3
28023,5428,5231,0,9,197,3.6
28025,8869,8574,0,7,295,3.3
28027,7287,6928,0,6,359,4.9
28029,10661,10283,1,2,378,3.5
28031,8118,7897,0,8,221,2.7
28033,91444,88909,1,1,2535,2.8
28035,33036,32051,1,3,985,3
28037,2636,2522,0,9,114,4.3
28039,8699,8359,0,8,340,3.9
28041,4200,4027,0,8,173,4.1
28043,8340,8044,0,7,296,3.5
28045,18797,18182,1,2,615,3.3
28047,86933,84373,1,2,2560,2.9
28049,100930,97816,1,2,3114,3.1
28051,4923,4641,1,2,282,5.7
28053,1883,1758,0,8,125,6.6
28055,293,271,0,9,22,7.5
28057,9816,9527,0,9,289,2.9
28059,58292,56388,1,2,1904,3.3
28061,5845,5627,0,8,218,3.7
28063,1793,1580,0,9,213,11.9
28065,3847,3693,0,8,154,4
28067,25002,24211,0,4,791,3.2
28069,3137,2994,0,9,143,4.6
28071,28025,27330,0,4,695,2.5
28073,31499,30725,1,3,774,2.5
28075,28114,27208,0,5,906,3.2
28077,4703,4525,0,8,178,3.8
28079,7807,7561,0,8,246,3.2
28081,39014,37928,0,5,1086,2.8
28083,8629,8208,0,6,421,4.9
28085,14388,13936,0,6,452,3.1
28087,24276,23482,0,5,794,3.3
28089,53001,51650,1,2,1351,2.5
28091,9959,9645,0,6,314,3.2
28093,13867,13369,1,1,498,3.6
28095,14548,13992,0,7,556,3.8
28097,3738,3606,0,9,132,3.5
28099,9727,9384,0,7,343,3.5
28101,7654,7379,0,8,275,3.6
28103,3303,3148,0,9,155,4.7
28105,21607,20891,0,5,716,3.3
28107,12026,11558,0,6,468,3.9
28109,23674,22956,0,6,718,3
28111,4198,4039,1,3,159,3.8
28113,13794,13248,0,6,546,4
28115,14184,13801,0,9,383,2.7
28117,10855,10554,0,7,301,2.8
28119,2226,2120,0,8,106,4.8
28121,76142,74373,1,2,1769,2.3
28123,12358,12040,1,2,318,2.6
28125,1181,1108,0,8,73,6.2
28127,10487,10172,1,2,315,3
28129,6467,6284,0,8,183,2.8
28131,6858,6624,1,2,234,3.4
28133,7360,7021,0,7,339,4.6
28135,4779,4621,0,9,158,3.3
28137,11796,11410,1,1,386,3.3
28139,9735,9466,0,8,269,2.8
28141,8062,7803,0,8,259,3.2
28143,4036,3896,1,1,140,3.5
28145,14432,14106,0,7,326,2.3
28147,4817,4620,0,9,197,4.1
28149,18859,18212,0,4,647,3.4
28151,14198,13496,0,5,702,4.9
28153,6897,6646,0,9,251,3.6
28155,3795,3679,0,9,116,3.1
28157,2522,2383,0,8,139,5.5
28159,7054,6814,0,9,240,3.4
28161,4771,4604,0,9,167,3.5
28163,8713,8415,1,2,298,3.4
29000,3087759,2993587,,,94172,3
29001,9857,9499,0,7,358,3.6
29003,9439,9194,1,3,245,2.6
29005,2421,2356,0,9,65,2.7
29007,9681,9357,0,6,324,3.3
29009,13921,13435,0,6,486,3.5
29011,5222,5064,0,8,158,3
29013,7668,7423,1,1,245,3.2
29015,7184,6875,0,9,309,4.3
29017,5278,5121,1,3,157,3
29019,101183,98678,1,3,2505,2.5
29021,42471,41251,1,3,1220,2.9
29023,17526,16760,0,5,766,4.4
29025,4252,4121,1,1,131,3.1
29027,21830,21211,1,3,619,2.8
29029,19570,18833,0,7,737,3.8
29031,40650,39535,1,3,1115,2.7
29033,4568,4440,0,8,128,2.8
29035,2414,2307,0,9,107,4.4
29037,55599,53950,1,1,1649,3
29039,5694,5495,0,8,199,3.5
29041,3648,3551,0,8,97,2.7
29043,48147,46935,1,2,1212,2.5
29045,2960,2847,0,9,113,3.8
29047,140139,136342,1,1,3797,2.7
29049,10693,10369,1,1,324,3
29051,39656,38666,1,3,990,2.5
29053,7087,6873,1,3,214,3
29055,10593,10231,0,8,362,3.4
29057,3365,3265,0,8,100,3
29059,7289,7063,1,2,226,3.1
29061,3953,3843,0,8,110,2.8
29063,4033,3918,1,3,115,2.9
29065,6232,6013,0,9,219,3.5
29067,5157,4986,0,8,171,3.3
29069,10996,10442,0,7,554,5
29071,53453,51952,1,1,1501,2.8
29073,7529,7326,0,8,203,2.7
29075,3149,3066,0,8,83,2.6
29077,157725,153698,1,2,4027,2.6
29079,3957,3833,0,7,124,3.1
29081,3646,3535,0,9,111,3
29083,10137,9823,0,6,314,3.1
29085,4162,4013,0,8,149,3.6
29087,2423,2364,0,8,59,2.4
29089,4678,4535,1,3,143,3.1
29091,16094,15502,0,7,592,3.7
29093,3435,3265,0,9,170,4.9
29095,364674,352361,1,1,12313,3.4
29097,57591,55863,1,3,1728,3
29099,119291,115930,1,1,3361,2.8
29101,23033,22282,0,4,751,3.3
29103,1662,1609,0,9,53,3.2
29105,16777,16233,0,6,544,3.2
29107,16866,16376,1,1,490,2.9
29109,17083,16555,0,6,528,3.1
29111,4724,4586,0,9,138,2.9
29113,29571,28646,1,1,925,3.1
29115,5078,4884,0,9,194,3.8
29117,7009,6842,0,7,167,2.4
29119,11336,10967,0,8,369,3.3
29121,6929,6698,0,7,231,3.3
29123,5217,5024,0,9,193,3.7
29125,3860,3735,0,8,125,3.2
29127,13698,13271,0,7,427,3.1
29129,1647,1601,0,9,46,2.8
29131,12877,12472,0,6,405,3.1
29133,5064,4873,0,8,191,3.8
29135,7106,6922,1,3,184,2.6
29137,3730,3610,0,9,120,3.2
29139,5890,5712,0,8,178,3
29141,8409,8095,0,8,314,3.7
29143,8210,7908,0,9,302,3.7
29145,27212,26389,1,3,823,3
29147,11170,10854,0,6,316,2.8
29149,3857,3721,0,9,136,3.5
29151,7092,6920,1,3,172,2.4
29153,3418,3257,0,9,161,4.7
29155,5799,5517,0,7,282,4.9
29157,9694,9450,0,6,244,2.5
29159,20079,19453,0,5,626,3.1
29161,20153,19529,0,5,624,3.1
29163,7217,6988,0,8,229,3.2
29165,60678,59116,1,1,1562,2.6
29167,14880,14421,1,2,459,3.1
29169,14619,14089,0,5,530,3.6
29171,2115,2050,0,9,65,3.1
29173,5365,5216,0,9,149,2.8
29175,10042,9690,0,6,352,3.5
29177,10956,10595,1,1,361,3.3
29179,2721,2629,0,9,92,3.4
29181,5157,4944,0,9,213,4.1
29183,231852,225944,1,1,5908,2.5
29185,3829,3685,0,8,144,3.8
29186,9390,9127,0,8,263,2.8
29187,25524,24535,0,4,989,3.9
29189,532451,516724,1,1,15727,3
29195,10422,10114,0,7,308,3
29197,1789,1720,0,9,69,3.9
29199,2295,2240,0,9,55,2.4
29201,19817,19226,0,4,591,3
29203,3285,3135,0,9,150,4.6
29205,2887,2809,0,9,78,2.7
29207,13013,12506,0,6,507,3.9
29209,13442,12817,0,6,625,4.6
29211,2486,2404,0,9,82,3.3
29213,25931,24659,0,4,1272,4.9
29215,9052,8711,0,9,341,3.8
29217,8963,8653,0,6,310,3.5
29219,18940,18385,1,1,555,2.9
29221,10019,9638,0,8,381,3.8
29223,4789,4574,0,9,215,4.5
29225,17836,17348,1,2,488,2.7
29227,1128,1100,0,9,28,2.5
29229,7664,7396,0,8,268,3.5
29510,150650,145099,1,1,5551,3.7
30000,574096,557509,,,16587,2.9
30001,5200,5073,0,9,127,2.4
30003,4590,4390,0,8,200,4.4
30005,2180,2102,0,9,78,3.6
30007,2847,2746,1,3,101,3.5
30009,5886,5724,1,3,162,2.8
30011,688,674,0,9,14,2
30013,39489,38355,1,3,1134,2.9
30015,2507,2428,0,8,79,3.2
30017,6299,6123,0,7,176,2.8
30019,874,857,0,9,17,1.9
30021,4291,4180,0,7,111,2.6
30023,5472,5321,0,7,151,2.8
30025,1637,1609,0,9,28,1.7
30027,5828,5650,0,7,178,3.1
30029,53813,51943,0,5,1870,3.5
30031,79948,78270,1,3,1678,2.1
30033,743,718,0,9,25,3.4
30035,5730,5419,0,9,311,5.4
30037,381,370,0,8,11,2.9
30039,1697,1628,0,8,69,4.1
30041,7657,7467,0,7,190,2.5
30043,6125,5947,1,3,178,2.9
30045,972,945,0,8,27,2.8
30047,14309,13795,0,6,514,3.6
30049,38712,37712,1,3,1000,2.6
30051,1010,985,0,9,25,2.5
30053,8696,8240,0,9,456,5.2
30055,985,965,0,9,20,2
30057,4543,4405,0,8,138,3
30059,1012,986,0,8,26,2.6
30061,1880,1787,1,3,93,4.9
30063,69185,67213,1,3,1972,2.9
30065,2390,2317,0,8,73,3.1
30067,10268,9975,0,6,293,2.9
30069,276,267,0,9,9,3.3
30071,1761,1687,0,9,74,4.2
30073,2657,2581,0,9,76,2.9
30075,1018,993,0,9,25,2.5
30077,2999,2909,0,8,90,3
30079,674,657,0,9,17,2.5
30081,22245,21566,0,6,679,3.1
30083,5662,5513,0,7,149,2.6
30085,4270,4106,0,9,164,3.8
30087,3570,3448,0,8,122,3.4
30089,5517,5251,0,8,266,4.8
30091,1724,1685,0,9,39,2.3
30093,18005,17399,0,5,606,3.4
