fips_code,Civilian_labor_force_2023,Employed_2023,Metro_2023,Rural_Urban_Continuum_Code_2023,Unemployed_2023,Unemployment_rate_2023
45061,6527,6272,0,8,255,3.9
45063,155871,152047,1,2,3824,2.5
45065,3464,3349,0,8,115,3.3
45067,12733,12167,0,6,566,4.4
45069,7499,6960,0,6,539,7.2
45071,19032,18483,0,6,549,2.9
45073,35721,34733,0,4,988,2.8
45075,33392,31917,0,4,1475,4.4
45077,59768,58027,1,2,1741,2.9
45079,203246,197182,1,2,6064,3
45081,8638,8393,1,2,245,2.8
45083,158371,153786,1,2,4585,2.9
45085,41212,39629,1,3,1583,3.8
45087,11455,10989,1,2,466,4.1
45089,10405,9909,0,6,496,4.8
45091,152682,148386,1,1,4296,2.8
46000,480238,470715,,,9523,2
46003,1501,1477,0,9,24,1.6
46005,9242,9072,0,7,170,1.8
46007,1072,1039,0,9,33,3.1
46009,2873,2818,0,9,55,1.9
46011,19313,18930,0,5,383,2
46013,20079,19678,0,5,401,2
46015,2621,2576,0,9,45,1.7
46017,701,670,0,9,31,4.4
46019,5282,5181,0,7,101,1.9
46021,773,754,0,9,19,2.5
46023,3914,3828,0,9,86,2.2
46025,2109,2066,0,9,43,2
46027,7296,7145,0,6,151,2.1
46029,16164,15872,0,5,292,1.8
46031,1286,1247,0,9,39,3
46033,4252,4145,1,3,107,2.5
46035,11097,10906,0,7,191,1.7
46037,2659,2587,0,9,72,2.7
46039,2321,2257,0,9,64,2.8
46041,2296,2166,0,9,130,5.7
46043,1492,1463,0,9,29,1.9
46045,2010,1969,0,9,41,2
46047,3003,2926,0,9,77,2.6
46049,1099,1079,0,9,20,1.8
46051,4458,4349,0,9,109,2.4
46053,2121,2081,0,9,40,1.9
46055,1081,1062,0,9,19,1.8
46057,3687,3622,0,9,65,1.8
46059,1821,1792,0,9,29,1.6
46061,1792,1752,0,8,40,2.2
46063,727,713,0,9,14,1.9
46065,10023,9867,0,7,156,1.6
46067,3677,3601,0,8,76,2.1
46069,655,643,0,9,12,1.8
46071,1262,1221,0,9,41,3.2
46073,1196,1176,0,9,20,1.7
46075,523,510,0,9,13,2.5
46077,2756,2704,0,9,52,1.9
46079,6737,6609,0,6,128,1.9
46081,14551,14280,0,6,271,1.9
46083,38228,37614,1,2,614,1.6
46085,1710,1662,0,9,48,2.8
46087,3172,3118,1,2,54,1.7
46089,987,963,0,9,24,2.4
46091,2484,2421,0,9,63,2.5
46093,14617,14317,1,3,300,2.1
46095,757,733,0,9,24,3.2
46097,1280,1258,0,8,22,1.7
46099,118749,116581,1,2,2168,1.8
46101,4067,3985,0,8,82,2
46102,3593,3383,0,9,210,5.8
46103,60198,59051,1,3,1147,1.9
46105,1430,1401,0,9,29,2
46107,1059,1034,0,9,25,2.4
46109,4739,4594,0,9,145,3.1
46111,1221,1199,0,9,22,1.8
46115,3012,2946,0,9,66,2.2
46117,1955,1920,0,9,35,1.8
46119,828,815,0,9,13,1.6
46121,3034,2932,0,9,102,3.4
46123,3081,3031,0,9,50,1.6
46125,4838,4748,1,2,90,1.9
46127,8726,8540,1,3,186,2.1
46129,2075,2009,0,9,66,3.2
46135,11915,11706,0,7,209,1.8
46137,962,920,0,9,42,4.4
47000,3379605,3267935,,,111670,3.3
47001,35580,34429,1,2,1151,3.2
47003,21848,21126,0,4,722,3.3
47005,6785,6505,0,9,280,4.1
47007,4474,4235,0,8,239,5.3
47009,66080,64092,1,2,1988,3
47011,50251,48485,1,3,1766,3.5
47013,15098,14472,1,2,626,4.1
47015,6984,6779,1,1,205,2.9
47017,11765,11283,0,6,482,4.1
47019,24082,23198,1,3,884,3.7
47021,22947,22356,1,1,591,2.6
47023,8493,8227,1,3,266,3.1
47025,12803,12299,0,6,504,3.9
47027,2849,2724,0,8,125,4.4
47029,14769,14100,0,6,669,4.5
47031,25544,24681,0,4,863,3.4
47033,6806,6584,1,3,222,3.3
47035,23766,22774,0,4,992,4.2
47037,419758,408625,1,1,11133,2.7
47039,4359,4162,0,9,197,4.5
47041,7707,7388,0,8,319,4.1
47043,28374,27598,1,1,776,2.7
47045,16700,16110,0,6,590,3.5
47047,19008,18318,1,1,690,3.6
47049,7700,7406,0,8,294,3.8
47051,19520,18846,0,7,674,3.5
47053,21666,20911,1,3,755,3.5
47055,14738,14253,0,6,485,3.3
47057,9787,9428,1,2,359,3.7
47059,28645,27456,0,4,1189,4.2
47061,5059,4833,0,8,226,4.5
47063,28092,27092,1,3,1000,3.6
47065,188594,182553,1,2,6041,3.2
47067,2269,2169,0,8,100,4.4
47069,8807,8417,0,6,390,4.4
47071,10152,9750,0,6,402,4
47073,23251,22350,1,2,901,3.9
47075,8130,7776,0,6,354,4.4
47077,11707,11274,0,6,433,3.7
47079,13629,13113,0,7,516,3.8
47081,11921,11589,1,1,332,2.8
47083,3203,3057,0,8,146,4.6
47085,8874,8585,0,8,289,3.3
47087,4793,4598,0,8,195,4.1
47089,24960,24074,1,3,886,3.5
47091,7484,7246,0,8,238,3.2
47093,253277,246156,1,2,7121,2.8
47095,1609,1540,0,9,69,4.3
47097,9337,8864,0,6,473,5.1
47099,19325,18653,0,6,672,3.5
47101,5529,5344,0,8,185,3.3
47103,16653,16128,0,6,525,3.2
47105,24619,23816,1,2,803,3.3
47107,21176,20288,0,4,888,4.2
47109,8358,7964,0,8,394,4.7
47111,11863,11497,1,1,366,3.1
47113,48687,47059,1,3,1628,3.3
47115,12665,12169,1,2,496,3.9
47117,15744,15244,0,6,500,3.2
47119,53782,52302,1,1,1480,2.8
47121,4965,4719,0,8,246,5
47123,20655,19911,0,6,744,3.6
47125,89396,86066,1,2,3330,3.7
47127,3673,3581,0,9,92,2.5
47129,7952,7630,1,2,322,4
47131,12919,12426,0,7,493,3.8
47133,10109,9753,0,9,356,3.5
47135,2830,2684,0,9,146,5.2
47137,2131,2044,0,9,87,4.1
47139,7064,6788,1,3,276,3.9
47141,35173,33953,0,4,1220,3.5
47143,13367,12764,0,6,603,4.5
47145,23993,23120,1,2,873,3.6
47147,39904,38818,1,1,1086,2.7
47149,199154,193939,1,1,5215,2.6
47151,8176,7786,0,8,390,4.8
47153,6330,6082,1,2,248,3.9
47155,56065,54379,0,4,1686,3
47157,431889,413103,1,1,18786,4.3
47159,9930,9631,1,1,299,3
47161,5694,5489,1,2,205,3.6
47163,69003,66605,1,2,2398,3.5
47165,110576,107670,1,1,2906,2.6
47167,27320,26290,1,1,1030,3.8
47169,5838,5655,1,1,183,3.1
47171,7070,6773,1,3,297,4.2
47173,7912,7614,1,2,298,3.8
47175,2127,2031,0,9,96,4.5
47177,16767,16073,0,6,694,4.1
47179,61502,59492,1,3,2010,3.3
47181,6472,6213,0,8,259,4
47183,15038,14493,0,6,545,3.6
47185,12060,11634,0,7,426,3.5
47187,140569,137104,1,1,3465,2.5
47189,83551,81274,1,1,2277,2.7
48000,15067153,14472524,,,594629,3.9
48001,22844,22038,0,7,806,3.5
48003,9373,9092,0,6,281,3
48005,35036,33506,0,5,1530,4.4
48007,9522,9057,1,2,465,4.9
48009,4035,3893,1,3,142,3.5
48011,948,917,1,2,31,3.3
48013,22990,22115,1,1,875,3.8
48015,14498,13965,1,1,533,3.7
48017,2329,2219,0,6,110,4.7
48019,10854,10472,1,1,382,3.5
48021,49984,48279,1,1,1705,3.4
48023,1883,1835,0,9,48,2.5
48025,9348,8870,0,6,478,5.1
48027,151178,144385,1,2,6793,4.5
48029,1004146,966616,1,1,37530,3.7
48031,7460,7254,0,8,206,2.8
48033,736,723,0,9,13,1.8
48035,8800,8492,1,2,308,3.5
48037,38549,36919,1,3,1630,4.2
48039,190151,181815,1,1,8336,4.4
48041,132605,128488,1,2,4117,3.1
48043,4417,4274,0,7,143,3.2
48045,613,590,0,8,23,3.8
48047,2295,2168,0,9,127,5.5
48049,15724,15048,0,5,676,4.3
48051,9119,8789,1,2,330,3.6
48053,26549,25729,0,6,820,3.1
48055,22091,21310,1,1,781,3.5
48057,12079,11678,0,6,401,3.3
48059,6398,6168,1,3,230,3.6
48061,181270,171454,1,2,9816,5.4
48063,5138,4913,0,8,225,4.4
48065,3029,2939,1,2,90,3
48067,11998,11435,0,6,563,4.7
48069,3341,3239,0,9,102,3.1
48071,21715,20550,1,1,1165,5.4
48073,20774,19859,0,6,915,4.4
48075,3213,3124,0,9,89,2.8
48077,4876,4694,1,3,182,3.7
48079,1138,1093,1,2,45,4
48081,1614,1560,0,8,54,3.3
48083,3066,2926,0,8,140,4.6
48085,644705,622134,1,1,22571,3.5
48087,1109,1069,0,9,40,3.6
48089,10572,10207,0,8,365,3.5
48091,84437,81394,1,1,3043,3.6
48093,6267,6044,0,9,223,3.6
48095,1339,1297,0,8,42,3.1
48097,20583,19898,0,6,685,3.3
48099,24964,23845,1,2,1119,4.5
48101,951,926,0,9,25,2.6
48103,1726,1649,0,8,77,4.5
48105,1503,1453,0,8,50,3.3
48107,2429,2327,1,2,102,4.2
48109,1246,1206,0,9,40,3.2
48111,3903,3803,0,7,100,2.6
48113,1461604,1405512,1,1,56092,3.8
48115,4445,4257,0,6,188,4.2
48117,8959,8679,0,6,280,3.1
48119,2512,2400,0,8,112,4.5
48121,568450,548549,1,1,19901,3.5
48123,9114,8812,0,6,302,3.3
48125,608,577,0,8,31,5.1
48127,6288,6085,0,7,203,3.2
48129,1447,1391,0,8,56,3.9
48131,4987,4768,0,9,219,4.4
48133,6563,6261,0,8,302,4.6
48135,86162,83293,1,3,2869,3.3
48137,1264,1233,0,9,31,2.5
48139,106348,102421,1,1,3927,3.7
48141,378938,362318,1,2,16620,4.4
48143,21573,20816,0,5,757,3.5
48145,6941,6658,1,2,283,4.1
48147,18049,17436,0,6,613,3.4
48149,12198,11787,0,6,411,3.4
48151,1633,1579,0,8,54,3.3
48153,2438,2334,0,8,104,4.3
48155,577,558,0,9,19,3.3
48157,432297,415144,1,1,17153,4
48159,5157,4962,0,9,195,3.8
48161,6584,6248,0,9,336,5.1
48163,9383,9078,0,6,305,3.3
48165,10454,10150,0,6,304,2.9
48167,174213,166796,1,1,7417,4.3
48169,1981,1913,1,2,68,3.4
48171,14739,14358,0,7,381,2.6
48173,901,879,0,8,22,2.4
48175,3185,3066,1,3,119,3.7
48177,9505,9178,0,6,327,3.4
48179,7770,7451,0,6,319,4.1
48181,69425,66861,1,3,2564,3.7
48183,58130,55674,1,2,2456,4.2
48185,11882,11359,0,6,523,4.4
48187,87830,84847,1,1,2983,3.4
48189,11434,10876,0,4,558,4.9
48191,1078,1032,0,9,46,4.3
48193,3844,3714,0,8,130,3.4
48195,2804,2731,0,9,73,2.6
48197,1745,1662,0,9,83,4.8
48199,25350,24107,1,2,1243,4.9
48201,2414902,2312228,1,1,102674,4.3
48203,28558,27219,1,2,1339,4.7
48205,2589,2535,0,9,54,2.1
48207,2431,2338,0,8,93,3.8
48209,144229,139520,1,1,4709,3.3
48211,1559,1504,0,9,55,3.5
48213,39813,38192,0,4,1621,4.1
48215,378591,355519,1,2,23072,6.1
48217,17982,17256,0,6,726,4
48219,10768,10377,1,2,391,3.6
48221,30595,29468,0,4,1127,3.7
48223,18918,18261,0,6,657,3.5
48225,10702,10355,0,7,347,3.2
48227,12906,12357,0,4,549,4.3
48229,1906,1834,1,2,72,3.8
48231,48174,46182,1,1,1992,4.1
48233,8486,8119,0,6,367,4.3
48235,798,772,1,3,26,3.3
48237,3464,3341,0,8,123,3.6
48239,7135,6898,0,6,237,3.3
48241,12224,11458,0,6,766,6.3
48243,1005,973,0,9,32,3.2
48245,103246,96784,1,2,6462,6.3
48247,1851,1764,0,8,87,4.7
48249,15787,14967,0,6,820,5.2
48251,91344,88059,1,1,3285,3.6
48253,5940,5666,1,3,274,4.6
48255,6758,6547,0,8,211,3.1
48257,77440,74279,1,1,3161,4.1
48259,24335,23528,1,1,807,3.3
48261,127,118,0,9,9,7.1
48263,606,593,0,9,13,2.1
48265,22557,21761,0,4,796,3.5
48267,1794,1733,0,9,61,3.4
48269,497,492,0,9,5,1
48271,1261,1203,0,9,58,4.6
48273,13171,12560,0,4,611,4.6
48275,1522,1468,0,9,54,3.5
48277,23849,22827,0,5,1022,4.3
48279,5091,4880,0,6,211,4.1
48281,9535,9173,1,2,362,3.8
48283,4070,3965,0,8,105,2.6
48285,9299,8993,0,8,306,3.3
48287,9316,9021,0,8,295,3.2
48289,6558,6248,0,8,310,4.7
48291,36244,34259,1,1,1985,5.5
48293,9103,8719,0,6,384,4.2
48295,1457,1411,0,9,46,3.2
48297,5029,4838,0,8,191,3.8
48299,9812,9460,0,7,352,3.6
48301,1601,1596,0,9,5,0.3
48303,165713,160188,1,2,5525,3.3
48305,2876,2782,1,2,94,3.3
48307,3113,2985,0,9,128,4.1
48309,129409,124650,1,2,4759,3.7
48311,829,815,0,8,14,1.7
48313,4744,4525,0,8,219,4.6
48315,4348,4140,0,8,208,4.8
48317,2923,2845,1,3,78,2.7
48319,1853,1789,0,9,64,3.5
48321,17135,16206,0,6,929,5.4
48323,23770,21990,1,3,1780,7.5
48325,23213,22333,1,1,880,3.8
48327,849,818,0,9,31,3.7
48329,111773,108999,1,3,2774,2.5
48331,10911,10457,0,6,454,4.2
48333,1867,1794,0,9,73,3.9
48335,2338,2245,0,7,93,4
48337,9567,9230,0,6,337,3.5
48339,311467,299211,1,1,12256,3.9
48341,11299,10995,0,7,304,2.7
48343,4543,4276,0,8,267,5.9
48345,506,486,0,8,20,4
48347,28131,26910,0,5,1221,4.3
48349,23823,22881,0,4,942,4
48351,4990,4637,0,8,353,7.1
48353,6859,6620,0,6,239,3.5
48355,168426,161292,1,2,7134,4.2
48357,3987,3854,0,7,133,3.3
48359,942,914,1,2,28,3
48361,35460,33544,1,2,1916,5.4
48363,13348,12850,0,6,498,3.7
48365,9639,9210,0,6,429,4.5
48367,76471,73916,1,1,2555,3.3
48369,5121,4987,0,9,134,2.6
48371,6259,6036,0,7,223,3.6
48373,19046,18026,0,6,1020,5.4
48375,55594,53852,1,2,1742,3.1
48377,3038,2848,0,9,190,6.3
48379,6702,6468,0,8,234,3.5
48381,76911,74649,1,2,2262,2.9
48383,1571,1515,0,8,56,3.6
48385,1103,1047,0,9,56,5.1
48387,5027,4788,0,8,239,4.8
48389,9177,8894,0,7,283,3.1
48391,3085,2966,0,8,119,3.9
48393,389,375,0,9,14,3.6
48395,8178,7880,1,2,298,3.6
48397,61012,58820,1,1,2192,3.6
48399,4677,4494,0,8,183,3.9
48401,22842,21916,1,2,926,4.1
48403,3603,3358,0,9,245,6.8
48405,3315,3137,0,9,178,5.4
48407,12580,11993,1,1,587,4.7
48409,29808,28375,1,2,1433,4.8
48411,2221,2137,0,9,84,3.8
48413,1170,1129,0,8,41,3.5
48415,6324,6065,0,7,259,4.1
48417,1890,1839,0,8,51,2.7
48419,11227,10727,0,7,500,4.5
48421,1331,1289,0,9,42,3.2
48423,115419,111221,1,3,4198,3.6
48425,4674,4506,0,8,168,3.6
48427,24458,22172,0,4,2286,9.3
48429,3993,3839,0,7,154,3.9
48431,501,481,0,8,20,4
48433,815,793,0,9,22,2.7
48435,1040,980,0,9,60,5.8
48437,2571,2454,0,8,117,4.6
48439,1170758,1127271,1,1,43487,3.7
48441,70268,67916,1,3,2352,3.3
48443,374,361,0,9,13,3.5
48445,4607,4427,0,6,180,3.9
48447,676,652,0,9,24,3.6
48449,13708,13131,0,7,577,4.2
48451,56492,54515,1,3,1977,3.5
48453,857916,829904,1,1,28012,3.3
48455,5302,5039,0,8,263,5
48457,7104,6689,0,8,415,5.8
48459,18174,17405,1,2,769,4.2
48461,3269,3213,0,8,56,1.7
48463,11269,10795,0,6,474,4.2
48465,22215,21003,0,5,1212,5.5
48467,28676,27660,0,8,1016,3.5
48469,41477,39795,1,3,1682,4.1
48471,24262,23148,0,4,1114,4.6
48473,26291,25093,1,1,1198,4.6
48475,6567,6368,0,6,199,3
48477,15921,15293,0,6,628,3.9
48479,120663,115845,1,2,4818,4
48481,21704,20868,0,4,836,3.9
48483,2069,1993,0,9,76,3.7
48485,55822,53646,1,3,2176,3.9
48487,4968,4722,0,6,246,5
48489,7118,6564,0,6,554,7.8
48491,380582,367668,1,1,12914,3.4
48493,26609,25761,1,1,848,3.2
48495,4188,4045,0,6,143,3.4
48497,35165,33880,1,1,1285,3.7
48499,18471,17662,0,6,809,4.4
48501,3414,3298,0,9,116,3.4
48503,8208,7931,0,7,277,3.4
48505,4424,4141,0,6,283,6.4
48507,3470,3216,0,7,254,7.3
49000,1790381,1743223,,,47158,2.6
49001,3006,2917,0,9,89,3
49003,28655,27943,0,4,712,2.5
49005,71591,69954,1,3,1637,2.3
49007,8488,8176,0,7,312,3.7
49009,407,390,0,9,17,4.2
49011,190367,185764,1,2,4603,2.4
49013,8554,8308,0,7,246,2.9
49015,4755,4608,0,9,147,3.1
49017,2817,2636,0,9,181,6.4
49019,7063,6810,0,7,253,3.6
49021,29099,28343,0,4,756,2.6
49023,6558,6404,1,2,154,2.3
49025,4229,4113,0,8,116,2.7
49027,6532,6379,0,9,153,2.3
49029,6143,6015,1,2,128,2.1
49031,514,489,0,9,25,4.9
49033,1354,1322,0,8,32,2.4
49035,693701,675303,1,1,18398,2.7
49037,5876,5640,0,9,236,4
49039,14110,13702,0,6,408,2.9
49041,10574,10278,0,7,296,2.8
49043,27401,26733,0,4,668,2.4
49045,39076,37983,1,1,1093,2.8
49047,14938,14449,0,7,489,3.3
49049,353125,344042,1,2,9083,2.6
49051,18659,18208,0,4,451,2.4
49053,91377,88839,1,3,2538,2.8
49055,1596,1528,0,9,68,4.3
49057,139820,135950,1,2,3870,2.8
5000,1377657,1332876,,,44781,3.3
50000,350886,343840,,,7046,2
50001,21467,21099,0,6,368,1.7
50003,18134,17685,0,6,449,2.5
50005,15042,14690,0,9,352,2.3
50007,100207,98640,1,3,1567,1.6
50009,2751,2671,0,9,80,2.9
5001,9100,8858,0,6,242,2.7
50011,28514,27987,1,3,527,1.8
50013,4226,4138,1,3,88,2.1
50015,14575,14213,0,8,362,2.5
50017,16082,15756,0,9,326,2
50019,13659,13188,0,9,471,3.4
50021,30204,29478,0,7,726,2.4
50023,34615,33930,0,4,685,2
50025,21746,21242,0,7,504,2.3
50027,29663,29123,0,7,540,1.8
5003,6450,6087,0,7,363,5.6
5005,16806,16204,0,7,602,3.6
5007,154952,151167,1,2,3785,2.4
5009,15848,15352,0,7,496,3.1
5011,4037,3850,0,7,187,4.6
5013,2353,2284,0,9,69,2.9
5015,12299,11938,0,6,361,2.9
5017,2851,2687,0,9,164,5.8
5019,8499,8098,0,7,401,4.7
5021,5381,5159,0,9,222,4.1
5023,8996,8642,0,6,354,3.9
5025,3054,2948,0,8,106,3.5
5027,8764,8388,0,7,376,4.3
5029,8314,8001,0,6,313,3.8
5031,57392,55816,1,3,1576,2.7
5033,26514,25622,1,3,892,3.4
5035,20358,19500,1,1,858,4.2
5037,6816,6584,0,6,232,3.4
5039,2647,2543,0,8,104,3.9
5041,4888,4663,0,9,225,4.6
5043,7369,7063,0,7,306,4.2
5045,64394,62538,1,2,1856,2.9
5047,7434,7195,0,8,239,3.2
5049,4523,4349,0,9,174,3.8
5051,41570,40036,1,3,1534,3.7
5053,8608,8362,1,2,246,2.9
5055,19693,19041,0,4,652,3.3
5057,9141,8833,0,6,308,3.4
5059,13704,13218,0,6,486,3.5
5061,5246,5065,0,8,181,3.5
5063,16834,16260,0,7,574,3.4
5065,4476,4248,0,9,228,5.1
5067,5385,5110,0,6,275,5.1
5069,25365,24195,0,4,1170,4.6
5071,9849,9419,0,7,430,4.4
5073,2201,2094,0,8,107,4.9
5075,6764,6537,0,6,227,3.4
5077,2547,2415,0,8,132,5.2
5079,3657,3511,0,9,146,4
5081,5165,4985,1,3,180,3.5
5083,8270,7939,0,8,331,4
5085,34884,33929,1,2,955,2.7
5087,7918,7716,1,2,202,2.6
5089,6050,5801,0,9,249,4.1
5091,18633,17955,1,3,678,3.6
5093,16776,15950,0,4,826,4.9
5095,2465,2368,0,9,97,3.9
5097,2895,2753,0,8,142,4.9
5099,3355,3232,0,9,123,3.7
51000,4555208,4424155,,,131053,2.9
51001,16202,15631,0,9,571,3.5
51003,59824,58244,1,3,1580,2.6
51005,6491,6264,0,6,227,3.5
51007,6468,6272,1,1,196,3
51009,15004,14526,1,2,478,3.2
5101,3191,3083,0,9,108,3.4
51011,7246,6982,1,2,264,3.6
51013,161376,157923,1,1,3453,2.1
51015,39486,38500,1,3,986,2.5
51017,2417,2349,0,9,68,2.8
51019,38930,37800,1,2,1130,2.9
51021,2851,2766,0,8,85,3
51023,18119,17658,1,2,461,2.5
51025,6023,5746,0,8,277,4.6
51027,6424,6140,0,9,284,4.4
51029,6627,6367,0,8,260,3.9
5103,9629,9257,0,7,372,3.9
51031,26152,25293,1,2,859,3.3
51033,15825,15334,0,8,491,3.1
51035,12965,12479,0,6,486,3.7
51036,3710,3592,1,1,118,3.2
51037,5344,5158,0,8,186,3.5
51041,200078,194334,1,1,5744,2.9
51043,7858,7661,1,1,197,2.5
51045,2374,2297,1,2,77,3.2
51047,26178,25458,1,1,720,2.8
51049,4843,4673,0,8,170,3.5
5105,4301,4146,1,2,155,3.6
51051,4634,4432,0,9,202,4.4
51053,14201,13739,1,1,462,3.3
51057,5679,5471,0,8,208,3.7
51059,656494,640201,1,1,16293,2.5
51061,38687,37710,1,1,977,2.5
51063,8721,8493,1,3,228,2.6
51065,14653,14281,1,3,372,2.5
51067,27140,26330,1,2,810,3
51069,53331,52005,1,3,1326,2.5
5107,5240,4900,0,7,340,6.5
51071,8356,8115,1,3,241,2.9
51073,20049,19518,1,1,531,2.6
51075,12203,11855,1,1,348,2.9
51077,8300,8073,0,9,227,2.7
51079,10972,10697,1,3,275,2.5
51081,4297,4136,0,6,161,3.7
51083,15730,15106,0,6,624,4
51085,62020,60464,1,1,1556,2.5
51087,191583,186040,1,1,5543,2.9
51089,24244,23403,0,4,841,3.5
5109,4023,3884,0,9,139,3.5
51091,1506,1471,0,8,35,2.3
51093,20247,19675,1,1,572,2.8
51095,38032,36964,1,1,1068,2.8
51097,3978,3872,1,1,106,2.7
51099,14913,14521,0,8,392,2.6
51101,9860,9593,1,1,267,2.7
51103,5745,5531,0,9,214,3.7
51105,8342,8025,0,8,317,3.8
51107,239037,233028,1,1,6009,2.5
51109,21087,20527,0,8,560,2.7
5111,9917,9587,1,3,330,3.3
51111,5355,5177,0,9,178,3.3
51113,7699,7522,0,8,177,2.3
51115,4206,4088,1,1,118,2.8
51117,13414,12936,0,7,478,3.6
51119,5323,5179,0,8,144,2.7
51121,53757,52247,1,3,1510,2.8
51125,7565,7360,1,3,205,2.7
51127,13672,13322,1,1,350,2.6
5113,7744,7463,0,7,281,3.6
51131,5647,5447,0,8,200,3.5
51133,5609,5370,0,9,239,4.3
51135,7383,7164,0,8,219,3
51137,17888,17346,0,6,542,3
51139,12712,12273,0,8,439,3.5
51141,7319,7063,0,8,256,3.5
51143,31010,30056,0,4,954,3.1
51145,15148,14746,1,1,402,2.7
51147,10198,9776,0,6,422,4.1
51149,15892,15354,1,1,538,3.4
5115,28530,27428,0,5,1102,3.9
51153,257986,250922,1,1,7064,2.7
51155,17152,16672,1,3,480,2.8
51157,3793,3695,1,1,98,2.6
51159,4020,3894,0,9,126,3.1
51161,51148,49833,1,2,1315,2.6
51163,11012,10711,0,6,301,2.7
51165,44024,42916,1,3,1108,2.5
51167,11233,10825,0,8,408,3.6
51169,9391,9088,1,2,303,3.2
5117,3522,3413,0,8,109,3.1
51171,22738,22131,0,6,607,2.7
51173,14101,13650,0,7,451,3.2
51175,9260,9023,0,6,237,2.6
51177,71382,69237,1,1,2145,3
51179,77864,75580,1,1,2284,2.9
51181,3764,3664,1,1,100,2.7
51183,3774,3621,1,1,153,4.1
51185,15511,14888,0,7,623,4
51187,21302,20694,1,1,608,2.9
5119,193033,186868,1,2,6165,3.2
51191,26928,26134,1,2,794,2.9
51193,9610,9296,0,8,314,3.3
51195,12967,12427,0,7,540,4.2
51197,14514,14082,0,6,432,3
51199,34187,33251,1,1,936,2.7
5121,7075,6824,0,7,251,3.5
5123,7455,7084,0,6,371,5
5125,61267,59598,1,2,1669,2.7
5127,4379,4247,0,8,132,3
5129,2875,2750,0,9,125,4.3
5131,55851,53953,1,3,1898,3.4
5133,5439,5234,0,6,205,3.8
5135,5940,5706,0,9,234,3.9
5137,4542,4355,0,9,187,4.1
5139,14751,14067,0,7,684,4.6
5141,5940,5701,0,8,239,4
5143,136783,133649,1,2,3134,2.3
5145,33782,32610,0,4,1172,3.5
5147,2843,2742,0,9,101,3.6
5149,8122,7822,0,9,300,3.7
51510,103591,101169,1,1,2422,2.3
51520,7747,7464,1,2,283,3.7
51530,3536,3442,0,6,94,2.7
51540,26504,25858,1,3,646,2.4
51550,127691,123987,1,1,3704,2.9
51570,8804,8529,1,1,275,3.1
51580,2276,2182,0,6,94,4.1
51590,19192,18315,0,4,877,4.6
51595,2311,2205,0,6,106,4.6
51600,13266,12943,1,1,323,2.4
51610,8810,8604,1,1,206,2.3
51620,3544,3408,0,6,136,3.8
51630,14788,14285,1,1,503,3.4
51640,2902,2790,0,6,112,3.9
51650,66324,63855,1,1,2469,3.7
51660,25665,24766,1,3,899,3.5
51670,9961,9519,1,1,442,4.4
51678,2327,2224,0,6,103,4.4
51680,36252,34719,1,2,1533,4.2
51683,22325,21767,1,1,558,2.5
51685,10066,9809,1,1,257,2.6
51690,5627,5361,0,4,266,4.7
51700,90964,87869,1,1,3095,3.4
51710,113430,109605,1,1,3825,3.4
51720,1624,1557,0,7,67,4.1
51730,13010,12302,1,1,708,5.4
51735,6553,6389,1,1,164,2.5
51740,45365,43708,1,1,1657,3.7
51750,9309,8974,1,3,335,3.6
51760,124807,120442,1,1,4365,3.5
51770,50330,48723,1,2,1607,3.2
51775,13249,12859,1,2,390,2.9
51790,12866,12528,1,3,338,2.6
51800,46999,45550,1,1,1449,3.1
51810,239035,232278,1,1,6757,2.8
51820,11195,10868,1,3,327,2.9
51830,7017,6734,1,1,283,4
51840,15632,15188,1,3,444,2.8
53000,4025762,3860883,,,164879,4.1
53001,9621,9178,0,6,443,4.6
53003,10627,10265,1,3,362,3.4
53005,106395,101561,1,2,4834,4.5
53007,44441,42544,1,3,1897,4.3
53009,29454,27910,0,5,1544,5.2
53011,248604,237865,1,1,10739,4.3
53013,1727,1651,0,8,76,4.4
53015,48526,46067,1,3,2459,5.1
53017,21770,20751,1,3,1019,4.7
53019,2296,2104,0,8,192,8.4
53021,43474,40996,1,2,2478,5.7
53023,782,739,0,8,43,5.5
53025,48716,46160,0,5,2556,5.2
53027,28921,27092,0,4,1829,6.3
53029,37163,35551,0,4,1612,4.3
53031,12505,11877,0,6,628,5
53033,1348792,1302991,1,1,45801,3.4
53035,129099,123784,1,2,5315,4.1
53037,23171,21990,0,4,1181,5.1
53039,9677,9188,0,9,489,5.1
53041,34886,33004,0,4,1882,5.4
53043,4674,4447,0,8,227,4.9
53045,25427,24030,0,4,1397,5.5
53047,19564,18492,0,6,1072,5.5
53049,8542,8028,0,7,514,6
53051,5147,4838,0,8,309,6
53053,455090,433735,1,1,21355,4.7
53055,8711,8412,0,9,299,3.4
53057,61573,58731,1,3,2842,4.6
53059,5542,5276,1,1,266,4.8
53061,458599,442668,1,1,15931,3.5
53063,264059,252852,1,2,11207,4.2
53065,19189,18039,1,2,1150,6
53067,149840,143640,1,2,6200,4.1
53069,1365,1278,0,8,87,6.4
53071,30020,28774,1,3,1246,4.2
53073,115010,110037,1,3,4973,4.3
53075,23296,22354,0,4,942,4
53077,129472,121988,1,2,7484,5.8
54000,785642,754986,,,30656,3.9
54001,7163,6816,0,9,347,4.8
54003,59107,57095,1,2,2012,3.4
54005,7253,6948,1,3,305,4.2
