,fips_code,counts_of_outage,average_sums,number_of_data_centers,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23",CI90LB017P_2023,CI90LB017_2023,CI90LB04P_2023,CI90LB04_2023,CI90LB517P_2023,CI90LB517_2023,CI90LBALLP_2023,CI90LBALL_2023,CI90LBINC_2023,CI90UB017P_2023,CI90UB017_2023,CI90UB04P_2023,CI90UB04_2023,CI90UB517P_2023,CI90UB517_2023,CI90UBALLP_2023,CI90UBALL_2023,CI90UBINC_2023,MEDHHINC_2023,PCTPOV017_2023,PCTPOV04_2023,PCTPOV517_2023,PCTPOVALL_2023,POV017_2023,POV04_2023,POV517_2023,POVALL_2023,Rural_Urban_Continuum_Code_2023_x,Civilian_labor_force_2023,Employed_2023,Metro_2023,Rural_Urban_Continuum_Code_2023_y,Unemployed_2023,Unemployment_rate_2023,BIRTHS_2023,DEATHS_2023,DOMESTIC_MIG_2023,GQ_ESTIMATES_2023,INTERNATIONAL_MIG_2023,NATURAL_CHG_2023,NET_MIG_2023,N_POP_CHG_2023,POP_ESTIMATE_2023,RESIDUAL_2023,R_BIRTH_2023,R_DEATH_2023,R_DOMESTIC_MIG_2023,R_INTERNATIONAL_MIG_2023,R_NATURAL_CHG_2023,R_NET_MIG_2023,Rural_Urban_Continuum_Code_2023,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,avg_durations_hrs,sum_duration_hrs,sums_sum,avg_power_usage,avg_carbon_emission
"Some college or associate degree, 2000",-0.041011472683396784,0.35795006688225045,0.40576086675068707,0.5419475396505956,-0.3242881440736407,-0.275529572137057,-0.3207026852069912,-0.298817437822619,0.998892842655747,0.9993156044169078,0.999454366041788,0.9994719911014148,0.9972450062582368,0.9986288214996734,0.996704899739992,0.9979711957377098,0.9981355198470526,0.998206973998073,0.9986161899200838,0.9988543146722825,0.9962433834333091,0.9974762660884843,0.9987870742913372,0.9988388349107319,0.99810091017158,0.9971590300397075,0.04574148488260084,0.04678825501082477,0.030246175103589724,0.034897297686986545,0.03176706776500146,0.015584444062464935,-0.00231178628802431,-0.02175297661930242,-0.03349918809041285,-0.045684007402984755,-0.04842115248126883,-0.050191897195089645,-0.029931128469221482,-0.020027685758110057,-0.013964435633477058,-0.008178564754392267,0.05349926684672716,0.05193981923684505,0.0524354851693945,0.053945485467099645,0.01734486690579976,0.0008319792587004808,-0.03361550825251528,-0.032704751249690335,0.9981572250933347,0.9992545215500613,0.9997686784540515,1.0,0.9998831230385989,0.9996163083996229,0.008535776894445981,0.9978283425545533,0.07824030940721878,0.9975833076325555,0.010094560478303498,0.9978807147476506,0.0018103858627226484,0.9989658947634927,0.05674979257500782,-0.035618991952032115,0.9977120313269672,-0.01784449271838629,0.9974704230483333,-0.03548641801784875,0.9977140122708777,-0.03237223982603602,0.998926664257211,0.028673318154356323,0.04272436242048754,-0.019601555400927707,0.029468368031847814,-0.019393721866909543,-0.018736579584644714,0.9977929855035335,0.9975352283681015,0.9978320399893051,0.9989526581446498,-0.33083824135046036,0.9995654483711501,0.999546812092122,0.29472525156237017,-0.32080649814953766,0.9989251819004896,-0.00013487905836887705,0.998947290887756,0.9991150901894369,-0.06745639882933183,0.9758724616813437,0.991887520847871,0.9563937520716095,0.8790593338966705,0.9340289965434031,0.9995494160078426,0.016552462738002857,0.00338125524813725,-0.0468941935440218,-0.016775042108711273,0.04872818512593834,0.03855541267731512,-0.008679408403914906,-0.3207026852069912,0.1444896263821367,0.09196415602568289,0.12643026146040026,0.10446988460916198,0.015330953740566157,0.014750642577652984,0.019618853954868773,0.002831385665024704,-0.000536020697897833
"Some college or associate degree, 2008-12",-0.04045607333437599,0.3772616406246662,0.38661437940109905,0.5365153264556349,-0.3390995158893018,-0.2891843823262299,-0.3357379392061772,-0.3107617173478122,0.998301142181823,0.9989186737815636,0.9991944981223414,0.9994008445161706,0.9963593798526933,0.9979847802798686,0.995926511475435,0.9975539240772022,0.9979926318020859,0.9982776287377575,0.9988367033706558,0.9992004112233824,0.9959452736039399,0.997406121350268,0.9986634644893121,0.9987292924201358,0.9981058183960182,0.9971456671489306,0.0445007165901606,0.04556717106829632,0.02955047272195547,0.03447037671005251,0.03168894317569324,0.015913692844246527,-0.0015701569360805207,-0.020712795723210976,-0.03303323319507333,-0.04500030893055015,-0.04767841859576192,-0.04936679782729948,-0.02931457842467307,-0.01961150305951126,-0.013472921625549182,-0.007909812396509217,0.052078275911409205,0.05060404913414846,0.050931630892263234,0.052581508421204896,0.016543882423120604,0.0005600689267789233,-0.03252633919434273,-0.03187898439778631,0.9972706108947672,0.9986438176973864,0.9993831304716074,0.9998831230385989,1.0,0.9999148649696373,0.008715141294331184,0.9983948097710077,0.08120438063411077,0.9982380286283101,0.010231894977734295,0.9984211964735882,0.0019465351226960123,0.9993103312623628,0.05555226606837837,-0.035328664570550894,0.998260782626918,-0.01475079919094464,0.9981199395230085,-0.03522895237506011,0.9982344943692604,-0.03210803309125848,0.9992625844696181,0.027658437171268094,0.04161218267241554,-0.01934962811167259,0.03251459079994078,-0.019177095446519042,-0.01852149234439305,0.9983505035061188,0.9981873106982396,0.9983624125277184,0.9992928111723084,-0.3464702065844098,0.9997673669050553,0.9997611204979874,0.3091591582931027,-0.3358482642225491,0.9988006195171006,-0.0003822797879566402,0.9993549984101944,0.9994484252107368,-0.05427016347041823,0.9766516330088852,0.9920910978895002,0.9572185590037435,0.8850530170457607,0.9386355986057123,0.9997930068473935,0.016785276512434083,0.0038103526883338083,-0.04653952396259808,-0.015011483001619565,0.047589382533384905,0.03853553519453198,-0.007060153822613852,-0.3357379392061772,0.16095644003616114,0.0864864565347595,0.11902236639777342,0.12020757604131536,0.013579942649211875,0.01327119214731902,0.01757391282935322,0.002708996748297636,-0.0003481083327270283
"Some college or associate degree, 2019-23",-0.040035481821004415,0.3855480897017045,0.37054358865196163,0.5260156940505812,-0.34555482995575615,-0.2951374031728654,-0.3454316348656906,-0.31777116590027626,0.997673864866344,0.9984471808065534,0.998833726178204,0.999213997990219,0.995473398707035,0.9972990365775862,0.9950763696481614,0.9970081205403162,0.9976808453662217,0.9981425524376153,0.9988448642572014,0.9993284880533283,0.9954848132441565,0.9971432246852568,0.9983881001773465,0.9984916226885061,0.9979677281654664,0.9970279076132311,0.043860370829154526,0.04495675134894856,0.029179765067589784,0.03431104255355146,0.03175336792146029,0.01622058241317231,-0.0011060943548156417,-0.020010667689925103,-0.03292054625676803,-0.04477249867334925,-0.047389332862384045,-0.04904589301484738,-0.028928244401674387,-0.019312621664585465,-0.013199353170217497,-0.007738830481587424,0.05144045363775092,0.049972657846265756,0.050308448061636674,0.05176013932638995,0.01588391944258196,0.0002550489234305461,-0.03178979891673935,-0.03135385111218951,0.9963515010280575,0.9979684212136829,0.9988955882505046,0.9996163083996229,0.9999148649696373,1.0,0.008857012218018056,0.9987170397896494,0.08353261719157275,0.9986541379535003,0.010356475379055149,0.9987202770898983,0.0020043031149185432,0.9994624263389766,0.05466393077371093,-0.035168691945305315,0.9985875079155636,-0.012459400604440935,0.9985452544523917,-0.0350865057677122,0.998541082550051,-0.03201416491373067,0.9994167846605095,0.026962050941788007,0.04082094565819299,-0.019198586278751883,0.034836374649054654,-0.01904300770631321,-0.01844410556203948,0.9986750838370589,0.9986081018689514,0.9986653916323915,0.9994460000379596,-0.3564523889411245,0.9997882435594546,0.9997931089068448,0.319229847886379,-0.34554475223375003,0.9985288996954489,-0.000671710685382558,0.9995390447487114,0.9995504946073405,-0.04284066860484138,0.9731492019529648,0.9925183026202717,0.9578669593200468,0.8904804349112769,0.94277831936648,0.9998464330588741,0.015977774510842573,0.004127447647617736,-0.046415958672192816,-0.0136100745506162,0.04735979746895479,0.03865698173232201,-0.005660338130970237,-0.3454316348656906,0.17448847409631862,0.08097199903351956,0.11087626483497874,0.13338419721172357,0.012537381488473005,0.012652144841556594,0.016436521620812012,0.0028355188329645155,-0.00020484195167086558
CI90LB017P_2023,-0.07112602295573398,-0.003481237120815235,0.03770506466709422,-0.0039802651374104036,0.19484512660332337,0.1552933411378689,0.20429317996257884,0.17420775907786748,0.006985219184461159,0.006097220280161799,0.005751992486183652,0.00557923393010854,0.008942825746574484,0.00799741124600644,0.01017730803050001,0.00999037496540717,0.010182035345726074,0.010467866155265806,0.01066909646007147,0.010816263093372098,0.015062257082036574,0.015276317432799766,0.015268678464065736,0.01533924879825533,0.015192579685763626,0.014538384000704885,-0.2613599965142571,-0.34326465511710363,-0.40849937589917973,-0.4302516888532401,-0.48184352168407607,-0.48320076753181423,-0.36523258934017194,-0.20145551641839807,-0.2399193821396677,0.011152226116441436,0.19217625520551024,0.35990652817024366,0.6601566792393919,0.6942990636148204,0.674852636413179,0.6275684980786375,-0.3786511790549077,-0.43397062436143985,-0.470750531990773,-0.4999925886810703,-0.5542681129469716,-0.5042596255688312,0.5491166368238393,0.6047444017327007,0.009347458317667253,0.008982502887069348,0.008619955625151691,0.008535776894445981,0.008715141294331184,0.008857012218018056,1.0,0.0174405788796719,0.9897612042788569,0.10887257843254987,0.984490563362189,0.01745159675415861,0.9242130567836996,0.015227739785246362,-0.6884763025121208,0.9503455128738457,0.01818373657054698,0.9634348625616971,0.11191658632299377,0.9382635824605466,0.018359157112046016,0.9026996194075565,0.01546547036893933,-0.73520692105867,-0.7169892741922872,0.979989889454326,0.9815577784594911,0.9666799525040836,0.9189810788274532,0.017817361501162993,0.11042045226438728,0.017912405983075464,0.015347569459493775,0.2042931799625788,0.00781319915392164,0.007710694761595377,-0.2015684902091663,0.2042931799625788,0.010503720770544234,0.47046924237128546,0.010058893782848312,0.010800698983485848,-0.020273225510927056,0.021429400956396318,0.008554776945147159,0.0053122609224207865,-0.0010899858293954322,0.000854041063640152,0.008904934523987858,0.002735828202199634,0.15338007130437217,0.4646208849215232,-0.08646197519720565,-0.07984985097001311,-0.2830257068115799,-0.10235009261611305,0.2042931799625788,0.4423824687077993,-0.37509459516775123,-0.36717273703211895,0.4775749196675622,0.008537630178230646,0.0010387731468859327,0.02361680221574821,-0.1067870574526896,0.012323221725357774
CI90LB017_2023,-0.038942275220225975,0.28858885548770846,0.41918601243190845,0.488310880698303,-0.2764995213606101,-0.2345657659777018,-0.27582965645274593,-0.25380681146995693,0.9960209287146369,0.9967124958023276,0.9971590294406851,0.9977304406123193,0.994053696911872,0.9958101438376039,0.9933933467072161,0.9953666568215074,0.9962524726685071,0.9969025233151261,0.997782876460675,0.9984569770615305,0.9951876698474709,0.9969807287080402,0.9980926488083063,0.9984055419682246,0.9981952534316627,0.9973109236214719,0.03883900411624349,0.03919794492939686,0.02384495437033223,0.02785311963589411,0.024820873633814355,0.009659044276858108,-0.006558625506178849,-0.023431818068018587,-0.03635769356869605,-0.045289166306471236,-0.044997647958928515,-0.0446499953888411,-0.02154650779393354,-0.011042119589050934,-0.004843978128703011,0.0003866630625705752,0.045305044803423816,0.043358004297972125,0.043797162961017565,0.04525338232022411,0.010763695830483437,-0.005586547006929297,-0.025469122302179327,-0.024329060203731163,0.9945271080360295,0.9961003435526904,0.9970006347326598,0.9978283425545533,0.9983948097710077,0.9987170397896494,0.0174405788796719,1.0,0.1071153394463007,0.9999361620887997,0.018945057989596188,0.9999899298960967,0.009499064129304721,0.9996932533788533,0.045443031769153895,-0.027793226572069382,0.9999052860637305,0.010581671797083903,0.9999301530989291,-0.02782966418992795,0.9998599273198515,-0.024980482783682093,0.999655515892805,0.018566011155939123,0.03196204124137966,-0.01128688841857336,0.05826746779835752,-0.011213102343585591,-0.011164199256109454,0.9999757078493137,0.9999424152385449,0.9999600330733046,0.9996808094301339,-0.2758296564527458,0.9988315135782728,0.9988230143277448,0.25392570328101083,-0.2758296564527458,0.9979346521266063,0.005722535232156972,0.9994902385723144,0.998315676483251,-0.03420195548718167,0.9532930382642361,0.9913665959548892,0.9647397386044418,0.8932294730603473,0.9468918390888444,0.9990244565380371,0.006108258020455978,0.007816816861125536,-0.04328790878625563,-0.014739355438957298,0.04588463995967013,0.03807468418718809,-0.007072106867183752,-0.2758296564527458,0.16674847483294897,0.04079708719114858,0.06161980966652439,0.13625661492979485,0.014866125181751629,0.010781147036888187,0.01900563852589742,0.001628929744577343,-0.00013619681896503416
CI90LB04P_2023,-0.11402806400298204,,,,,,,,0.0708757198268337,0.07099382058493625,0.07150535332390522,0.07284052095544026,0.07345162815282098,0.07292403153398222,0.0750700118190326,0.07943204088207255,0.08327488499761204,0.08716769349520069,0.08931291668088119,0.09044238075153951,0.09389057666328884,0.09834109382731437,0.09802235260564113,0.0979775568452665,0.09783571936381462,0.09572254898973077,-0.3887348262310863,-0.4793103635515015,-0.5384044868763146,-0.5153576300170114,-0.47107238986442634,-0.44184462968086924,-0.2971242966978518,-0.11380522050841528,-0.0836828246385017,0.15768279587974002,0.3048064237339661,0.39062332500880204,0.8032847200398961,0.8479405295230851,0.8303982731221042,0.7652637274750608,-0.494282854260727,-0.5317530039357425,-0.48525118888679675,-0.45632588793477274,-0.5998087056561922,-0.42831156136732745,0.6521867389973092,0.6869239379029787,0.07163624424132865,0.07374388360893118,0.07557404010496149,0.07824030940721878,0.08120438063411077,0.08353261719157275,0.9897612042788569,0.1071153394463007,1.0,0.10874580262897182,0.9777439759440104,0.10673840560620527,0.970346153200684,0.1002141872005871,-0.6626941804270202,0.9706041362073565,0.10868702584540108,0.9788483015164121,0.11149387555719478,0.9546581880162696,0.1089316219586412,0.9551751327848035,0.10088947768845835,-0.6676201268571139,-0.6659610165990553,0.9857994449586105,0.9945001936732984,0.9760879565153785,0.9650447394818956,0.107910691692126,0.11014329127188201,0.10784940945311787,0.10055413546084051,,0.07967407131341556,0.0795591026228371,,,0.08261838674381701,0.4221029446702018,0.08722605207614662,0.09022595387645732,0.13003943388559208,0.19987750194035858,0.07404398047433465,0.0661892070712364,0.12267266597698386,0.10932062208951647,0.08383887429653475,-0.05492706541446305,0.23260066779483582,0.4879042969937487,0.15191927247525142,-0.06081891085555876,-0.22554226175484743,0.13874318372055566,,,,,,,,,,
CI90LB04_2023,-0.24924311946970615,,,,,,,,0.9959561750108892,0.9967082883129453,0.9971522212214554,0.9977908789330574,0.994186695086036,0.9958051606761559,0.9933083988556575,0.9953100936905898,0.9963111137066492,0.9970544074276078,0.9979151244801193,0.9985744122111427,0.9954542791215404,0.9971798367576308,0.9980722121027875,0.9982377084993679,0.9978600845259242,0.9969023134384927,-0.006816371350306817,-0.017259015341057324,-0.04530163719802995,-0.022491814178889378,-0.022844643238917158,-0.04429227358558755,-0.05536929159465407,-0.05802025890492755,-0.08020630620912997,-0.08034252661422903,-0.060446237151276165,-0.052534191303049135,0.07140284717573317,0.11799783037942126,0.15760009633827515,0.18521177282757467,0.0023085284410895917,-0.0006123210967967245,-0.006598538675270294,-0.00046847434557524895,-0.04780526723093921,-0.06663427021898381,0.04729890367422223,0.05443859226011886,0.9944064719699387,0.9957382483065503,0.9966159344491222,0.9975833076325555,0.9982380286283101,0.9986541379535003,0.10887257843254987,0.9999361620887997,0.10874580262897182,1.0,0.1255402477966399,0.9998936277720782,0.07702133564785572,0.9995666809650086,0.01298041298980105,0.04130193400091856,0.9999013904855103,0.012844219828440452,0.9999627613723204,0.03743614276601156,0.999828860699178,0.033998652140455624,0.9995665318296211,-0.0181565590488225,-0.002921752241329134,0.07495712590976261,0.060230202918343786,0.08136955522887969,0.05548880594059081,0.9999220854084959,0.9999903839119063,0.9998681225816354,0.999567121164631,,0.998794874122275,0.9988064281224223,,,0.9974410133074902,0.10559969918318357,0.9994658169719803,0.9984336878966623,-0.01503014731802856,0.9286588678654282,0.99252332142418,0.9657355591104743,0.9010425300666384,0.950916467946014,0.9989532644654857,0.0013867133185860876,0.036427331843411,-0.07181637398661354,-0.035483365913755546,0.08627116691758083,0.07065932181398418,-0.006355004726067131,,,,,,,,,,
CI90LB517P_2023,-0.06066640752937916,-0.006096579124071354,0.04278259213534877,0.00890099571702614,0.19270226696490786,0.1513432008478371,0.20083658996082962,0.16768125768580466,0.008737714899101018,0.00785034518266293,0.007511417462326973,0.0073566398846961825,0.010670322831398791,0.00971050932251655,0.011735335345438603,0.01145447881925869,0.011591019573030586,0.011851095458546899,0.012071186208871426,0.01223135458664073,0.016590884308453725,0.01677859281477395,0.01683392027216765,0.017008171677648082,0.01689322186029009,0.016291231561039742,-0.25506439528856656,-0.3379233363140456,-0.40747407642334443,-0.42848022610139497,-0.48078315276304273,-0.4848144434250728,-0.37090135193510476,-0.2093305428355237,-0.25276684393801996,-0.0028728324193451225,0.18102258064313578,0.34689631486033085,0.662409877389841,0.6981568747310375,0.6784118913789102,0.630316683401828,-0.3711348618512599,-0.42532473254851993,-0.4612380158434154,-0.48767144949678126,-0.5641404000719011,-0.5188142689023034,0.5531791043252451,0.61021969706477,0.011048866888611964,0.010655866201923719,0.010234376470712958,0.010094560478303498,0.010231894977734295,0.010356475379055149,0.984490563362189,0.018945057989596188,0.9777439759440104,0.1255402477966399,1.0,0.019070775213966582,0.9069604602594679,0.016756440941262826,-0.674358403624988,0.9404616915552311,0.019751914811115403,0.9420577032439983,0.1288875781656601,0.9469659671239248,0.020034480637061102,0.8898396015871585,0.017027652005450793,-0.7197876162879985,-0.7021107364448551,0.9678964687182616,0.9646848737130146,0.977958898268559,0.9042270783695724,0.019354136440341323,0.12724241485128718,0.019560111254464378,0.016893142630670974,0.20083658996082965,0.009437445782175282,0.009331159703822613,-0.19621985304689213,0.20083658996082965,0.01222572962086051,0.4649231104258771,0.011674357922874077,0.012194609239191665,-0.023360387710789472,0.024353522627531748,0.010508575574077172,0.008153100672167214,-0.0006594315327846826,0.0020431747200789453,0.010500876551788333,0.00012856852690720438,0.16835762624703687,0.4562246001607263,-0.08779905943911925,-0.06257665218050104,-0.26851321592109856,-0.10070058250632087,0.20083658996082965,0.4532313997871475,-0.3771688541932664,-0.3698943335941139,0.4875745843204731,0.012533538292479786,0.003015252458293275,0.02754054345322537,-0.10424704470469563,0.009060635151235657
CI90LB517_2023,-0.039027724086036886,0.27858095266431043,0.43396241885867615,0.4887102766698156,-0.2695970165324234,-0.22858467654165307,-0.26898012953311146,-0.2480573884236456,0.996107780116719,0.9967709651905761,0.9972109860280026,0.9977638715083288,0.994120751490618,0.9958786100873337,0.9933926270716634,0.9953248473790396,0.9961757150608495,0.99680476683381,0.9976963757771355,0.9983823612695045,0.9951104798582272,0.9969203838643321,0.9981239303579627,0.9985134783111475,0.9983489695863148,0.9974993593575445,0.03848076947669574,0.03884401086593196,0.02370482129351349,0.02769562049853344,0.024603287147995388,0.009514345884898669,-0.0065908824044333845,-0.023328817101638963,-0.03628741702084135,-0.04513377766531606,-0.04478214062120747,-0.04439450967644443,-0.02121372056023345,-0.010718989647018343,-0.004559200063153802,0.000645754080411687,0.04491251647406232,0.042971094084606566,0.043416888579851196,0.04487131332677175,0.010565568496201093,-0.005722529690408247,-0.025192779046855986,-0.024035974913237033,0.9946987730876538,0.9962473530887529,0.9971094668107998,0.9978807147476506,0.9984211964735882,0.9987202770898983,0.01745159675415861,0.9999899298960967,0.10673840560620527,0.9998936277720782,0.019070775213966582,1.0,0.009523149006159292,0.9996950369241121,0.04517157625007051,-0.027539483215006145,0.9998840012555417,0.010187405484797577,0.9998890871145099,-0.02752401929622513,0.9998558926680382,-0.02475016694956263,0.9996512654587767,0.018460134993057785,0.031773693312354995,-0.011120489310456899,0.057879652459726094,-0.010968909712145078,-0.01101584721505727,0.999959957857792,0.9999006266821144,0.9999629516907137,0.9996795540569189,-0.2689801295331115,0.9988375253057171,0.9988242053201245,0.24753511410306936,-0.2689801295331115,0.9980676033950131,0.005922998503046705,0.9994786649444867,0.9982583599968188,-0.036261458210951406,0.9530045342369903,0.9913653233514094,0.9649955256605554,0.8923213473881964,0.946312853008943,0.9990311795053559,0.007564772254462812,0.007686597887983269,-0.04300684079910387,-0.014687652717450567,0.04553081269785343,0.037786455929871884,-0.0070807982880815275,-0.2689801295331115,0.1648190324679284,0.04130417040090661,0.06216230706537168,0.1344444725973449,0.01558043552772619,0.010597166003596177,0.01942379066557035,0.0014796650695835176,-0.00015489459550762933
CI90LBALLP_2023,-0.07605512906457196,0.0012369131243628816,0.028566852284890316,-0.037285450199279764,0.192845313208243,0.16907296090907153,0.20593292914026634,0.19976171982581617,0.0006774325083017408,-0.00022364878868472217,-0.0005951129069016165,-0.0008552149289952627,0.0027111818686717483,0.0018113269620762481,0.0033713740259485323,0.0031574887378210503,0.0031729657822543323,0.0033555000225619458,0.0035065898284042454,0.003597167890995588,0.007660489707802239,0.007822857752576701,0.007768883272577442,0.007753417451296311,0.007557742996784905,0.006897579914522558,-0.15347504970026843,-0.24586129481975355,-0.3427815674781378,-0.38478796534944626,-0.4493282256024531,-0.4742854585449928,-0.369657223869483,-0.23006434341707702,-0.29727954265105866,-0.0416241839355763,0.14452599120552984,0.328621538946795,0.6211911949990777,0.6630540389748124,0.6475274060911049,0.6045759888960399,-0.29341932402995097,-0.3610232061069672,-0.40814506155443336,-0.4496398547638606,-0.5483906969205471,-0.5157602070889307,0.49344661749088553,0.5516368485342382,0.0029548778126542983,0.0025239345410637535,0.00198768731304078,0.0018103858627226484,0.0019465351226960123,0.0020043031149185432,0.9242130567836996,0.009499064129304721,0.970346153200684,0.07702133564785572,0.9069604602594679,0.009523149006159292,1.0,0.008150954485274892,-0.6966626598688548,0.8947472798196321,0.010004735443798995,0.9616497610453911,0.07925975960418255,0.8804560056562218,0.010121091018154988,0.9657647321299464,0.008300442226580721,-0.7458711962483894,-0.726500323499606,0.9162255404493173,0.9710646027024211,0.901002335743965,0.9877469652373766,0.009755384557034695,0.07815954287462118,0.009826679935775233,0.008226295420777104,0.2059329291402663,0.001103618840843845,0.0010166661013965364,-0.2111736274671413,0.2059329291402663,0.0033921408090694526,0.463525161025064,0.0029854457462659616,0.0037521035043785885,-0.024638675271179505,0.015642396953414735,0.0019492646016067063,-0.0016117563902440148,-0.009064412225868339,-0.007071472520755701,0.002060912661989689,0.009524019286841894,0.15259868872939827,0.3941169770773182,-0.149771527314361,-0.03805303732639672,-0.22816019579343985,-0.15987312394249104,0.2059329291402663,0.38038739148701595,-0.3291005149593945,-0.3178594417890432,0.4122261379650035,0.0036449527667907866,-0.0022588389527912487,0.016182122328559933,-0.0834285167953097,0.03597847732807964
CI90LBALL_2023,-0.04009510718331042,0.31237089581029265,0.4208077498992494,0.5302232006035962,-0.2953737509523209,-0.25090663736512786,-0.29469580854390165,-0.27138675688331954,0.9974570385627508,0.9980580809781128,0.9984155595972126,0.9988234378197968,0.9956499579831577,0.997226988194931,0.9950267317729367,0.9967617705868178,0.9974521007106237,0.9979177195890463,0.9986582478443705,0.9991742280813537,0.9961568226407649,0.9977868536052086,0.9989896755107041,0.9991731532960787,0.9986925459688634,0.9977415284109894,0.04162060170986087,0.04201726617405381,0.025612665015942383,0.029530538614898197,0.026148293198741603,0.010369581404756576,-0.006741209243534034,-0.02458538931141346,-0.037268594510258796,-0.04687156118819773,-0.0468765422770225,-0.04684543314183345,-0.02371536961210913,-0.0131561760931616,-0.0069670063353795076,-0.0016172778343230255,0.048364571003057036,0.0465357600832919,0.047107502611642024,0.048556045271695644,0.012265460730902358,-0.004941997370074464,-0.0277836882331311,-0.026569173549675987,0.9961358513517138,0.9975325838700915,0.998306198278383,0.9989658947634927,0.9993103312623628,0.9994624263389766,0.015227739785246362,0.9996932533788533,0.1002141872005871,0.9995666809650086,0.016756440941262826,0.9996950369241121,0.008150954485274892,1.0,0.04838072977345319,-0.02989101843014424,0.9996136871853533,0.003876334501541853,0.9995346866008016,-0.029869519678649707,0.9995804443004261,-0.02661686827331185,0.9999737427626284,0.021042670190283705,0.03468275866829786,-0.013452141627526542,0.05142978719544645,-0.013332238192497282,-0.012696979052925756,0.999676625489109,0.9995597257989084,0.9996729431311325,0.9999933399331604,-0.29469580854390165,0.9995213610696293,0.9995140462108153,0.27162950269704317,-0.29469580854390165,0.9985925365717941,0.0047661225083610965,0.9996774417087296,0.9991498823827875,-0.04463324981308775,0.9748641153619381,0.9925437629791851,0.9611443217985899,0.8897142822592815,0.9432267326664818,0.999661653745882,0.0049101314517013845,0.005859970347431075,-0.044497013180562796,-0.015389275038107088,0.04800525187336237,0.03799132118724111,-0.007369148446759211,-0.29469580854390165,0.16749273151025426,0.05289407696258759,0.07826814360362049,0.134005520290954,0.015774505795820654,0.012017517668339058,0.019225572797260462,0.0020371490747387953,-6.57353929883756e-05
