,fips_code,counts_of_outage,average_sums,number_of_data_centers,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23",CI90LB017P_2023,CI90LB017_2023,CI90LB04P_2023,CI90LB04_2023,CI90LB517P_2023,CI90LB517_2023,CI90LBALLP_2023,CI90LBALL_2023,CI90LBINC_2023,CI90UB017P_2023,CI90UB017_2023,CI90UB04P_2023,CI90UB04_2023,CI90UB517P_2023,CI90UB517_2023,CI90UBALLP_2023,CI90UBALL_2023,CI90UBINC_2023,MEDHHINC_2023,PCTPOV017_2023,PCTPOV04_2023,PCTPOV517_2023,PCTPOVALL_2023,POV017_2023,POV04_2023,POV517_2023,POVALL_2023,Rural_Urban_Continuum_Code_2023_x,Civilian_labor_force_2023,Employed_2023,Metro_2023,Rural_Urban_Continuum_Code_2023_y,Unemployed_2023,Unemployment_rate_2023,BIRTHS_2023,DEATHS_2023,DOMESTIC_MIG_2023,GQ_ESTIMATES_2023,INTERNATIONAL_MIG_2023,NATURAL_CHG_2023,NET_MIG_2023,N_POP_CHG_2023,POP_ESTIMATE_2023,RESIDUAL_2023,R_BIRTH_2023,R_DEATH_2023,R_DOMESTIC_MIG_2023,R_INTERNATIONAL_MIG_2023,R_NATURAL_CHG_2023,R_NET_MIG_2023,Rural_Urban_Continuum_Code_2023,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,avg_durations_hrs,sum_duration_hrs,sums_sum,avg_power_usage,avg_carbon_emission
"Less than a high school diploma, 1970",-0.03771832239305036,0.30143802877504117,0.4495259338148591,0.47174365569688237,-0.2794091687119221,-0.2376487610745687,-0.2733397983207102,-0.26035401377873735,0.9967825199255562,0.9968651341966118,0.9965888780493126,0.996102982367582,0.997770393499573,0.9975542368226937,0.9989018447943329,0.9991675889084679,0.9991122943950819,0.9987749939633322,0.9981507879784731,0.9973516956012755,1.0,0.9996767534110652,0.9984125716983551,0.9961116866475398,0.9933619427248399,0.9910480468016161,0.038731397352149845,0.039550672693150324,0.018571929610214855,0.02202773779277362,0.019420091916674646,0.0046244137153212276,-0.01187326396338301,-0.029032195998770643,-0.03142501965427374,-0.04112167678806857,-0.04236289531348122,-0.04382564167901142,-0.022745265022528233,-0.014068747745858584,-0.009521705613829623,-0.004736327325852285,0.04773551815797535,0.046782166980253316,0.04855969778753919,0.05034222672607058,0.013673836048314071,-0.0019008625061575153,-0.025805613461615914,-0.02452083293072233,0.99583607159643,0.9956574404629847,0.9957711045668689,0.9962433834333091,0.9959452736039399,0.9954848132441565,0.015062257082036574,0.9951876698474709,0.09389057666328884,0.9954542791215404,0.016590884308453725,0.9951104798582272,0.007660489707802239,0.9961568226407649,0.04873932126251656,-0.030102403969005195,0.9949752526774293,-0.00019534308377766596,0.9952690839408799,-0.030018916654861515,0.994789010358208,-0.027119151237024106,0.9960795475537711,0.02112711454128604,0.0349117125182181,-0.013642736594716971,0.04622531728355783,-0.01348471328511426,-0.013195045018660093,0.9951035643974032,0.9953694342738366,0.9949832133728871,0.9961244023771494,-0.2733397983207102,0.9960462774002794,0.9960681988257164,0.24473682917393433,-0.2733397983207102,0.9943514220046794,0.004427308603935457,0.9954304782558698,0.9969425635674493,-0.06951888451605656,0.9400249181521593,0.9847965474120378,0.9451801663733582,0.8716543266279762,0.92514731693993,0.9960230200774098,-0.02895942952957551,0.003707754435068545,-0.04263713984585237,-0.01936172684293712,0.04858862238298113,0.035179041621101755,-0.011647123651243207,-0.2733397983207102,0.06731736976052764,0.04302046293208452,0.07364297471696002,0.04862811423426623,0.01553371429070411,0.009628840300493975,0.01979286981172925,0.0008797570588967314,-0.001300509802770436
"Less than a high school diploma, 1980",-0.03685367545314649,0.31424603474568813,0.45493164242825257,0.49745371720255943,-0.2867000896448548,-0.24590694488717288,-0.2814409619282708,-0.2649183488845006,0.9972908424457657,0.9975943998028088,0.9975158341449388,0.9972803193604797,0.9975019953195264,0.9977525247828617,0.9983206865246463,0.9990544828957386,0.9993465366853818,0.9993156482819804,0.9990844568650181,0.9986231362666577,0.9996767534110652,1.0,0.9993133683226073,0.997538449067567,0.9952842482642622,0.9931946901990107,0.03802491567964123,0.038785975241441735,0.018973766129301656,0.022867063020914943,0.020211772460412475,0.006011533387676576,-0.009422214002849814,-0.025832999668914895,-0.02933390438398512,-0.038969342688633855,-0.0409967417089121,-0.0428869408477938,-0.02164823051224566,-0.01351204529019897,-0.009138442102102781,-0.004810394103343847,0.04656327273335667,0.04543631675531845,0.046780298318897365,0.04867976884181345,0.012327660438227517,-0.0016887828656913602,-0.024840606506614356,-0.023591413586053808,0.9962234707624569,0.9964425909856065,0.9968208942195965,0.9974762660884843,0.997406121350268,0.9971432246852568,0.015276317432799766,0.9969807287080402,0.09834109382731437,0.9971798367576308,0.01677859281477395,0.9969203838643321,0.007822857752576701,0.9977868536052086,0.047730561497284205,-0.02971918041998091,0.9967791089245491,0.003916505082001423,0.9970204381588709,-0.02966249035355465,0.9966248767329224,-0.026768473060346503,0.997710942360738,0.020244512797395316,0.03395417532494502,-0.013317588226385643,0.05052617331574175,-0.013184826207001812,-0.012917087001323189,0.9969021370040962,0.9971081169093444,0.9968063506377034,0.9977551320637095,-0.2867338943106023,0.9974754660892624,0.9974976551647475,0.25203642985598035,-0.2815418009402535,0.9957625249573852,0.0018742509886314816,0.9971516635129859,0.998405025680155,-0.057418899141363514,0.9639024681479789,0.9874043833928735,0.9483391823512101,0.8793714726080705,0.9317349264864778,0.9975539688341981,-0.019319057578742242,0.004067262203578272,-0.04190776716303977,-0.017369157336407672,0.047847197827445585,0.03487988697176337,-0.00972041840099045,-0.2814409619282708,0.10300897126839453,0.03443112777673094,0.0652061610775769,0.08194124214870174,0.015453251197169973,0.009181311328372322,0.017845249008135656,0.0005287609855402723,-0.0010752796156281493
"Less than high school graduate, 1990",-0.03827119900707515,0.2744501276730191,0.4764985761007552,0.5227249361356713,-0.26522578211780806,-0.22714923670425227,-0.2607327288434268,-0.24576139483574236,0.9984071268521247,0.9985998499391037,0.99862404750078,0.9984982599700954,0.9978582235250865,0.9984570708431838,0.997794509431017,0.9985344997199239,0.9987556528460849,0.9987550482936167,0.9989460161464606,0.9988974803041953,0.9984125716983551,0.9993133683226073,1.0,0.9993982299786409,0.9980163196158214,0.9965548157198865,0.03913401306536263,0.03958149545906353,0.021600092056946258,0.025328069604558322,0.021856441477260413,0.007025744131216534,-0.008953138976404058,-0.025728605355446632,-0.03194619767643141,-0.041675362453852796,-0.0431279322437829,-0.04440736039213046,-0.02131191840806267,-0.012311593057705988,-0.007467694071220498,-0.0028286169189990357,0.047015000778189486,0.04557905731434556,0.04676457800762139,0.048663352683408496,0.012267913993256304,-0.0028495459303722803,-0.025894536900167707,-0.024140251589454667,0.9978318637642325,0.9982065224222968,0.9985027306372788,0.9987870742913372,0.9986634644893121,0.9983881001773465,0.015268678464065736,0.9980926488083063,0.09802235260564113,0.9980722121027875,0.01683392027216765,0.9981239303579627,0.007768883272577442,0.9989896755107041,0.04901802999987569,-0.029953141652333665,0.9979941162304667,0.0023694678543220433,0.9980009060874572,-0.029876918640958292,0.9979753240840864,-0.027008112780120892,0.9989569302728327,0.021331431279554433,0.03514307999433948,-0.013472161787483191,0.04957693027511029,-0.013305176325631968,-0.013086316155680303,0.9980662981749305,0.9980452661929341,0.9980844352909393,0.9989797038756317,-0.264412842216474,0.9986353696798353,0.9986192761656958,0.23444281823959404,-0.2608234986690664,0.9979291964250843,0.0030352319159186215,0.9983718689869036,0.9988880889180586,-0.06791710896677657,0.9793768971173343,0.9905095676494337,0.9538094097017848,0.8775938511935738,0.9321481551923118,0.9987585504575982,-0.004885850035324867,0.004298724093854584,-0.04285417348923775,-0.017179341581944087,0.0474768435602944,0.03583209745986417,-0.00931117130050658,-0.2607327288434268,0.12777544217715386,0.04177116940452566,0.0721013497088775,0.10189509511544849,0.020973020823780338,0.011784299745032823,0.02066727459789118,0.0008284228858112696,-0.0008821738950164092
"Less than high school graduate, 2000",-0.03941457194340984,0.24386963536668965,0.4595200618769876,0.5356321097158647,-0.24599966232811782,-0.21034249150796008,-0.24211878957493954,-0.22972752539058128,0.9983334389226893,0.9984567667779657,0.9986120520643317,0.9986340297075665,0.9970255563522634,0.9980178888659357,0.9959218734339013,0.9967166023221969,0.9968967905300301,0.9969651890350223,0.9975924297276616,0.9979845507270456,0.9961116866475398,0.997538449067567,0.9993982299786409,1.0,0.9995689921555503,0.9987770969051797,0.04064029041967771,0.041093185669295706,0.02458391440769185,0.028206031958636024,0.024023154258333384,0.008130427349313142,-0.008463847669188822,-0.025721425142992787,-0.03509837814072729,-0.04485850348329951,-0.04574183005438267,-0.04643938991181451,-0.021469376088063055,-0.0111492183191074,-0.005697726318214714,-0.0006254989223502091,0.048007844845219104,0.04611427955108549,0.04705695246715269,0.04897065214162736,0.011968299528109136,-0.004322812624985293,-0.02701229402723666,-0.024919081143416847,0.9980416225515931,0.9986331607236208,0.998859429095566,0.9988388349107319,0.9987292924201358,0.9984916226885061,0.01533924879825533,0.9984055419682246,0.0979775568452665,0.9982377084993679,0.017008171677648082,0.9985134783111475,0.007753417451296311,0.9991731532960787,0.05073310608417113,-0.03021717248403934,0.9984187873598247,0.0010008284145257122,0.99826258215971,-0.03011059538665481,0.9985203951477695,-0.027229516298958152,0.9991899234191475,0.022815640051902102,0.036749410840487,-0.01361455354144827,0.0488541785257226,-0.013393432736890061,-0.013225358066006493,0.9984358119932777,0.9982596393458746,0.9985528602721855,0.9991881219554245,-0.24532282474441536,0.998761608413753,0.9987063092504744,0.21837561272466702,-0.24220006875879663,0.9990876770778915,0.004240029318164331,0.9986849179910516,0.998099687424719,-0.0764184763363532,0.9726414537978051,0.9921636585789985,0.9605357385468254,0.87536583909338,0.9326207617318938,0.9989050378495792,0.006924040061116616,0.004958517644604496,-0.04450919181087317,-0.017340985992946627,0.04936359559522858,0.03752343628289072,-0.009147095367129954,-0.24211878957493954,0.14591352847183078,0.04887397386089478,0.07772469646714314,0.11607433616196172,0.02463010239131847,0.014631416785063543,0.022704897398609224,0.0015917714930912118,-0.0006099240804523244
"Less than high school graduate, 2008-12",-0.03987547070484528,0.23760203757428847,0.43357197277508286,0.5359925372841191,-0.24277217875091897,-0.2076839489023267,-0.23949505350271236,-0.2268282457421149,0.9972908152949568,0.9974364445914473,0.9977415786611668,0.9979588688086001,0.9952310229124985,0.996668602798098,0.9933634344228436,0.9943680351193068,0.994617721152197,0.9948189232504279,0.9958319729053868,0.9966316766983049,0.9933619427248399,0.9952842482642622,0.9980163196158214,0.9995689921555503,1.0,0.9997545171862283,0.041784612354270535,0.04212712595031471,0.026954511687043856,0.03069858843433289,0.026153782413880573,0.009665529694844062,-0.007570027443269154,-0.025185546804054375,-0.037147620047220324,-0.04713495994360947,-0.04774502723642236,-0.04786573240812152,-0.021853885448394582,-0.01075212868140575,-0.0043490539171384,0.0009910071347142989,0.04867681699389028,0.046463369377554506,0.04693549573479383,0.04881528056267015,0.011747517878037128,-0.005271270180631825,-0.02790268701703164,-0.02569730380169697,0.9970783178240009,0.9979881221455476,0.9982662772499034,0.99810091017158,0.9981058183960182,0.9979677281654664,0.015192579685763626,0.9981952534316627,0.09783571936381462,0.9978600845259242,0.01689322186029009,0.9983489695863148,0.007557742996784905,0.9986925459688634,0.051884386795734774,-0.030525715990340808,0.9982858089055292,-0.00023460183481275487,0.9979613332953102,-0.03042235361890208,0.9984668403600484,-0.027494853160058813,0.9987416391136845,0.02387215639256001,0.037859287799840644,-0.013867029985861642,0.04815174067438368,-0.01363815210393557,-0.01346382262301892,0.998264681498982,0.9979208230715522,0.9984446173251873,0.998723793918041,-0.24273848999726466,0.9982298880966612,0.998147929717018,0.2174518600092781,-0.2395738511552021,0.9992585662789193,0.004939280129986059,0.9984291152451593,0.9968249633576098,-0.07739676612398166,0.957659826571962,0.9925628472436605,0.9662354811228193,0.875301344708989,0.9343461261050655,0.9983977516022692,0.01830210609377911,0.0059304235409780165,-0.04594527001196905,-0.016930890151735854,0.05014039050173025,0.03920509953503001,-0.00857876534312297,-0.2394950535027123,0.16239349671479203,0.053439950308481726,0.0816273371481696,0.1294115269831061,0.02524560526035365,0.01650899375655144,0.023256255648490504,0.002293640617465018,-0.00038918939642121396
"Less than high school graduate, 2019-23",-0.0408496284143599,0.22855244484941376,0.4213177804725356,0.5307638520746897,-0.23504719133789992,-0.200242291023827,-0.23430708820242513,-0.22204075118099045,0.996409730945872,0.9964727234186926,0.9968299446032772,0.9971310065095308,0.99390958177388,0.9955994720581672,0.9914365664600873,0.9924967584525537,0.9926760419763998,0.9928657948062942,0.9940958074983146,0.9951333741205965,0.9910480468016161,0.9931946901990107,0.9965548157198865,0.9987770969051797,0.9997545171862283,1.0,0.04341411747555829,0.04386346313555696,0.029199555506418937,0.03324019317956466,0.028376492124404115,0.011202351838231343,-0.0066151780953065675,-0.025120377670498992,-0.038309341261448956,-0.04884346659634959,-0.04948979065790557,-0.04943293167024083,-0.023264414300134567,-0.011450792029068287,-0.004605164406777889,0.0016435025672304623,0.050306311414984,0.04778355956039515,0.048086369472509646,0.04949428399535736,0.012399544161131848,-0.005024677276133261,-0.029445889271605664,-0.027446538042318787,0.9962291824367265,0.9973217014739132,0.9975384245457952,0.9971590300397075,0.9971456671489306,0.9970279076132311,0.014538384000704885,0.9973109236214719,0.09572254898973077,0.9969023134384927,0.016291231561039742,0.9974993593575445,0.006897579914522558,0.9977415284109894,0.05367814471093623,-0.031328298137651166,0.9974794640318403,-0.003261964446872078,0.9970717122721586,-0.031208021577361654,0.9977234609269368,-0.0282611611795501,0.9978252897156552,0.02560079422878085,0.0396361170034142,-0.014627983408723863,0.04555930663608561,-0.014370676455039463,-0.014195982020384567,0.9974198920827403,0.9969976745976774,0.9976489221522333,0.9977902628358214,-0.23899541985685654,0.9973718297110847,0.9972680228456637,0.2139392889918981,-0.23438090923173466,0.9989768342569127,0.005001414129777883,0.9975791366093321,0.9952689557570333,-0.08321015491069521,0.9440254509220561,0.9928269628440934,0.9695337920151674,0.8729854018439976,0.9336921596863849,0.9975215236729462,0.024017954397754032,0.006401219395160942,-0.04759234223405667,-0.017235306786629833,0.052121869793904506,0.04080493711358319,-0.00854006807492731,-0.2343070882024251,0.16648622740342672,0.061226439015711266,0.0887604008023694,0.13112677914711138,0.02698894882660887,0.018757539110677814,0.024552300307299785,0.0032350169229344145,-0.00021868528934144423
"Percent of adults completing four years of college or higher, 1970",0.00933994247061476,0.33905205361051216,0.030865692755175422,0.1529551279800083,-0.3050054822653491,-0.22382398455195232,-0.31511455662805615,-0.2068265629614435,0.05381705600521268,0.05319143868838636,0.05233023972695461,0.05161033795671473,0.05353520800562639,0.05316763844962477,0.044215427856989196,0.042743507910345716,0.04119958696612583,0.04011678003824361,0.040082854964801164,0.04020371975169422,0.038731397352149845,0.03802491567964123,0.03913401306536263,0.04064029041967771,0.041784612354270535,0.04341411747555829,1.0,0.9093703253275168,0.6569378542097264,0.6126622256552975,0.5184821379693979,0.332188383982706,0.11273846607112166,-0.12853848508891433,-0.42572034322978053,-0.6133298760230378,-0.6583737362334277,-0.6536783249532245,-0.6013857727315537,-0.49802402588915423,-0.4000944373388043,-0.3127153163382849,0.8817373546058782,0.8291399614088896,0.7751107648327132,0.7236232574504557,0.28810183871502176,0.011763333317370811,-0.678989111135384,-0.6355288827404363,0.04929730428232871,0.048660183788229956,0.047437150896375554,0.04574148488260084,0.0445007165901606,0.043860370829154526,-0.2613599965142571,0.03883900411624349,-0.3887348262310863,-0.006816371350306817,-0.25506439528856656,0.03848076947669574,-0.15347504970026843,0.04162060170986087,0.4686334165399963,-0.3406297034213563,0.04311100299510578,-0.3661166357577253,-0.007568292887826674,-0.3343461792596341,0.04337981467148845,-0.25028029905024707,0.04418189434054838,0.41997850166203693,0.44678185608439097,-0.3151288701308411,-0.3792272021064848,-0.30974238349388444,-0.2129830035286529,0.041003456677137916,-0.007198535556690437,0.040966219743648606,0.04291083169038895,-0.31511455662805615,0.047004402128007355,0.0470342701053781,0.2716820873775256,-0.31511455662805615,0.046165137673080184,-0.12764709289549703,0.045390316262967155,0.04128626551674609,-0.06960544568598079,0.15775130216959507,0.05398892207066842,0.06744571253092542,0.01881331522226579,0.034554998722662246,0.04562280514529173,0.042831258941728796,0.0016020433926621602,-0.5057419390180284,-0.19239408341331166,0.3858084770549256,0.3946309679027369,-0.13190598624603087,-0.31511455662805615,-0.031684316135374375,0.19508276041653802,0.20144120892361575,-0.07461550041883869,0.040792769416594224,0.33180740653489577,0.18525084524234697,0.21505129017564095,0.037161006681421915
"Percent of adults completing four years of college or higher, 1980",-0.05736216889505082,0.344312245927982,0.03012682956687719,0.19630841268450755,-0.2717423920825584,-0.18696890739963998,-0.29024993621908873,-0.18679934755298594,0.05510706428756848,0.05493099764034973,0.054257951119278176,0.053699779459149874,0.05396094348580793,0.054311098493205076,0.044809114197511435,0.04362902363346819,0.04206318366663359,0.04110110179664732,0.041035348468582235,0.04113688125263572,0.039550672693150324,0.038785975241441735,0.03958149545906353,0.041093185669295706,0.04212712595031471,0.04386346313555696,0.9093703253275168,1.0,0.6749842380993617,0.6899320317627519,0.592010704321123,0.40519540919252894,0.1701327742977712,-0.08561280604391935,-0.37491905656142827,-0.5925922176909721,-0.6745179273884508,-0.712205770550978,-0.6818119281284148,-0.5931488307163493,-0.5047300683100935,-0.42468019120915673,0.9520878150043441,0.9234134835459391,0.8692694041089608,0.8204806274099982,0.31648111263250545,0.057338037367845984,-0.6740319731207497,-0.7027161218373141,0.049794637334966474,0.04951890217026199,0.0482599640185222,0.04678825501082477,0.04556717106829632,0.04495675134894856,-0.34326465511710363,0.03919794492939686,-0.4793103635515015,-0.017259015341057324,-0.3379233363140456,0.03884401086593196,-0.24586129481975355,0.04201726617405381,0.5702618537968421,-0.4185110277227228,0.04343879845966003,-0.44924655046390577,-0.01840864357345167,-0.4129697426192275,0.043712926304907175,-0.3381497355848392,0.04456599860379704,0.5315594393893843,0.5541740707076318,-0.39542208765908177,-0.46647371459599934,-0.3908755654215874,-0.30341818327473213,0.04134663289643283,-0.01784337765712354,0.041314197320484955,0.04330117312233882,-0.323185302191332,0.04855172041851352,0.04859706373989988,0.25715778347056545,-0.290699024230619,0.04730278077000475,-0.22554063371254973,0.046346435419250716,0.0417352168314822,-0.06756011020446373,0.1573015396019881,0.055642226803984986,0.07132104359347047,0.02122874076603951,0.03748816350854414,0.04695872581099772,0.019570438431441916,-0.06386903326705821,-0.5612684578798457,-0.1897983118717424,0.39141191210433474,0.4042077917255818,-0.12830048543668404,-0.2902499362190888,-0.08414729387408808,0.23530023203058892,0.23859253328869134,-0.13021055583635113,0.05773978231942663,0.3397270479949639,0.18915473986755618,0.23237256227327072,0.032612261610045434
"Percent of adults completing some college (1-3 years), 1970",0.044106189913257494,0.08876980761871199,0.028026300398452268,0.1672157048770499,-0.061935044528607874,0.019331921331224206,-0.09056423796876978,0.019599980732971242,0.031936421329590674,0.03205076265953875,0.03198781060497235,0.03197825449472647,0.029921280701986828,0.031033613907332176,0.024754406389702843,0.02426212856803974,0.022921525163236905,0.02249474749111419,0.023141324419247846,0.023998909486139527,0.018571929610214855,0.018973766129301656,0.021600092056946258,0.02458391440769185,0.026954511687043856,0.029199555506418937,0.6569378542097264,0.6749842380993617,1.0,0.8831317484083041,0.8051791031940161,0.6925610624054035,0.5131746480603331,0.2744230222258676,-0.2308396354770915,-0.48230364098811546,-0.5772018748432113,-0.6064424886801413,-0.7325969775440584,-0.62680236439948,-0.5221487105761461,-0.4078825429746838,0.6276062334622697,0.6021928954901727,0.5642909377698938,0.5317924598032701,0.5269212704652404,0.2750881575452712,-0.8224732843842746,-0.7859770140409201,0.03177355094875153,0.032059358251643716,0.03138022341666434,0.030246175103589724,0.02955047272195547,0.029179765067589784,-0.40849937589917973,0.02384495437033223,-0.5384044868763146,-0.04530163719802995,-0.40747407642334443,0.02370482129351349,-0.3427815674781378,0.025612665015942383,0.41255603096571253,-0.4447128571637764,0.026241297514306743,-0.5150375844390465,-0.04742074325365296,-0.4424710780482349,0.026477985543682407,-0.38781333811486796,0.027024986527506654,0.4080414480164043,0.4129524289855718,-0.4364664045574415,-0.5293110755217796,-0.43527480873982005,-0.37272849170450356,0.02505913504238597,-0.046378915930561,0.025111809745498842,0.026324127666686212,-0.09056423796876979,0.02991904727296163,0.02989275672383727,0.09004366242249798,-0.09056423796876979,0.030577795847293164,-0.2305683797545523,0.02890220660788178,0.02512894806462028,-0.052230602721367515,0.0933346554015302,0.03389223807000429,0.04971385479128573,0.008051911223967357,0.02127776057459121,0.028935652485840353,0.06734167241335665,0.03899794109370464,-0.428592025620143,-0.19805162348568545,0.23043478213792776,0.3539270132234103,-0.1638015657215451,-0.09056423796876979,-0.22718038131644244,0.5234152056631747,0.5004903062373718,-0.32468687185921696,0.03408380886282885,0.17430494512696468,0.11773471448852389,0.15844585628859476,0.023881276359486805
"Percent of adults completing some college (1-3 years), 1980",-0.08191722991503177,0.15423549753947083,0.03542765359922492,0.16025044081745243,-0.07948953815649275,0.014575009780406194,-0.11018990481494488,0.008371690884971306,0.03554564997189834,0.03591829444591186,0.03616946652539809,0.036530882937961175,0.032219791883525105,0.034431730009481576,0.02767900970705767,0.028315059441663255,0.02717289975079701,0.026820880543178157,0.027611691830311393,0.028662698162174816,0.02202773779277362,0.022867063020914943,0.025328069604558322,0.028206031958636024,0.03069858843433289,0.03324019317956466,0.6126622256552975,0.6899320317627519,0.8831317484083041,1.0,0.9127378287605205,0.8157001963773021,0.632001000742285,0.3967446235051489,-0.20819196123778239,-0.48141881819930304,-0.6026365024813808,-0.6602986512559036,-0.7677527657942411,-0.6762703373549941,-0.5781693789175593,-0.4759021997717159,0.6441482337189219,0.6226646812178925,0.5839546477962122,0.5544154285052856,0.5097909404504665,0.2888498084095474,-0.7645251727505503,-0.8171783093883687,0.03425943529182957,0.036078709168319976,0.035855620467958094,0.034897297686986545,0.03447037671005251,0.03431104255355146,-0.4302516888532401,0.02785311963589411,-0.5153576300170114,-0.022491814178889378,-0.42848022610139497,0.02769562049853344,-0.38478796534944626,0.029530538614898197,0.48622594605261726,-0.476497706604723,0.03075316340052268,-0.5088581710224954,-0.02404190396780749,-0.47500709767720195,0.031029974986467528,-0.4363333215664607,0.031236258825639057,0.47952456190723586,0.48599020359594836,-0.4648875439745123,-0.5147763913045728,-0.4640284291754912,-0.4189977689010965,0.029322492241097214,-0.023279726041319476,0.029387304970223387,0.030389792989863162,-0.1465793627611283,0.03463797203753345,0.03461662067032188,0.10859377425725705,-0.1106960251955204,0.035161014007310344,-0.2736429295784579,0.033173190956273614,0.029127068072920856,-0.04189793579925794,0.10072114355068967,0.037765320889023304,0.05539908170759541,0.0161504634638937,0.02891020208252673,0.03371240827929225,0.06054744745564083,-0.01251739943610253,-0.47482913730007137,-0.1566276192925381,0.23862391202115815,0.36376640068287935,-0.12009819968824771,-0.1101899048149448,-0.17290620591366918,0.5223626558794665,0.49846154225611794,-0.27690699275426167,0.06388912380626637,0.2262673705798317,0.1357306180348575,0.1714503362006221,0.023371918406105027
"Percent of adults completing some college or associate degree, 1990",-0.11856428218762391,0.18675437526884597,0.03027845943433044,0.10156514546946066,-0.14070759766894145,-0.050924076893885686,-0.16733458921124827,-0.05044191632832594,0.029989307143246137,0.03074108859241098,0.031238912226637522,0.03187498918215516,0.026661884100510194,0.02909635677635955,0.024396188165558413,0.025654539325002657,0.024755799236025437,0.024665410850279592,0.025349087880671785,0.026390645317722127,0.019420091916674646,0.020211772460412475,0.021856441477260413,0.024023154258333384,0.026153782413880573,0.028376492124404115,0.5184821379693979,0.592010704321123,0.8051791031940161,0.9127378287605205,1.0,0.9093310261707969,0.7523701921423014,0.5053025619824038,-0.12553796812049622,-0.4064379733130129,-0.5620492814269581,-0.6314119938600842,-0.810165110504424,-0.72941274235683,-0.6410293817813769,-0.5338168381394025,0.5573364175202689,0.5517582009696258,0.5292813120726013,0.5078259056657447,0.5718929341389998,0.40954371273687673,-0.7523877632949464,-0.8138859369897411,0.02922357301911268,0.03157775803851937,0.03214733756794423,0.03176706776500146,0.03168894317569324,0.03175336792146029,-0.48184352168407607,0.024820873633814355,-0.47107238986442634,-0.022844643238917158,-0.48078315276304273,0.024603287147995388,-0.4493282256024531,0.026148293198741603,0.5147496172453514,-0.537750822155976,0.027562576086191257,-0.48088715723514036,-0.024050680013255155,-0.5372529596255705,0.027741979672892707,-0.5038289829203573,0.0277525755364915,0.5067614968225116,0.514049824205329,-0.5232584150681776,-0.4786069476246011,-0.5234323168048066,-0.4858636565242066,0.026209983866492013,-0.023457722430578594,0.02619565046816318,0.02695643792010605,-0.21140228568815325,0.031035474801196755,0.03103577789755096,0.15899556304253712,-0.16735228443818492,0.030992376879068785,-0.28655970698502126,0.029895089795934988,0.02673227469962085,-0.014563312637550197,0.08593391796372343,0.030944891608853123,0.04710387181568264,0.021938578945121454,0.0305453618705275,0.030350483392383765,0.059016783965367914,-0.008236188921356677,-0.48674963867380416,-0.11939072905924439,0.18955040790836555,0.3762128129307997,-0.08919460832425447,-0.16733458921124825,-0.17843884812600955,0.4979933300263221,0.4724031556166803,-0.2759138688145437,0.0481523874098194,0.2110556843797515,0.12518685253431483,0.17098494496851294,0.013421817150225002
